SERIAL,CIRCULATION_MARKET_VALUE<140>,CHG,PEAK_PRICE<140>,TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,IFSTSTOCK{2025-10-28},MARKET_NUM,IN_OPTIONAL,PCHG,PETTM{2025-10-28},TOAL_MARKET_VALUE<140>
12,443.29亿,-1.45,56.98,46.17亿,8317.87万,SZ,002402,54.20,0.92,63.29,9.68,55.01,和而泰,否,10.32,否,0,False,-0.81,83.15,508.74亿
13,1011.05亿,1.35,375.44,53.26亿,1453.62万,SZ,300033,355.00,1.68,122.67,26.30,366.98,同花顺,否,5.28,否,0,False,4.89,82.95,1972.88亿
14,428.02亿,-2.93,91.50,45.69亿,5114.49万,SZ,300604,87.47,0.98,65.07,14.69,88.15,长川科技,否,10.53,否,0,False,-2.66,82.88,555.76亿
15,515.65亿,0.72,39.24,58.19亿,1.53亿,SZ,300115,36.81,1.46,84.49,6.36,38.00,长盈精密,否,11.28,否,0,False,0.27,80.27,517.14亿
16,811.22亿,-0.71,199.80,24.29亿,1239.49万,SH,603893,192.00,1.49,78.07,19.10,192.78,瑞芯微,否,2.95,否,1,False,-1.38,79.34,811.45亿
17,605.74亿,3.51,180.00,36.53亿,2087.65万,SZ,300857,165.79,1.42,70.30,16.71,175.51,协创数据,否,6.05,否,0,False,5.95,79.30,607.48亿
18,1660.17亿,-1.30,115.49,45.03亿,3953.45万,SH,603019,112.77,0.78,130.47,7.89,113.50,中科曙光,否,2.70,否,1,False,-1.50,79.22,1660.64亿
19,2796.51亿,-3.91,341.10,257.64亿,7829.12万,SZ,300476,320.00,1.43,65.78,18.76,327.00,胜宏科技,否,9.15,否,0,False,-13.32,78.30,2846.04亿
20,593.25亿,0.25,12.35,3.84亿,3130.68万,SH,600372,12.13,0.93,46.22,1.56,12.26,中航机载,否,0.65,否,1,False,0.03,76.12,593.25亿
21,1613.65亿,4.72,69.73,49.08亿,7353.89万,SH,600183,64.00,1.46,57.38,11.52,67.39,生益科技,否,3.07,否,1,False,3.04,73.32,1637.08亿
22,73.37亿,-2.36,78.60,8.18亿,1059.80万,SZ,301165,76.28,0.98,67.39,12.32,76.86,锐捷网络,否,11.10,否,0,False,-1.86,72.54,611.39亿
23,680.15亿,2.77,23.45,19.90亿,8801.08万,SH,600673,21.85,1.77,56.49,7.00,22.66,东阳光,否,2.93,否,1,False,0.61,70.45,681.97亿
24,3635.60亿,1.65,423.20,196.71亿,4802.15万,SZ,300502,395.00,0.97,51.76,33.67,410.62,新易盛,否,5.42,否,0,False,6.67,69.00,4081.45亿
25,723.96亿,0.77,26.28,6.95亿,2660.17万,SZ,000768,25.63,1.44,52.71,3.38,26.11,中航西飞,否,0.96,否,0,False,0.20,68.82,726.16亿
26,669.80亿,0.46,45.45,66.67亿,1.49亿,SZ,002156,43.85,1.48,58.39,4.41,44.14,通富微电,否,9.85,否,0,False,0.20,67.97,669.87亿
27,1491.31亿,1.44,232.00,26.61亿,1188.19万,SZ,002916,218.01,1.08,54.97,9.83,224.25,深南电路,否,1.79,否,0,False,3.18,66.44,1495.17亿
28,753.16亿,10.00,77.19,46.63亿,6229.16万,SH,603228,71.43,1.69,58.51,6.19,77.19,景旺电子,否,6.38,否,1,False,7.02,65.42,760.15亿
29,695.21亿,-2.50,46.00,26.47亿,5858.22万,SH,600895,44.70,0.83,94.16,5.26,44.89,张江高科,否,3.78,否,1,False,-1.15,64.06,695.21亿
30,814.21亿,-4.20,193.15,7.57亿,398.29万,SH,688082,186.53,0.95,64.39,7.07,186.70,盛美上海,否,0.91,否,1,False,-8.18,63.73,895.96亿
31,1783.02亿,1.92,66.16,25.41亿,3914.45万,SH,600760,63.45,1.91,80.93,8.52,64.88,中航沈飞,否,1.42,否,1,False,1.22,63.17,1839.41亿
32,48.54亿,-0.68,29.55,4.49亿,1539.82万,SZ,301656,28.89,0.59,66.25,7.57,29.09,联合动力,否,9.23,否,0,False,-0.20,60.54,699.55亿
33,1938.32亿,8.21,53.48,180.85亿,3.54亿,SZ,002050,48.73,1.48,52.47,7.62,52.61,三花智控,否,9.62,否,0,False,3.99,59.93,2214.32亿
34,520.27亿,-0.10,68.46,31.69亿,4712.30万,SZ,002281,66.08,1.14,56.18,5.51,66.75,光迅科技,否,6.05,否,0,False,-0.07,58.78,538.57亿
35,102.22亿,-0.98,21.47,3.33亿,1560.60万,SH,601136,21.21,0.88,59.18,4.23,21.23,首创证券,否,3.24,否,1,False,-0.21,58.13,580.29亿
36,1140.81亿,0.25,16.21,43.11亿,2.71亿,SZ,002600,15.65,1.36,62.27,5.18,15.85,领益智造,否,3.77,否,0,False,0.04,57.92,1158.01亿
37,293.53亿,-0.31,29.05,3.95亿,1378.57万,SZ,300413,28.25,0.75,39.68,2.32,28.73,芒果超媒,否,1.35,否,0,False,-0.09,57.43,537.46亿
38,4058.32亿,-5.06,65.46,69.23亿,1.08亿,SH,600276,63.50,2.72,55.07,7.10,63.62,恒瑞医药,否,1.70,否,1,False,-3.39,56.54,4222.59亿
39,1.47万亿,1.69,75.76,149.58亿,2.03亿,SH,601138,71.05,1.07,60.65,9.69,73.99,工业富联,否,1.02,否,1,False,1.23,55.26,1.47万亿
40,870.62亿,-0.43,88.98,69.73亿,7979.88万,SZ,000988,86.01,0.91,49.44,7.99,86.63,华工科技,否,7.94,否,0,False,-0.37,54.29,871.07亿
41,2755.88亿,0.19,36.85,32.83亿,8981.48万,SH,600150,36.28,0.95,46.77,1.65,36.62,中国船舶,否,1.19,否,1,False,0.07,53.54,2755.88亿
42,167.95亿,-0.35,31.08,1.87亿,605.98万,SZ,300999,30.81,0.85,47.79,1.77,30.95,金龙鱼,否,1.12,否,0,False,-0.11,53.09,1677.98亿
43,518.24亿,3.87,87.50,41.51亿,5077.01万,SH,688122,77.50,1.75,47.44,7.61,79.77,西部超导,否,7.81,否,1,False,2.97,51.90,518.24亿
44,738.36亿,2.57,88.72,41.29亿,4727.15万,SZ,002049,85.18,2.15,43.86,5.63,86.92,紫光国微,否,5.56,否,0,False,2.18,51.56,738.49亿
45,3082.15亿,-0.72,432.97,31.25亿,729.11万,SZ,002371,423.52,0.95,48.08,9.13,426.00,北方华创,否,1.01,否,0,False,-3.10,51.08,3084.62亿
46,749.59亿,-0.48,42.93,40.48亿,9576.82万,SH,600584,41.60,1.34,58.95,2.66,41.89,长电科技,否,5.35,否,1,False,-0.20,50.41,749.59亿
47,810.26亿,-0.81,28.85,21.24亿,7462.05万,SZ,000938,28.11,1.03,38.92,5.74,28.33,紫光股份,否,2.61,否,0,False,-0.23,50.23,810.26亿
48,1537.94亿,3.21,81.12,55.92亿,7102.03万,SZ,002463,76.10,1.41,45.73,12.08,80.00,沪电股份,否,3.69,否,0,False,2.49,49.19,1539.19亿
49,724.56亿,-1.73,38.45,23.95亿,6437.50万,SZ,002558,36.35,1.67,46.62,5.27,37.45,巨人网络,否,3.33,否,0,False,-0.66,48.82,724.56亿
50,529.51亿,-0.65,153.81,11.04亿,730.20万,SH,688120,148.00,0.91,52.38,7.53,149.83,华海清科,否,2.07,否,1,False,-0.98,48.30,529.51亿
51,612.18亿,-0.55,32.81,9.38亿,2889.23万,SH,600570,32.24,1.20,117.50,6.93,32.32,恒生电子,否,1.53,否,1,False,-0.18,48.06,612.18亿
52,325.13亿,10.02,22.51,32.32亿,1.46亿,SZ,000657,21.30,1.61,45.48,5.19,22.51,中钨高新,否,10.13,否,0,False,2.05,47.93,512.91亿
53,486.92亿,-0.39,23.04,3.30亿,1442.50万,SH,600845,22.70,1.41,44.76,5.96,22.82,宝信软件,否,0.68,否,1,False,-0.09,45.72,655.11亿
54,768.92亿,1.05,47.49,8.20亿,1744.51万,SZ,300442,46.37,1.26,43.74,7.23,47.22,润泽科技,否,1.07,否,0,False,0.49,45.24,771.74亿
55,544.09亿,2.38,20.95,35.05亿,1.70亿,SH,600143,20.23,1.83,38.36,2.85,20.65,金发科技,否,6.45,否,1,False,0.48,45.14,544.46亿
56,1253.00亿,-0.54,95.40,8.00亿,855.97万,SH,601100,91.53,1.30,45.03,7.35,93.45,恒立液压,否,0.64,否,1,False,-0.51,44.68,1253.00亿
57,1075.11亿,0.40,178.60,4.18亿,234.86万,SH,600436,177.62,0.65,37.87,7.43,178.20,片仔癀,否,0.39,否,1,False,0.71,44.43,1075.11亿
58,291.72亿,-0.71,11.33,3.19亿,2833.42万,SH,601456,11.19,0.95,28.30,1.25,11.23,国联民生,否,1.09,否,1,False,-0.08,44.39,637.93亿
59,1241.68亿,2.00,72.83,55.40亿,7783.54万,SH,601689,69.50,1.56,47.94,5.50,71.45,拓普集团,否,4.48,否,1,False,1.40,43.73,1241.68亿
60,1443.19亿,0.83,79.44,52.76亿,6752.67万,SZ,300014,76.92,1.03,42.25,4.01,77.53,亿纬锂能,否,3.63,否,0,False,0.64,42.84,1586.06亿
61,1647.68亿,2.41,137.90,34.85亿,2572.70万,SH,603501,132.51,1.66,40.63,6.35,136.58,豪威集团,否,2.13,否,1,False,3.21,41.36,1647.68亿
62,453.78亿,-0.93,32.63,5.78亿,1797.87万,SZ,300759,31.68,0.77,40.53,3.98,31.97,康龙化成,否,1.27,否,0,False,-0.30,41.15,568.49亿
63,1051.94亿,-1.12,34.06,28.22亿,8393.45万,SZ,002241,33.18,0.79,34.46,3.26,33.59,歌尔股份,否,2.68,否,0,False,-0.38,40.89,1188.71亿
64,1833.80亿,-1.23,78.79,31.69亿,4069.30万,SZ,300124,77.20,1.10,36.89,6.09,77.31,汇川技术,否,1.72,否,0,False,-0.96,40.35,2092.52亿
65,1002.43亿,-0.35,69.97,44.65亿,6494.77万,SZ,000977,67.90,1.16,62.83,4.91,68.17,浪潮信息,否,4.42,否,0,False,-0.24,40.17,1003.55亿
66,1475.65亿,-0.34,30.00,16.05亿,5403.36万,SZ,300433,29.37,0.67,68.63,3.28,29.68,蓝思科技,否,1.09,否,0,False,-0.10,40.16,1568.39亿
67,1356.19亿,-0.67,70.33,10.56亿,1512.96万,SH,601888,69.41,0.77,27.64,2.60,69.46,中国中免,否,0.77,否,1,False,-0.47,40.10,1437.03亿
68,913.78亿,-4.38,51.00,14.85亿,3020.09万,SZ,300408,48.44,1.25,37.85,4.62,48.87,三环集团,否,1.62,否,0,False,-2.24,38.99,936.59亿
69,534.37亿,0.58,31.88,19.18亿,6163.75万,SZ,300207,30.40,1.13,33.65,2.38,31.18,欣旺达,否,3.60,否,0,False,0.18,38.40,576.04亿
70,587.24亿,-10.07,5.61,47.98亿,8.93亿,SZ,000630,5.27,2.77,29.94,1.96,5.27,铜陵有色,否,8.01,否,0,False,-0.59,38.22,706.68亿
71,569.16亿,-1.30,26.78,17.96亿,6937.61万,SH,601231,25.38,1.50,33.79,3.14,25.86,环旭电子,否,3.15,否,1,False,-0.34,37.79,569.16亿
72,1287.10亿,-2.76,36.45,18.58亿,5166.43万,SH,600547,35.52,0.99,29.23,6.15,35.61,山东黄金,否,1.43,否,1,False,-1.01,37.51,1641.60亿
73,140.19亿,1.20,20.57,9.96亿,4908.17万,SH,601059,19.85,1.32,32.09,3.25,20.27,信达证券,否,7.10,否,1,False,0.24,37.03,657.36亿
74,524.40亿,-3.87,30.82,17.58亿,5878.02万,SZ,000426,29.46,0.91,32.96,6.20,29.54,兴业银锡,否,3.31,否,0,False,-1.19,36.37,524.52亿
75,644.58亿,0.41,31.62,2.60亿,825.29万,SH,600009,31.36,1.30,37.54,1.87,31.50,上海机场,否,0.40,否,1,False,0.13,36.24,783.87亿
76,591.57亿,0.76,28.00,14.38亿,5216.00万,SH,603659,26.95,1.61,26.10,3.00,27.69,璞泰来,否,2.44,否,1,False,0.21,35.81,591.57亿
77,2400.55亿,-0.02,160.50,32.12亿,2024.31万,SH,601127,157.09,1.00,44.15,9.89,159.00,赛力斯,否,1.34,否,1,False,-0.03,35.76,2597.05亿
78,760.06亿,0.00,4.22,8.98亿,2.14亿,SZ,000100,4.18,0.85,23.19,1.40,4.20,TCL科技,否,1.18,否,0,False,0.00,35.62,873.64亿
79,763.06亿,1.66,127.19,10.12亿,811.13万,SZ,002028,121.73,0.86,33.47,6.77,125.20,思源电气,否,1.33,否,0,False,2.05,35.57,977.92亿
80,970.75亿,-0.65,12.29,9.12亿,7490.87万,SZ,300015,12.07,1.53,27.48,5.09,12.24,爱尔眼科,否,0.94,否,0,False,-0.08,35.46,1141.43亿
81,1048.91亿,-0.20,70.08,1.74亿,249.40万,SZ,002304,69.50,0.85,12.07,2.14,69.63,洋河股份,否,0.17,否,0,False,-0.14,34.17,1048.94亿
82,1489.01亿,-0.23,288.57,4.61亿,161.12万,SH,605499,284.56,0.72,29.69,16.92,286.34,东鹏饮料,否,0.31,否,1,False,-0.67,33.99,1489.01亿
83,529.33亿,-1.37,94.65,4.41亿,473.28万,SH,603486,92.30,0.86,28.35,6.24,92.56,科沃斯,否,0.83,否,1,False,-1.29,33.31,535.95亿
84,2135.27亿,-0.80,38.73,6.12亿,1592.66万,SH,603288,38.31,1.65,28.71,5.73,38.40,海天味业,否,0.29,否,1,False,-0.31,33.02,2247.10亿
85,1337.13亿,2.53,60.00,31.77亿,5491.58万,SZ,002938,55.06,1.57,54.43,4.30,57.90,鹏鼎控股,否,2.38,否,0,False,1.43,32.98,1342.15亿
86,579.62亿,6.87,34.96,25.24亿,7446.40万,SZ,002080,32.00,1.41,29.38,2.95,34.54,中材科技,否,4.44,否,0,False,2.22,32.87,579.62亿
87,3477.86亿,-0.15,26.40,91.35亿,3.50亿,SZ,300059,25.81,1.12,33.88,4.62,26.00,东方财富,否,2.62,否,0,False,-0.04,32.44,4109.05亿
88,4697.76亿,-1.13,65.80,92.63亿,1.43亿,SZ,002475,64.00,0.71,35.43,6.35,64.66,立讯精密,否,1.96,否,0,False,-0.74,32.22,4708.42亿
89,1336.27亿,-1.95,10.72,13.49亿,1.27亿,SZ,000617,10.55,0.88,25.74,1.29,10.57,中油资本,否,1.00,否,0,False,-0.21,31.79,1336.27亿
90,1989.11亿,-3.76,50.59,97.49亿,1.96亿,SZ,000063,48.92,1.06,23.36,3.16,49.39,中兴通讯,否,4.87,否,0,False,-1.93,30.49,2362.59亿
91,161.33亿,-0.16,6.46,4.36亿,6770.74万,SH,600930,6.42,1.00,26.15,2.52,6.44,华电新能,否,2.70,否,1,False,-0.01,30.36,2686.40亿
92,663.76亿,-7.07,123.47,31.50亿,2605.37万,SZ,002920,119.70,3.11,30.05,4.89,120.00,德赛西威,否,4.71,否,0,False,-9.13,30.02,716.21亿
93,56.59亿,0.00,6.62,9815.80万,1487.93万,SZ,001391,6.58,0.98,32.87,3.08,6.59,国货航,否,1.73,否,0,False,0.00,29.97,804.57亿
94,2729.00亿,0.80,226.36,13.34亿,593.65万,SZ,300760,222.47,1.04,26.92,6.99,225.09,迈瑞医疗,否,0.49,否,0,False,1.79,29.74,2729.08亿
95,773.00亿,-0.62,28.33,45.12亿,1.64亿,SH,600021,26.44,0.99,20.25,3.75,27.40,上海电力,否,5.80,否,1,False,-0.17,29.42,773.00亿
96,450.54亿,-2.13,24.47,9.45亿,3958.72万,SZ,002517,23.48,0.92,26.82,6.21,23.85,恺英网络,否,2.10,否,0,False,-0.52,28.80,509.54亿
97,580.14亿,-2.26,7.56,5979.34万,804.58万,SH,600236,7.35,0.54,24.42,3.31,7.36,桂冠电力,否,0.10,否,1,False,-0.17,28.53,580.14亿
98,513.72亿,0.83,114.89,5.79亿,511.03万,SH,688578,111.26,1.37,24.43,8.38,114.16,艾力斯,否,1.14,否,1,False,0.94,28.15,513.72亿
99,380.12亿,1.52,127.50,5.38亿,427.35万,SZ,300866,123.44,1.29,28.92,7.19,125.88,安克创新,否,1.42,否,0,False,1.88,28.01,674.92亿
100,1.64万亿,0.08,393.80,111.61亿,2870.83万,SZ,300750,383.02,0.88,26.97,5.61,386.48,宁德时代,否,0.67,否,0,False,0.30,27.65,1.76万亿
101,546.21亿,1.80,36.21,59.60亿,1.67亿,SH,600549,34.71,3.26,23.49,3.33,35.15,厦门钨业,否,10.78,否,1,False,0.62,26.48,558.04亿
102,912.13亿,-4.11,60.59,8.31亿,1409.21万,SZ,000408,57.80,1.35,24.87,6.04,58.09,藏格矿业,否,0.90,否,0,False,-2.49,26.34,912.14亿
103,455.10亿,0.40,34.98,3.23亿,932.47万,SZ,002422,34.33,1.05,27.83,2.37,34.85,科伦药业,否,0.71,否,0,False,0.14,26.07,556.92亿
104,739.54亿,-1.05,19.15,8.65亿,4549.69万,SH,601788,18.88,1.02,25.93,1.46,18.93,光大证券,否,1.16,否,1,False,-0.20,26.05,872.82亿
105,581.29亿,4.06,103.96,18.78亿,1854.34万,SH,603296,99.16,1.83,25.02,4.16,101.77,华勤技术,否,3.25,否,1,False,3.97,26.01,1033.71亿
106,786.72亿,0.19,37.96,7.23亿,1914.38万,SZ,002179,37.39,0.73,27.87,3.42,37.81,中航光电,否,0.92,否,0,False,0.07,25.65,800.92亿
107,875.28亿,-1.36,17.60,6936.88万,397.55万,SZ,001289,17.32,0.92,21.50,1.94,17.36,龙源电力,否,0.08,否,0,False,-0.24,25.00,1451.26亿
108,2637.01亿,-0.64,169.50,107.80亿,6500.94万,SZ,300274,162.08,0.87,22.23,8.47,165.88,阳光电源,否,4.09,否,0,False,-1.07,24.90,3439.04亿
109,516.66亿,0.15,53.34,1.90亿,359.69万,SH,601021,52.65,0.69,22.11,2.95,52.81,春秋航空,否,0.37,否,1,False,0.08,24.83,516.66亿
110,1072.71亿,-3.49,22.85,18.44亿,8217.93万,SH,600489,22.00,0.78,19.90,3.79,22.13,中金黄金,否,1.70,否,1,False,-0.80,24.73,1072.71亿
111,1860.13亿,-2.57,22.60,29.05亿,1.32亿,SH,600031,21.87,1.89,17.83,2.62,21.95,三一重工,否,1.55,否,1,False,-0.58,24.41,1860.13亿
112,964.62亿,-0.11,36.40,10.72亿,2988.16万,SH,600160,35.50,1.08,22.27,4.72,35.73,巨化股份,否,1.11,否,1,False,-0.04,24.36,964.62亿
113,1490.27亿,-0.25,4.07,13.83亿,3.41亿,SZ,000725,4.04,1.07,23.39,1.14,4.06,京东方Ａ,否,0.93,否,0,False,-0.01,24.16,1519.00亿
114,1880.74亿,-0.13,23.63,9.13亿,3886.74万,SH,600406,23.35,0.99,32.00,3.88,23.52,国电南瑞,否,0.49,否,1,False,-0.03,24.07,1889.15亿
115,765.49亿,-1.41,44.77,38.98亿,8889.73万,SZ,002074,43.01,1.43,23.68,2.81,44.10,国轩高科,否,5.12,否,0,False,-0.63,24.04,799.86亿
116,502.29亿,-3.85,15.60,24.98亿,1.65亿,SZ,002202,14.88,0.95,18.36,1.65,14.97,金风科技,否,4.92,否,0,False,-0.60,23.84,632.49亿
117,1001.17亿,-0.65,18.48,8.33亿,4544.65万,SH,600415,18.18,0.91,21.72,4.51,18.26,小商品城,否,0.83,否,1,False,-0.12,23.83,1001.30亿
118,1112.12亿,-1.43,38.84,9.60亿,2502.39万,SH,601995,37.98,0.97,21.20,1.92,38.04,中金公司,否,0.86,否,1,False,-0.55,23.55,1836.29亿
119,606.10亿,-2.05,29.21,6.86亿,2388.93万,SH,600196,28.48,1.09,22.71,1.61,28.61,复星医药,否,1.13,否,1,False,-0.60,23.53,764.01亿
120,1737.59亿,-0.41,26.99,3.16亿,1179.90万,SH,601066,26.68,0.97,23.01,2.60,26.75,中信建投,否,0.18,否,1,False,-0.11,23.38,2074.92亿
121,532.85亿,-0.60,11.76,3.92亿,3354.42万,SH,601878,11.64,0.89,23.19,1.48,11.65,浙商证券,否,0.73,否,1,False,-0.07,23.20,532.85亿
122,476.44亿,-1.96,21.42,13.28亿,6273.27万,SH,600875,20.95,1.13,19.06,1.72,21.05,东方电气,否,2.77,否,1,False,-0.42,23.18,727.98亿
123,2983.51亿,-2.71,33.74,24.89亿,7475.09万,SZ,002415,32.95,0.91,24.33,3.86,32.98,海康威视,否,0.83,否,0,False,-0.92,22.92,3022.57亿
124,584.66亿,0.45,6.83,10.65亿,1.58亿,SH,601377,6.66,1.66,21.98,1.06,6.77,兴业证券,否,1.83,否,1,False,0.03,22.91,584.66亿
125,540.62亿,6.53,68.88,10.52亿,1557.89万,SZ,002595,64.98,2.88,22.83,4.78,68.04,豪迈科技,否,1.96,否,0,False,4.17,22.84,544.32亿
126,969.63亿,-1.59,19.56,25.88亿,1.34亿,SH,600089,19.12,0.65,15.23,1.46,19.19,特变电工,否,2.66,否,1,False,-0.31,22.62,969.63亿
127,1773.14亿,-0.84,9.50,17.05亿,1.81亿,SH,601985,9.36,1.14,17.04,1.71,9.39,中国核电,否,0.96,否,1,False,-0.08,22.56,1931.34亿
128,3616.97亿,-0.28,104.32,27.56亿,2654.16万,SZ,002594,103.50,0.79,30.48,4.49,103.72,比亚迪,否,0.76,否,0,False,-0.29,22.44,9456.36亿
129,864.16亿,1.09,76.38,6.05亿,798.70万,SH,688036,74.98,0.73,30.17,4.36,75.78,传音控股,否,0.70,否,1,False,0.82,22.10,864.16亿
130,701.43亿,-0.66,78.60,8.04亿,1037.45万,SH,605117,76.26,0.67,23.04,7.33,77.27,德业股份,否,1.14,否,1,False,-0.51,21.60,701.43亿
131,1819.80亿,-0.10,10.18,2.12亿,2092.42万,SH,600025,10.06,0.75,20.43,2.86,10.11,华能水电,否,0.12,否,1,False,-0.01,21.56,1883.60亿
132,1139.87亿,-6.46,64.00,69.84亿,1.13亿,SH,603799,60.12,1.54,20.44,2.41,60.50,华友钴业,否,5.99,否,1,False,-4.18,21.48,1149.06亿
133,1600.93亿,-1.45,4.16,6.39亿,1.56亿,SZ,003816,4.06,0.87,17.27,1.70,4.07,中国广核,否,0.40,否,0,False,-0.06,21.29,2055.29亿
134,1716.35亿,-0.51,27.48,8.34亿,3052.59万,SH,600887,27.23,0.95,11.98,3.24,27.27,伊利股份,否,0.49,否,1,False,-0.14,21.24,1724.93亿
135,795.09亿,-0.84,9.51,6.09亿,6487.93万,SZ,001979,9.26,1.45,29.41,0.87,9.40,招商蛇口,否,0.77,否,0,False,-0.08,20.93,851.72亿
136,676.68亿,-0.48,8.27,8.02亿,9758.97万,SH,601901,8.19,1.01,14.19,1.36,8.22,方正证券,否,1.19,否,1,False,-0.04,20.89,676.68亿
137,1226.41亿,-0.92,4.32,6.24亿,1.45亿,SH,600905,4.28,1.15,16.07,1.38,4.29,三峡能源,否,0.51,否,1,False,-0.04,20.82,1226.41亿
138,1254.10亿,-0.84,24.44,24.97亿,1.04亿,SZ,000792,23.59,1.42,20.89,3.05,23.70,盐湖股份,否,1.97,否,0,False,-0.20,20.82,1254.10亿
139,2571.22亿,-2.51,108.28,48.76亿,4623.10万,SH,603259,103.90,1.24,19.27,4.37,103.96,药明康德,否,1.87,否,1,False,-2.68,20.69,3101.91亿
140,1100.50亿,0.13,7.65,4.92亿,6466.54万,SZ,002027,7.54,0.73,20.65,6.73,7.62,分众传媒,否,0.45,否,0,False,0.01,20.66,1100.50亿
141,539.61亿,-2.87,21.83,7.66亿,3564.07万,SZ,000975,21.26,1.01,18.08,4.11,21.35,山金国际,否,1.41,否,0,False,-0.63,20.41,592.83亿
142,6832.46亿,0.57,28.54,20.83亿,7326.36万,SH,600900,28.26,0.87,26.67,3.37,28.46,长江电力,否,0.31,否,1,False,0.16,20.37,6963.65亿
143,839.57亿,-0.35,11.32,8.19亿,7294.54万,SH,600958,11.16,0.83,13.79,1.20,11.24,XD东方证,否,0.98,否,1,False,-0.04,20.31,955.02亿
144,581.91亿,-4.85,17.40,38.82亿,2.29亿,SH,600522,16.71,3.00,18.66,1.59,17.05,中天科技,否,6.70,否,1,False,-0.87,20.31,581.91亿
145,421.49亿,0.41,12.44,6.19亿,5054.59万,SH,600026,12.08,1.12,17.73,1.52,12.13,中远海能,否,1.45,否,1,False,0.05,20.29,662.93亿
146,2573.49亿,0.77,5.28,7.06亿,1.34亿,SH,601816,5.22,1.05,20.37,1.28,5.26,京沪高铁,否,0.27,否,1,False,0.04,20.22,2573.49亿
147,1548.71亿,-2.20,7.26,6.82亿,9524.37万,SH,600019,7.10,1.33,15.87,0.76,7.11,宝钢股份,否,0.44,否,1,False,-0.16,20.12,1548.71亿
148,1.81万亿,0.32,1451.20,39.24亿,271.24万,SH,600519,1441.10,0.91,19.93,7.58,1445.00,贵州茅台,否,0.22,否,1,False,4.59,20.12,1.81万亿
149,473.88亿,-4.30,29.45,16.43亿,5670.71万,SH,600988,28.44,1.05,19.72,4.32,28.48,赤峰黄金,否,3.41,否,1,False,-1.28,19.92,541.24亿
150,57.88亿,-1.79,12.03,5.49亿,4708.42万,SH,601061,11.41,0.90,18.25,2.39,11.55,中信金属,否,9.40,否,1,False,-0.21,19.88,565.95亿
151,491.63亿,0.12,57.30,3.84亿,680.82万,SH,688187,55.37,0.99,22.98,1.89,56.58,时代电气,否,0.78,否,1,False,0.07,19.73,768.33亿
152,1352.62亿,-1.24,68.21,10.93亿,1621.26万,SH,600660,66.75,1.13,18.71,4.97,67.53,福耀玻璃,否,0.81,否,1,False,-0.85,19.40,1762.36亿
153,786.38亿,0.21,43.70,1.86亿,427.44万,SH,603195,43.15,1.63,19.17,5.37,43.67,公牛集团,否,0.24,否,1,False,0.09,19.30,789.81亿
154,994.54亿,-0.66,56.57,5.63亿,1000.91万,SZ,000538,56.08,1.44,13.78,2.59,56.10,云南白药,否,0.56,否,0,False,-0.37,19.27,1000.97亿
155,462.92亿,-1.03,65.87,4.84亿,740.38万,SH,600600,65.18,1.82,12.66,2.84,65.28,青岛啤酒,否,1.04,否,1,False,-0.68,19.24,890.55亿
156,413.28亿,-0.99,14.12,1.70亿,1211.72万,SH,601808,13.94,0.41,16.96,1.49,13.96,中海油服,否,0.41,否,1,False,-0.14,18.99,666.11亿
157,696.04亿,-0.50,40.62,4.01亿,1001.55万,SZ,000963,39.57,1.69,19.02,2.89,39.73,华东医药,否,0.57,否,0,False,-0.20,18.85,696.87亿
158,942.48亿,-2.56,58.02,6.04亿,1063.86万,SZ,002311,56.24,1.36,17.08,3.73,56.69,海大集团,否,0.64,否,0,False,-1.49,18.78,943.18亿
159,526.20亿,-1.69,22.08,18.81亿,8699.86万,SH,600487,21.30,1.28,16.76,1.72,21.52,亨通光电,否,3.56,否,1,False,-0.37,18.76,530.84亿
160,5273.21亿,-0.36,5.60,6.15亿,1.11亿,SH,600028,5.54,0.75,15.68,0.81,5.56,中国石化,否,0.12,否,1,False,-0.02,18.67,6737.48亿
161,1230.44亿,-1.09,5.53,4.87亿,8884.47万,SZ,000166,5.44,0.94,15.96,1.26,5.46,申万宏源,否,0.39,否,0,False,-0.06,18.56,1367.18亿
162,2284.87亿,1.32,190.99,13.56亿,720.26万,SH,600809,184.80,1.50,13.43,6.37,187.29,山西汾酒,否,0.59,否,1,False,2.44,18.52,2284.87亿
163,643.70亿,0.19,16.37,7.25亿,4503.87万,SH,600176,15.86,1.02,18.80,2.04,16.08,中国巨石,否,1.13,否,1,False,0.03,18.50,643.70亿
164,1930.76亿,-0.30,40.66,8.69亿,2145.83万,SZ,002352,40.35,0.80,17.77,2.14,40.46,顺丰控股,否,0.45,否,0,False,-0.12,18.37,2038.95亿
165,2924.69亿,-3.12,17.35,47.60亿,2.81亿,SH,603993,16.66,1.03,18.82,4.61,16.75,洛阳钼业,否,1.61,否,1,False,-0.54,18.34,3583.55亿
166,5340.93亿,-0.15,6.91,6.07亿,8824.16万,SH,601728,6.84,0.82,15.34,1.37,6.88,中国电信,否,0.11,否,1,False,-0.01,18.26,6295.69亿
