SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,SECURITY_CODE,QJFE_DAY{2025-10-28},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
1,4.8043,1.25,2012-04-05,32.85亿,0.058,2012-05-04,510300,3.09亿,4.862,沪深300ETF,1,False,0.060,894.64亿,-0.49|2025-10-28,T+1,4298.12亿|2025-10-28
2,4.6264,1.30,2013-02-18,7.79亿,0.057,2013-03-06,510310,2160.00万,4.683,沪深300ETF易方达,1,False,0.060,668.57亿,-0.49|2025-10-28,T+1,3093.08亿|2025-10-28
3,4.8735,1.23,2012-12-17,2.92亿,0.058,2012-12-25,510330,1440.00万,4.931,沪深300ETF华夏,1,False,0.060,474.66亿,-0.49|2025-10-28,T+1,2313.27亿|2025-10-28
4,4.9558,1.17,2012-04-05,5.93亿,0.057,2012-05-07,159919,6030.00万,5.013,沪深300ETF,0,False,0.058,406.41亿,-0.49|2025-10-28,T+1,2014.07亿|2025-10-28
5,3.1973,0.44,2004-11-29,20.19亿,0.013,2004-12-30,510050,4.47亿,3.210,上证50ETF,1,False,0.014,585.23亿,-0.60|2025-10-28,T+1,1871.16亿|2025-10-28
6,7.4461,2.06,2013-01-10,15.54亿,0.148,2013-02-06,510500,1960.00万,7.594,中证500ETF,1,False,0.153,182.59亿,-0.51|2025-10-28,T+1,1359.55亿|2025-10-28
7,3.2063,2.96,2011-08-15,44.73亿,0.094,2011-09-20,159915,-9700.00万,3.300,创业板ETF,0,False,0.095,326.08亿,-0.15|2025-10-28,T+1,1045.52亿|2025-10-28
8,0.9801,1.02,2021-08-23,10.72亿,0.007,2021-09-15,159792,-2.96亿,0.987,港股通互联网ETF,0,False,0.010,917.79亿,-1.18|2025-10-28,T+0,899.52亿|2025-10-28
9,8.5774,1.11,2013-06-24,69.29亿,0.115,2013-07-18,518880,-6140.00万,8.692,黄金ETF,1,False,0.095,91.44亿,-3.67|2025-10-28,T+0,784.33亿|2025-10-28
10,101.0157,0.00,2013-03-18,175.07亿,-0.004,2013-04-01,511880,-1228.34万,101.012,银华日利ETF,1,False,0.003,7.72亿,0.00|2025-10-28,T+0,780.25亿|2025-10-28
11,-,0.00,2012-12-19,111.64亿,-0.007,2012-12-27,511990,2263.58万,99.993,华宝添益ETF,1,False,-0.002,7.58亿,0.00|2025-10-28,T+0,757.67亿|2025-10-28
12,1.5454,1.29,2020-09-22,48.07亿,0.020,2020-09-28,588000,-5400.00万,1.565,科创50ETF,1,False,0.020,489.04亿,-0.83|2025-10-28,T+1,755.77亿|2025-10-28
13,1.4969,1.27,2020-09-22,11.84亿,0.018,2020-09-28,588080,-2.34亿,1.515,科创板50ETF,1,False,0.019,502.40亿,-0.83|2025-10-28,T+1,752.04亿|2025-10-28
14,3.0267,1.36,2016-08-24,10.76亿,0.039,2016-09-29,512100,2600.00万,3.066,中证1000ETF,1,False,0.041,246.91亿,-0.20|2025-10-28,T+1,747.33亿|2025-10-28
15,112.5373,0.01,2020-04-30,333.07亿,-0.001,2020-08-03,511360,-8.00万,112.536,短融ETF,1,False,0.009,5.72亿,0.01|2025-10-28,T+0,644.24亿|2025-10-28
16,1.2639,2.22,2016-06-20,51.75亿,0.028,2016-07-26,512880,1.33亿,1.292,证券ETF,1,False,0.028,475.62亿,-0.57|2025-10-28,T+1,601.14亿|2025-10-28
17,13.4697,1.05,2020-02-10,105.04亿,0.104,2020-03-06,511380,-4740.00万,13.574,可转债ETF,1,False,0.141,44.07亿,-0.24|2025-10-28,T+0,593.63亿|2025-10-28
18,0.8206,0.97,2021-05-12,18.90亿,0.010,2021-05-18,513180,300.00万,0.831,恒生科技指数ETF,1,False,0.008,563.15亿,-1.29|2025-10-28,T+0,462.12亿|2025-10-28
19,3.0807,1.27,2021-03-04,2.30亿,0.037,2021-03-18,159845,1800.00万,3.118,中证1000ETF,0,False,0.039,144.80亿,-0.20|2025-10-28,T+1,446.10亿|2025-10-28
