SERIAL,PER_NAV,CHG,TRADING_VOLUMES,PREMIUM,QJFE_DAY{2025-12-26},SECURITY_CODE,ETF_TYPE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
16,2.3279,0.39,22.78亿,0.011,-6000.00万,588200,行业主题,2.339,科创芯片ETF,1,False,0.009,168.31亿,-0.80|2025-12-26,T+1,391.81亿|2025-12-26
17,0.9834,0.81,15.52亿,0.009,1.64亿,562500,行业主题,0.992,机器人ETF,1,False,0.008,262.41亿,0.10|2025-12-26,T+1,258.05亿|2025-12-26
18,0.8309,-2.12,2.65亿,0.001,-1.95亿,561910,行业主题,0.832,电池ETF,1,False,-0.018,66.16亿,-2.32|2025-12-29,T+1,56.28亿|2025-12-26
19,1.5645,-1.98,8.48亿,-0.028,4000.00万,560860,行业主题,1.537,工业有色ETF,1,False,-0.031,53.49亿,3.63|2025-12-26,T+1,83.69亿|2025-12-26
20,2.0458,-2.72,4.28亿,-0.006,0.00,517520,行业主题,2.040,黄金股ETF,1,False,-0.057,61.46亿,-2.21|2025-12-29,T+1,128.58亿|2025-12-26
21,2.8824,-1.57,5.09亿,-0.001,2.24亿,516160,行业主题,2.881,新能源ETF,1,False,-0.046,24.59亿,-1.66|2025-12-29,T+1,72.07亿|2025-12-26
22,1.8106,-0.06,3.06亿,-0.002,-3300.00万,516150,行业主题,1.809,稀土ETF嘉实,1,False,-0.001,43.58亿,1.06|2025-12-26,T+1,78.91亿|2025-12-26
23,0.8562,0.70,2.45亿,0.006,-4200.00万,515980,行业主题,0.862,人工智能ETF,1,False,0.006,83.21亿,-0.27|2025-12-26,T+1,71.25亿|2025-12-26
24,3.1130,0.29,11.78亿,0.000,1800.00万,515880,行业主题,3.113,通信ETF,1,False,0.009,46.82亿,0.19|2025-12-29,T+1,145.49亿|2025-12-26
25,0.9828,-0.40,4.92亿,0.001,-1.70亿,515790,行业主题,0.984,光伏ETF,1,False,-0.004,117.93亿,-0.49|2025-12-29,T+1,116.47亿|2025-12-26
26,1.4641,0.96,5290.24万,0.015,-120.00万,515290,行业主题,1.479,银行ETF天弘,1,False,0.014,37.96亿,-0.35|2025-12-26,T+1,55.57亿|2025-12-26
27,1.0386,0.38,4.24亿,0.004,-7000.00万,515220,行业主题,1.043,煤炭ETF,1,False,0.004,84.78亿,0.33|2025-12-26,T+1,88.05亿|2025-12-26
28,0.5530,-0.72,1.06亿,0.001,-1.88亿,515170,行业主题,0.554,食品饮料ETF,1,False,-0.004,103.82亿,-1.07|2025-12-29,T+1,58.03亿|2025-12-26
29,0.6312,-1.40,2.04亿,0.001,-4600.00万,515120,行业主题,0.632,创新药ETF,1,False,-0.009,112.54亿,-1.48|2025-12-29,T+1,72.10亿|2025-12-26
30,1.9381,0.16,1.75亿,-0.003,-2700.00万,515070,行业主题,1.935,人工智能AIETF,1,False,0.003,46.59亿,0.18|2025-12-29,T+1,90.15亿|2025-12-26
31,2.3096,0.87,3.47亿,0.000,-800.00万,515050,行业主题,2.310,5G通信ETF,1,False,0.020,34.93亿,0.75|2025-12-29,T+1,80.08亿|2025-12-26
32,1.4085,-0.07,385.88万,-0.002,0.00,512960,行业主题,1.407,央企结构调整ETF,1,False,-0.001,40.00亿,-0.03|2025-12-29,T+1,56.36亿|2025-12-26
33,1.4576,-0.07,1011.02万,-0.002,0.00,512950,行业主题,1.456,央企改革ETF,1,False,-0.001,42.61亿,-0.03|2025-12-29,T+1,62.12亿|2025-12-26
34,1.2158,-0.74,6995.25万,-0.009,-250.00万,512900,行业主题,1.207,证券ETF南方,1,False,-0.009,61.98亿,0.67|2025-12-26,T+1,75.36亿|2025-12-26
35,1.2287,-0.57,17.22亿,-0.007,-2.84亿,512880,行业主题,1.222,证券ETF,1,False,-0.007,469.34亿,0.66|2025-12-26,T+1,576.68亿|2025-12-26
36,0.8243,0.98,7.56亿,0.000,-7980.00万,512800,行业主题,0.824,银行ETF,1,False,0.008,158.04亿,1.00|2025-12-29,T+1,128.98亿|2025-12-26
37,1.6201,0.19,2.77亿,0.001,-480.00万,512760,行业主题,1.621,芯片ETF,1,False,0.003,61.22亿,0.20|2025-12-29,T+1,98.98亿|2025-12-26
38,0.7497,2.13,8.83亿,0.016,-6.60亿,512710,行业主题,0.766,军工龙头ETF,1,False,0.016,138.26亿,0.71|2025-12-26,T+1,103.65亿|2025-12-26
39,0.5502,-1.27,8.63亿,-0.007,-2.18亿,512690,行业主题,0.543,酒ETF,1,False,-0.007,348.58亿,-0.72|2025-12-26,T+1,191.79亿|2025-12-26
40,1.3822,1.39,2.53亿,0.001,-1.70亿,512680,行业主题,1.383,军工ETF龙头,1,False,0.019,45.99亿,1.25|2025-12-29,T+1,62.77亿|2025-12-26
41,1.3333,1.35,8.44亿,0.017,-2.68亿,512660,行业主题,1.350,军工ETF,1,False,0.018,86.03亿,1.20|2025-12-26,T+1,114.70亿|2025-12-26
42,1.4640,0.07,16.35亿,0.002,-5400.00万,512480,行业主题,1.466,半导体ETF,1,False,0.001,143.79亿,-0.54|2025-12-26,T+1,210.51亿|2025-12-26
43,1.8768,-2.19,24.30亿,0.001,1050.00万,512400,行业主题,1.878,有色金属ETF,1,False,-0.042,101.37亿,-2.25|2025-12-29,T+1,194.62亿|2025-12-26
44,0.3444,-0.58,5.52亿,0.001,1.22亿,512170,行业主题,0.345,医疗ETF,1,False,-0.002,744.97亿,-0.72|2025-12-29,T+1,258.43亿|2025-12-26
45,0.9431,-0.85,5.31亿,0.001,-1.48亿,512070,行业主题,0.935,证券保险ETF,1,False,-0.008,191.32亿,0.45|2025-12-26,T+1,180.44亿|2025-12-26
46,0.3836,-1.03,3.50亿,-0.001,2100.00万,512010,行业主题,0.383,医药ETF,1,False,-0.004,443.80亿,-0.78|2025-12-29,T+1,171.57亿|2025-12-26
47,0.5834,-0.85,10.57亿,0.000,1.07亿,512000,行业主题,0.583,券商ETF,1,False,-0.005,687.74亿,-0.66|2025-12-29,T+1,403.91亿|2025-12-26
48,0.9337,0.00,2917.59万,0.002,-7020.00万,510810,行业主题,0.936,上海国企ETF,1,False,0.000,72.43亿,0.13|2025-12-29,T+1,67.54亿|2025-12-26
49,1.7331,0.12,9.80亿,0.002,-8540.00万,159995,行业主题,1.735,芯片ETF,0,False,0.002,148.59亿,-0.55|2025-12-26,T+1,257.53亿|2025-12-26
50,0.8416,-1.41,5.06亿,0.000,-900.00万,159992,行业主题,0.842,创新药ETF,0,False,-0.012,150.31亿,-1.45|2025-12-29,T+1,128.36亿|2025-12-26
51,0.6563,-0.90,2238.31万,0.001,-2250.00万,159938,行业主题,0.657,医药卫生ETF,0,False,-0.006,94.25亿,-1.13|2025-12-29,T+1,62.56亿|2025-12-26
52,0.7973,-0.25,5.91亿,0.001,-5000.00万,159928,行业主题,0.798,消费ETF,0,False,-0.002,268.81亿,-0.44|2025-12-29,T+1,215.26亿|2025-12-26
53,0.8190,-1.22,7.50亿,-0.009,-2.63亿,159870,行业主题,0.810,化工ETF,0,False,-0.010,204.71亿,2.09|2025-12-26,T+1,167.66亿|2025-12-26
54,1.4281,-1.18,5.83亿,0.001,5800.00万,159869,行业主题,1.429,游戏ETF,0,False,-0.017,87.08亿,-1.26|2025-12-29,T+1,125.94亿|2025-12-26
55,0.6342,-0.31,4.54亿,-0.001,-1.66亿,159865,行业主题,0.633,养殖ETF,0,False,-0.002,99.96亿,-0.03|2025-12-29,T+1,63.42亿|2025-12-26
56,0.8504,0.59,3.19亿,0.006,700.00万,159852,行业主题,0.856,软件ETF,0,False,0.005,71.23亿,0.40|2025-12-26,T+1,60.57亿|2025-12-26
57,0.8402,1.08,4.89亿,0.001,-1200.00万,159851,行业主题,0.841,金融科技ETF,0,False,0.009,119.67亿,1.01|2025-12-29,T+1,99.54亿|2025-12-26
58,1.1576,-0.69,6.47亿,0.000,1.34亿,159842,行业主题,1.158,券商ETF,0,False,-0.008,82.69亿,-0.65|2025-12-29,T+1,96.35亿|2025-12-26
59,1.1138,-0.63,3.50亿,-0.009,-8160.00万,159841,行业主题,1.105,证券ETF,0,False,-0.007,92.36亿,0.67|2025-12-26,T+1,102.87亿|2025-12-26
60,1.5241,0.13,6.27亿,0.001,-9800.00万,159819,行业主题,1.525,人工智能ETF,0,False,0.002,144.01亿,-0.31|2025-12-26,T+1,219.49亿|2025-12-26
61,1.1103,0.09,2.41亿,0.001,-900.00万,159813,行业主题,1.111,半导体ETF,0,False,0.001,54.95亿,-0.55|2025-12-26,T+1,61.01亿|2025-12-26
62,0.9733,-2.11,5.65亿,0.001,-2900.00万,159796,行业主题,0.974,电池50ETF,0,False,-0.021,93.59亿,2.16|2025-12-26,T+1,93.25亿|2025-12-26
63,1.0182,0.88,5.63亿,0.010,2.37亿,159770,行业主题,1.028,机器人ETF,0,False,0.009,102.30亿,0.11|2025-12-26,T+1,104.16亿|2025-12-26
64,1.0623,-1.94,10.15亿,0.001,-1.60亿,159755,行业主题,1.063,电池ETF,0,False,-0.021,137.39亿,-2.03|2025-12-29,T+1,148.97亿|2025-12-26
65,0.6994,-1.14,1501.27万,-0.007,0.00,159736,行业主题,0.692,食品饮料ETF天弘,0,False,-0.008,78.90亿,-0.58|2025-12-26,T+1,55.19亿|2025-12-26
66,1.5253,1.26,9.94亿,0.001,1.88亿,159530,行业主题,1.526,机器人ETF易方达,0,False,0.019,92.06亿,1.29|2025-12-29,T+1,138.63亿|2025-12-26
67,1.5445,-1.15,6.31亿,0.001,1.33亿,159516,行业主题,1.545,半导体设备ETF,0,False,-0.018,54.62亿,-1.13|2025-12-29,T+1,85.32亿|2025-12-26
68,1.1416,-0.44,1.66亿,0.001,100.00万,159399,行业主题,1.143,现金流ETF,0,False,-0.005,43.62亿,-0.51|2025-12-29,T+1,50.06亿|2025-12-26
69,1.6020,1.26,10.98亿,0.002,2.87亿,159206,行业主题,1.604,卫星ETF,0,False,0.020,34.69亿,1.23|2025-12-29,T+1,54.90亿|2025-12-26
70,1.2058,-0.17,3.60亿,0.001,-3800.00万,159201,行业主题,1.207,自由现金流ETF,0,False,-0.002,68.96亿,-0.36|2025-12-29,T+1,83.45亿|2025-12-26
71,1.3708,0.15,5.06亿,0.003,1.26亿,588220,宽基指数,1.374,科创100ETF基金,1,False,0.002,60.46亿,0.07|2025-12-26,T+1,82.88亿|2025-12-26
72,1.3869,-0.07,1.85亿,0.000,-1800.00万,588090,宽基指数,1.387,科创板ETF,1,False,-0.001,36.24亿,0.04|2025-12-29,T+1,50.24亿|2025-12-26
73,1.3726,-0.07,9.46亿,0.000,4200.00万,588080,宽基指数,1.373,科创板50ETF,1,False,-0.001,515.99亿,0.04|2025-12-29,T+1,707.93亿|2025-12-26
74,0.8574,0.00,1.84亿,0.001,5400.00万,588060,宽基指数,0.858,科创50ETF龙头,1,False,0.000,98.77亿,0.04|2025-12-29,T+1,84.66亿|2025-12-26
75,1.3845,0.07,2.59亿,0.001,-2.10亿,588050,宽基指数,1.385,科创ETF,1,False,0.001,82.17亿,0.03|2025-12-29,T+1,113.73亿|2025-12-26
76,1.3779,0.07,5.28亿,-0.001,1200.00万,588030,宽基指数,1.377,科创100指数ETF,1,False,0.001,44.91亿,0.13|2025-12-29,T+1,61.80亿|2025-12-26
77,1.4171,-0.14,36.75亿,0.000,5.00亿,588000,宽基指数,1.417,科创50ETF,1,False,-0.002,543.49亿,-0.24|2025-12-26,T+1,770.18亿|2025-12-26
78,1.1951,-0.50,20.55亿,-0.006,9900.00万,563800,宽基指数,1.189,A500ETF龙头,1,False,-0.006,174.62亿,0.56|2025-12-26,T+1,208.69亿|2025-12-26
79,1.2601,-0.47,137.98亿,0.001,-1.02亿,563360,宽基指数,1.261,A500ETF华泰柏瑞,1,False,-0.006,383.51亿,-0.47|2025-12-29,T+1,485.56亿|2025-12-26
80,1.2390,-0.48,12.93亿,0.000,-1.62亿,563220,宽基指数,1.239,中证A500ETF富国,1,False,-0.006,118.16亿,-0.48|2025-12-29,T+1,147.11亿|2025-12-26
81,1.1717,-0.34,2.85亿,0.001,-1200.00万,560610,宽基指数,1.173,A500指数ETF,1,False,-0.004,48.71亿,-0.48|2025-12-29,T+1,57.35亿|2025-12-26
82,3.1227,-0.22,2.49亿,-0.004,1.38亿,560010,宽基指数,3.119,中证1000ETF指数,1,False,-0.007,113.80亿,-0.15|2025-12-29,T+1,355.90亿|2025-12-26
83,1.2519,-0.48,2.09亿,-0.001,-7200.00万,515800,宽基指数,1.251,800ETF,1,False,-0.006,43.71亿,-0.39|2025-12-29,T+1,54.94亿|2025-12-26
84,1.3368,-0.30,2604.47万,-0.005,0.00,515330,宽基指数,1.332,沪深300ETF天弘,1,False,-0.004,62.16亿,0.32|2025-12-26,T+1,83.09亿|2025-12-26
85,4.1634,-0.36,1.89亿,-0.017,3120.00万,512500,宽基指数,4.146,中证500ETF华夏,1,False,-0.015,43.85亿,0.65|2025-12-26,T+1,182.56亿|2025-12-26
86,3.0838,-0.16,13.20亿,-0.007,5.48亿,512100,宽基指数,3.077,中证1000ETF,1,False,-0.005,259.07亿,0.35|2025-12-26,T+1,798.93亿|2025-12-26
87,1.1920,-0.59,134.18亿,-0.006,3.90亿,512050,宽基指数,1.186,A500ETF基金,1,False,-0.007,333.77亿,0.55|2025-12-26,T+1,397.85亿|2025-12-26
88,7.5543,-0.42,25.59亿,-0.006,3.11亿,510500,宽基指数,7.548,中证500ETF,1,False,-0.032,191.74亿,-0.39|2025-12-29,T+1,1454.11亿|2025-12-26
89,4.8313,-0.45,3.48亿,-0.003,4590.00万,510330,宽基指数,4.828,沪深300ETF华夏,1,False,-0.022,474.82亿,-0.39|2025-12-29,T+1,2302.90亿|2025-12-26
90,4.5802,-0.48,16.62亿,-0.003,3690.00万,510310,宽基指数,4.560,沪深300ETF易方达,1,False,-0.022,661.53亿,0.32|2025-12-26,T+1,3029.96亿|2025-12-26
91,4.7632,-0.44,40.70亿,0.000,1.61亿,510300,宽基指数,4.763,沪深300ETF,1,False,-0.021,893.13亿,-0.39|2025-12-29,T+1,4270.67亿|2025-12-26
92,0.9920,-0.10,2.31亿,-0.001,-5100.00万,510210,宽基指数,0.991,上证指数ETF,1,False,-0.001,59.78亿,0.00|2025-12-29,T+1,59.30亿|2025-12-26
93,4.0896,-0.32,7373.03万,0.003,250.00万,510180,宽基指数,4.093,上证180ETF,1,False,-0.013,57.09亿,-0.38|2025-12-29,T+1,234.37亿|2025-12-26
94,3.0301,-0.36,5.87亿,0.001,1.39亿,510100,宽基指数,3.031,上证50ETF易方达,1,False,-0.011,17.02亿,-0.36|2025-12-29,T+1,51.74亿|2025-12-26
95,3.1196,-0.35,15.19亿,-0.011,4.32亿,510050,宽基指数,3.109,上证50ETF,1,False,-0.011,576.51亿,0.42|2025-12-26,T+1,1798.48亿|2025-12-26
96,1.6854,-0.59,2.38亿,-0.008,1800.00万,159977,宽基指数,1.677,创业板ETF天弘,0,False,-0.010,50.72亿,0.14|2025-12-26,T+1,85.48亿|2025-12-26
97,1.9528,-0.61,3.07亿,-0.001,-1700.00万,159952,宽基指数,1.952,创业板ETF广发,0,False,-0.012,72.75亿,-0.66|2025-12-29,T+1,143.01亿|2025-12-26
98,1.5324,-0.78,16.79亿,0.000,10.19亿,159949,宽基指数,1.532,创业板50ETF,0,False,-0.012,190.28亿,-0.83|2025-12-29,T+1,294.02亿|2025-12-26
99,2.9923,-0.40,3.22亿,-0.013,1.26亿,159922,宽基指数,2.979,中证500ETF,0,False,-0.012,53.18亿,0.65|2025-12-26,T+1,159.12亿|2025-12-26
100,4.8579,-0.45,10.95亿,-0.020,7650.00万,159919,宽基指数,4.838,沪深300ETF,0,False,-0.022,406.95亿,0.32|2025-12-26,T+1,1976.90亿|2025-12-26
101,3.2071,-0.65,30.56亿,-0.002,-3700.00万,159915,宽基指数,3.205,创业板ETF,0,False,-0.021,317.45亿,-0.65|2025-12-29,T+1,1024.74亿|2025-12-26
102,3.4708,-0.43,2.51亿,-0.001,-770.00万,159901,宽基指数,3.470,深证100ETF,0,False,-0.015,20.59亿,-0.50|2025-12-29,T+1,71.84亿|2025-12-26
103,3.1317,-0.32,13.73亿,-0.005,2.68亿,159845,宽基指数,3.127,中证1000ETF,0,False,-0.010,159.44亿,-0.16|2025-12-29,T+1,500.13亿|2025-12-26
104,0.9319,-0.32,9564.00万,-0.001,-3900.00万,159783,宽基指数,0.931,科创创业50ETF,0,False,-0.003,54.02亿,-0.34|2025-12-29,T+1,50.52亿|2025-12-26
105,0.9265,-0.11,2.22亿,-0.001,-2100.00万,159781,宽基指数,0.926,科创创业ETF,0,False,-0.001,130.16亿,-0.33|2025-12-29,T+1,121.00亿|2025-12-26
106,1.4986,-0.67,2.79亿,-0.011,-6100.00万,159682,宽基指数,1.488,创业50ETF,0,False,-0.010,34.93亿,0.13|2025-12-26,T+1,52.35亿|2025-12-26
107,3.1179,-0.22,9142.10万,-0.002,3000.00万,159629,宽基指数,3.116,1000ETF,0,False,-0.007,42.87亿,-0.15|2025-12-29,T+1,133.88亿|2025-12-26
108,1.3457,-0.81,1.01亿,-0.002,-7050.00万,159593,宽基指数,1.344,中证A50指数ETF,0,False,-0.011,41.78亿,-0.67|2025-12-29,T+1,56.61亿|2025-12-26
109,1.2143,-0.74,71.97亿,0.000,3900.00万,159361,宽基指数,1.214,A500ETF易方达,0,False,-0.009,284.03亿,-0.48|2025-12-29,T+1,346.57亿|2025-12-26
110,1.2110,-0.50,5.29亿,-0.006,-6600.00万,159353,宽基指数,1.205,中证A500ETF景顺,0,False,-0.006,44.45亿,0.54|2025-12-26,T+1,53.83亿|2025-12-26
111,1.2466,-0.48,110.03亿,-0.006,10.32亿,159352,宽基指数,1.241,A500ETF南方,0,False,-0.006,379.62亿,0.55|2025-12-26,T+1,473.24亿|2025-12-26
112,1.2089,-0.50,16.44亿,-0.005,1.38亿,159351,宽基指数,1.204,A500ETF嘉实,0,False,-0.006,87.77亿,0.55|2025-12-26,T+1,106.11亿|2025-12-26
113,1.1940,-0.42,92.50亿,0.001,-2.31亿,159338,宽基指数,1.195,中证A500ETF,0,False,-0.005,319.16亿,-0.48|2025-12-29,T+1,382.93亿|2025-12-26
114,1.0019,-0.80,3.70亿,-0.006,0.00,520990,外盘ETF,0.996,港股央企红利50ETF,1,False,-0.008,56.11亿,-0.05|2025-12-26,T+0,56.22亿|2025-12-26
115,0.8534,-0.12,3.33亿,0.010,0.00,520920,外盘ETF,0.863,恒生科技ETF天弘,1,False,-0.001,120.19亿,-0.05|2025-12-26,T+0,102.57亿|2025-12-26
116,0.7213,-0.69,7.23亿,-0.004,0.00,513980,外盘ETF,0.717,港股科技50ETF,1,False,-0.005,316.42亿,-0.04|2025-12-26,T+0,228.24亿|2025-12-26
117,1.6171,-1.59,2.58亿,-0.009,0.00,513920,外盘ETF,1.608,港股通央企红利ETF,1,False,-0.026,38.59亿,-0.14|2025-12-29,T+0,62.48亿|2025-12-26
118,1.5957,-0.50,4.72亿,-0.003,0.00,513910,外盘ETF,1.593,港股央企红利ETF,1,False,-0.008,31.34亿,-0.46|2025-12-29,T+0,50.25亿|2025-12-26
119,0.5265,-1.14,4.68亿,-0.004,0.00,513770,外盘ETF,0.522,港股互联网ETF,1,False,-0.006,234.53亿,-0.04|2025-12-26,T+0,123.48亿|2025-12-26
120,1.7353,-1.42,18.20亿,0.004,0.00,513750,外盘ETF,1.739,港股通非银ETF,1,False,-0.025,153.12亿,-0.66|2025-12-29,T+0,267.49亿|2025-12-26
121,1.0855,-1.10,2.13亿,-0.011,0.00,513690,外盘ETF,1.075,港股红利ETF博时,1,False,-0.012,52.27亿,-0.60|2025-12-29,T+0,57.09亿|2025-12-26
122,1.6201,-1.04,6.55亿,-0.008,0.00,513630,外盘ETF,1.612,港股红利指数ETF,1,False,-0.017,103.26亿,-0.74|2025-12-29,T+0,168.54亿|2025-12-26
123,0.7238,-0.95,1.19亿,0.004,0.00,513580,外盘ETF,0.728,恒生科技ETF指数,1,False,-0.007,71.18亿,-0.30|2025-12-29,T+0,51.68亿|2025-12-26
124,2.3055,-0.57,2.79亿,0.140,0.00,513500,外盘ETF,2.447,标普500ETF,1,False,-0.014,98.11亿,-0.07|2025-12-26,T+0,226.18亿|2025-12-26
125,0.6616,-0.15,3.83亿,0.003,0.00,513380,外盘ETF,0.665,恒生科技ETF龙头,1,False,-0.001,177.16亿,-0.33|2025-12-29,T+0,117.60亿|2025-12-26
126,0.5176,-0.96,25.61亿,-0.003,0.00,513330,外盘ETF,0.515,恒生互联网ETF,1,False,-0.005,668.33亿,-0.04|2025-12-26,T+0,345.93亿|2025-12-26
127,2.2430,-0.73,2.47亿,0.082,75.00万,513300,外盘ETF,2.325,纳斯达克ETF,1,False,-0.017,51.06亿,-0.02|2025-12-26,T+0,114.53亿|2025-12-26
128,1.3969,-0.71,4.05亿,0.000,0.00,513260,外盘ETF,1.397,恒生科技ETF基金,1,False,-0.010,51.15亿,-0.30|2025-12-29,T+0,71.67亿|2025-12-26
129,0.7318,-0.54,38.61亿,0.002,0.00,513180,外盘ETF,0.734,恒生科技指数ETF,1,False,-0.004,664.96亿,-0.31|2025-12-29,T+0,488.15亿|2025-12-26
130,1.1872,-1.16,4.49亿,0.001,0.00,513160,外盘ETF,1.188,港股科技30ETF,1,False,-0.014,48.78亿,-0.97|2025-12-29,T+0,58.48亿|2025-12-26
131,0.7197,-0.69,42.24亿,-0.001,0.00,513130,外盘ETF,0.719,恒生科技ETF,1,False,-0.005,594.47亿,-0.04|2025-12-26,T+0,427.84亿|2025-12-26
132,1.2469,-1.36,28.96亿,-0.018,0.00,513120,外盘ETF,1.229,港股创新药ETF,1,False,-0.017,193.69亿,-0.05|2025-12-26,T+0,241.51亿|2025-12-26
133,1.8030,-0.67,3.77亿,0.111,0.00,513100,外盘ETF,1.916,纳指ETF,1,False,-0.013,94.66亿,-0.09|2025-12-26,T+0,170.67亿|2025-12-26
134,2.0681,-1.24,84.45亿,0.001,0.00,513090,外盘ETF,2.069,香港证券ETF,1,False,-0.026,150.30亿,-0.92|2025-12-29,T+0,313.72亿|2025-12-26
135,0.6087,-1.32,6.28亿,-0.009,0.00,513060,外盘ETF,0.600,恒生医疗ETF,1,False,-0.008,107.80亿,-0.05|2025-12-26,T+0,65.62亿|2025-12-26
136,1.4888,-1.34,17.96亿,-0.017,0.00,513050,外盘ETF,1.471,中概互联网ETF,1,False,-0.020,270.31亿,0.05|2025-12-26,T+0,402.44亿|2025-12-26
137,1.3883,-1.00,6.01亿,0.000,0.00,513040,外盘ETF,1.388,港股通互联网ETF,1,False,-0.014,56.21亿,-0.89|2025-12-29,T+0,78.73亿|2025-12-26
138,0.7509,-0.66,8.26亿,0.003,0.00,513010,外盘ETF,0.751,恒生科技ETF易方达,1,False,-0.005,351.21亿,-0.05|2025-12-26,T+0,263.73亿|2025-12-26
139,1.1499,-0.87,1.68亿,-0.005,0.00,510900,外盘ETF,1.145,恒生中国企业ETF,1,False,-0.010,68.51亿,-0.05|2025-12-26,T+0,78.78亿|2025-12-26
140,1.3564,-0.56,6.17亿,0.060,130.00万,159941,外盘ETF,1.416,纳指ETF,0,False,-0.008,223.34亿,-0.11|2025-12-25,T+0,302.92亿|2025-12-25
141,1.5713,-1.08,7.21亿,-0.007,0.00,159920,外盘ETF,1.564,恒生ETF,0,False,-0.017,90.24亿,-0.71|2025-12-29,T+0,142.81亿|2025-12-26
142,0.7935,-1.26,5.88亿,-0.011,0.00,159892,外盘ETF,0.782,恒生医药ETF,0,False,-0.010,72.69亿,-0.04|2025-12-26,T+0,57.68亿|2025-12-26
143,0.8508,-1.86,30.73亿,-0.005,0.00,159792,外盘ETF,0.846,港股通互联网ETF,0,False,-0.016,937.22亿,-0.90|2025-12-29,T+0,804.60亿|2025-12-26
144,0.7186,-0.41,19.40亿,0.002,0.00,159740,外盘ETF,0.721,恒生科技ETF,0,False,-0.003,255.48亿,-0.32|2025-12-29,T+0,184.18亿|2025-12-26
145,1.2892,-1.69,2.99亿,-0.007,0.00,159691,外盘ETF,1.282,港股红利ETF,0,False,-0.022,65.59亿,-1.04|2025-12-29,T+0,85.45亿|2025-12-26
146,1.9422,-0.84,4.32亿,0.054,6000.00万,159659,外盘ETF,1.998,纳斯达克100ETF,0,False,-0.017,39.69亿,-0.08|2025-12-26,T+0,77.08亿|2025-12-26
147,0.6580,-0.61,4.01亿,-0.002,0.00,159636,外盘ETF,0.656,港股通科技30ETF,0,False,-0.004,530.87亿,-0.56|2025-12-29,T+0,351.27亿|2025-12-26
