SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,QJFE_DAY{2025-12-18},SECURITY_CODE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
29,3.0138,0.77,2022-07-22,1.29亿,-0.002,2022-07-28,-600.00万,560010,3.012,中证1000ETF指数,1,False,0.023,112.24亿,0.79|2025-12-19,T+1,335.61亿|2025-12-18
30,2.1005,1.56,2020-02-24,104.35亿,-0.015,2020-03-13,-50.00万,513090,2.086,香港证券ETF,1,False,0.032,151.56亿,1.43|2025-12-19,T+0,313.85亿|2025-12-18
31,1.3254,1.36,2015-05-20,8.48亿,0.108,2015-06-10,130.00万,159941,1.414,纳指ETF,0,False,0.019,223.28亿,1.50|2025-12-18,T+0,295.93亿|2025-12-18
32,9.2095,-0.05,2013-06-24,2.46亿,-0.012,2013-07-18,210.00万,518800,9.198,黄金基金ETF,1,False,-0.005,32.10亿,-0.01|2025-12-19,T+0,295.62亿|2025-12-18
33,10.2073,0.06,2014-10-17,3.83亿,-0.013,2014-11-13,0.00,511220,10.194,城投债ETF,1,False,0.006,27.91亿,0.03|2025-12-19,T+0,284.78亿|2025-12-18
34,115.2615,0.00,2023-02-17,55.07亿,-0.278,2023-05-19,-469.00万,511090,114.984,30年国债ETF,1,False,-0.001,2.47亿,0.54|2025-12-19,T+0,283.68亿|2025-12-18
35,106.6448,0.05,2018-12-10,24.88亿,0.034,2018-12-27,97.00万,511030,106.679,公司债ETF,1,False,0.049,2.56亿,0.02|2025-12-19,T+0,273.45亿|2025-12-18
36,1.4850,0.41,2016-06-06,12.57亿,0.000,2016-06-30,3.25亿,159949,1.485,创业板50ETF,0,False,0.006,178.38亿,0.44|2025-12-19,T+1,263.73亿|2025-12-18
37,1.6614,0.12,2019-12-24,4.78亿,0.004,2020-01-20,-560.00万,159995,1.665,芯片ETF,0,False,0.002,157.86亿,-0.14|2025-12-19,T+1,262.63亿|2025-12-18
38,1.7417,1.05,2023-10-30,12.66亿,-0.003,2023-11-10,9850.00万,513750,1.739,港股通非银ETF,1,False,0.018,151.83亿,1.09|2025-12-19,T+0,261.59亿|2025-12-18
39,0.7497,1.90,2021-05-12,8.32亿,0.000,2021-05-18,2000.00万,513010,0.750,恒生科技ETF易方达,1,False,0.014,351.09亿,1.08|2025-12-19,T+0,260.41亿|2025-12-18
40,1.1794,0.00,2018-11-21,7.24亿,0.002,2018-12-19,1.74亿,512890,1.181,红利低波ETF,1,False,0.000,220.09亿,-0.14|2025-12-19,T+1,259.95亿|2025-12-18
41,0.3483,0.87,2019-04-22,5.31亿,0.001,2019-05-20,-2.08亿,512170,0.349,医疗ETF,1,False,0.003,737.10亿,0.87|2025-12-19,T+1,254.52亿|2025-12-18
42,0.9390,0.97,2021-11-11,6.17亿,0.001,2021-12-17,2850.00万,562500,0.940,机器人ETF,1,False,0.009,264.88亿,0.94|2025-12-19,T+1,246.42亿|2025-12-18
43,1.2776,2.17,2022-06-13,50.98亿,-0.005,2022-07-01,0.00,513120,1.273,港股创新药ETF,1,False,0.027,193.80亿,1.80|2025-12-19,T+0,243.22亿|2025-12-18
44,4.0336,0.45,2006-03-09,8070.06万,-0.005,2006-04-13,-1000.00万,510180,4.029,上证180ETF,1,False,0.018,57.17亿,0.44|2025-12-19,T+1,229.58亿|2025-12-18
45,0.7232,1.69,2021-05-31,8.86亿,-0.002,2021-06-21,0.00,513980,0.721,港股科技50ETF,1,False,0.012,317.59亿,1.26|2025-12-19,T+0,226.82亿|2025-12-18
46,2.2616,1.03,2013-11-04,3.71亿,0.207,2013-12-05,0.00,513500,2.451,标普500ETF,1,False,0.025,98.11亿,0.81|2025-12-18,T+0,221.88亿|2025-12-18
47,1.4746,0.48,2020-07-20,4.71亿,0.001,2020-07-27,8400.00万,159819,1.476,人工智能ETF,0,False,0.007,149.49亿,0.48|2025-12-19,T+1,219.39亿|2025-12-18
48,0.8081,1.25,2013-07-15,4.18亿,0.003,2013-08-23,1400.00万,159928,0.811,消费ETF,0,False,0.010,262.47亿,0.81|2025-12-19,T+1,210.39亿|2025-12-18
49,1.3950,-0.21,2019-04-22,9.23亿,0.003,2019-05-08,-10000.00万,512480,1.398,半导体ETF,1,False,-0.003,147.67亿,-0.41|2025-12-19,T+1,206.86亿|2025-12-18
50,0.5512,0.36,2019-03-11,6.28亿,0.003,2019-04-04,-2.03亿,512690,0.554,酒ETF,1,False,0.002,359.11亿,-0.34|2025-12-18,T+1,197.94亿|2025-12-18
51,3.1715,-0.03,2006-10-30,4.05亿,0.003,2006-11-17,-1000.00万,510880,3.174,红利ETF,1,False,-0.001,59.64亿,-0.18|2025-12-19,T+1,189.47亿|2025-12-18
52,0.7197,1.70,2021-05-11,21.46亿,-0.001,2021-05-18,8300.00万,159740,0.719,恒生科技ETF,0,False,0.012,255.56亿,1.04|2025-12-19,T+0,182.04亿|2025-12-18
53,1.8066,1.98,2017-06-01,7.30亿,0.000,2017-08-03,-750.00万,512400,1.807,有色金属ETF,1,False,0.035,98.31亿,2.10|2025-12-19,T+1,173.95亿|2025-12-18
54,0.9240,0.43,2014-06-09,9.99亿,0.000,2014-06-26,5.51亿,512070,0.924,证券保险ETF,1,False,0.004,188.57亿,0.33|2025-12-19,T+1,173.68亿|2025-12-18
55,4.0015,0.81,2015-04-08,1.80亿,0.001,2015-05-05,5440.00万,512500,4.002,中证500ETF华夏,1,False,0.032,43.32亿,0.96|2025-12-19,T+1,171.70亿|2025-12-18
56,0.3870,1.31,2013-08-26,4.06亿,0.001,2013-09-23,-1.54亿,512010,0.388,医药ETF,1,False,0.005,442.16亿,1.12|2025-12-19,T+1,169.21亿|2025-12-18
57,1.6295,1.06,2023-11-06,5.25亿,-0.003,2023-11-23,-1900.00万,513630,1.627,港股红利指数ETF,1,False,0.017,103.33亿,0.47|2025-12-19,T+0,167.59亿|2025-12-18
58,1.7650,2.02,2013-04-15,5.49亿,0.177,2013-04-25,0.00,513100,1.916,纳指ETF,1,False,0.038,94.66亿,1.50|2025-12-18,T+0,167.08亿|2025-12-18
59,135.1020,0.06,2017-07-17,47.30亿,-0.077,2017-08-04,0.00,511260,135.025,十年国债ETF,1,False,0.084,1.19亿,0.07|2025-12-19,T+0,160.39亿|2025-12-18
60,0.7662,1.99,2021-02-18,5.23亿,0.003,2021-02-23,3.53亿,159870,0.769,化工ETF,0,False,0.015,203.00亿,1.56|2025-12-19,T+1,153.14亿|2025-12-18
61,1.4050,0.07,2019-12-23,1.86亿,0.001,2020-01-17,3250.00万,515450,1.406,红利低波50ETF,1,False,0.001,105.06亿,-0.04|2025-12-19,T+1,147.68亿|2025-12-18
62,1.0175,0.99,2021-06-01,5.33亿,0.001,2021-06-15,900.00万,159755,1.018,电池ETF,0,False,0.010,143.51亿,0.98|2025-12-19,T+1,144.60亿|2025-12-18
63,2.8761,0.91,2013-01-07,2.97亿,0.000,2013-02-06,8400.00万,159922,2.876,中证500ETF,0,False,0.026,50.61亿,0.97|2025-12-19,T+1,144.15亿|2025-12-18
64,1.5782,1.09,2012-07-09,4.37亿,-0.008,2012-08-09,-400.00万,159920,1.570,恒生ETF,0,False,0.017,90.42亿,0.70|2025-12-19,T+0,141.71亿|2025-12-18
65,0.8234,-0.36,2017-05-25,9.38亿,0.001,2017-07-18,-9660.00万,512800,0.824,银行ETF,1,False,-0.003,167.55亿,-0.45|2025-12-19,T+1,138.58亿|2025-12-18
66,1.8922,0.48,2017-03-22,3.02亿,0.001,2017-04-25,3910.00万,159952,1.893,创业板ETF广发,0,False,0.009,72.28亿,0.49|2025-12-19,T+1,136.10亿|2025-12-18
67,2.9402,0.65,2019-07-22,11.92亿,0.003,2019-08-16,1.54亿,515880,2.943,通信ETF,1,False,0.019,44.35亿,0.65|2025-12-19,T+1,129.57亿|2025-12-18
68,1.9911,-0.10,2023-10-16,5.04亿,-0.002,2023-10-24,-2900.00万,517520,1.989,黄金股ETF,1,False,-0.002,63.82亿,-0.34|2025-12-19,T+1,127.50亿|2025-12-18
69,0.8561,1.54,2020-03-02,4.60亿,-0.001,2020-03-20,-1560.00万,159992,0.855,创新药ETF,0,False,0.013,150.95亿,1.73|2025-12-19,T+1,127.03亿|2025-12-18
70,3.0091,0.77,2022-07-22,8185.54万,-0.001,2022-07-27,3800.00万,159629,3.008,1000ETF,0,False,0.023,42.13亿,0.79|2025-12-19,T+1,125.79亿|2025-12-18
71,1.2565,1.29,2016-06-20,4.50亿,-0.002,2016-07-26,-2.55亿,512660,1.255,军工ETF,1,False,0.016,100.09亿,1.35|2025-12-19,T+1,124.09亿|2025-12-18
72,0.5296,1.54,2022-01-17,5.11亿,-0.001,2022-02-09,5.11亿,513770,0.529,港股互联网ETF,1,False,0.008,231.81亿,0.80|2025-12-19,T+0,121.79亿|2025-12-18
73,1.8643,-0.04,2023-07-10,8.91亿,0.456,2023-07-19,100.00万,159509,2.287,纳指科技ETF,0,False,-0.001,65.23亿,1.80|2025-12-18,T+0,121.60亿|2025-12-18
74,0.7138,2.15,2019-05-24,8.43亿,-0.001,2019-07-23,-8.75亿,512710,0.713,军工龙头ETF,1,False,0.015,172.87亿,2.02|2025-12-19,T+1,120.95亿|2025-12-18
75,0.8968,0.45,2021-06-21,1.88亿,0.002,2021-06-28,1.23亿,159781,0.899,科创创业ETF,0,False,0.004,130.64亿,0.27|2025-12-19,T+1,116.84亿|2025-12-18
76,1.3637,0.15,2019-10-30,2.25亿,-0.001,2019-11-26,-1400.00万,515180,1.363,红利ETF易方达,1,False,0.002,85.41亿,0.17|2025-12-19,T+1,116.27亿|2025-12-18
77,0.9374,0.97,2020-12-01,3.33亿,0.001,2020-12-07,-3600.00万,515790,0.938,光伏ETF,1,False,0.009,125.07亿,0.88|2025-12-19,T+1,116.22亿|2025-12-18
78,0.6626,2.00,2022-04-18,5.09亿,0.000,2022-04-27,9800.00万,513380,0.663,恒生科技ETF龙头,1,False,0.013,175.59亿,1.07|2025-12-19,T+0,115.12亿|2025-12-18
79,1.3461,0.22,2020-09-22,1.97亿,0.001,2020-09-28,1200.00万,588050,1.347,科创ETF,1,False,0.003,85.03亿,0.20|2025-12-19,T+1,114.23亿|2025-12-18
80,2.1987,1.35,2020-10-14,4.69亿,0.162,2020-10-22,75.00万,513300,2.329,纳斯达克ETF,1,False,0.031,51.02亿,1.45|2025-12-18,T+0,112.18亿|2025-12-18
81,1.4380,1.41,2021-02-19,7.60亿,0.001,2021-02-25,-1.07亿,159869,1.439,游戏ETF,0,False,0.020,78.44亿,1.32|2025-12-19,T+1,111.32亿|2025-12-18
82,107.5544,-0.03,2023-12-04,149.32亿,-0.050,2023-12-13,-10000.00,511100,107.504,基准国债ETF,1,False,-0.033,1.03亿,0.14|2025-12-19,T+0,111.13亿|2025-12-18
83,9.3877,-0.04,2020-03-27,3.61亿,-0.009,2020-04-13,30.00万,518850,9.379,黄金ETF华夏,1,False,-0.004,11.62亿,-0.01|2025-12-19,T+0,109.09亿|2025-12-18
84,1.0973,0.37,2021-01-18,2.36亿,0.000,2021-01-28,3120.00万,159841,1.097,证券ETF,0,False,0.004,94.01亿,0.44|2025-12-19,T+1,102.70亿|2025-12-18
85,-,0.00,2016-08-15,8.74亿,0.001,2016-09-02,-121.63万,511660,100.001,货币ETF建信添益,1,False,0.001,1.03亿,0.00|2025-12-18,T+0,102.64亿|2025-12-18
