CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,PETTMDEDUCTED{2026-02-25},TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,IFSTSTOCK{2026-02-25},TOAL_MARKET_VALUE<140>
1216.31亿,1,-0.55,70.89,48.24|2026-02-25,15.59亿,2229.23万,SH,601689,上交所主板,69.33,0.90,46.39,5.23,69.99,拓普集团,否,1.28,1,False,-0.39,否,1216.31亿
917.08亿,2,4.52,27.57,47.60|2026-02-25,70.59亿,2.61亿,SZ,002202,深交所主板,26.08,1.78,33.42,3.00,27.26,金风科技,否,7.75,0,False,1.18,否,1151.75亿
996.54亿,3,7.29,65.29,47.08|2026-02-25,53.07亿,8406.28万,SH,600549,上交所主板,60.03,1.26,44.06,5.92,64.13,厦门钨业,否,5.41,1,False,4.36,否,1018.12亿
1000.72亿,4,-0.28,166.60,45.15|2026-02-25,3.03亿,182.13万,SH,600436,上交所主板,165.78,0.70,35.25,6.91,165.87,片仔癀,否,0.30,1,False,-0.46,否,1000.72亿
1706.02亿,5,0.34,47.75,44.93|2026-02-25,27.25亿,5772.66万,SH,600547,上交所主板,46.50,1.03,41.25,7.15,47.20,山东黄金,否,1.60,1,False,0.16,否,2175.89亿
917.80亿,6,-1.29,63.26,44.55|2026-02-25,25.65亿,4106.36万,SZ,000977,深交所主板,62.00,0.74,46.50,4.36,62.57,浪潮信息,否,2.80,0,False,-0.82,否,918.83亿
1526.95亿,7,1.14,30.50,40.15|2026-02-25,90.88亿,3.03亿,SH,600089,上交所主板,29.60,1.39,20.88,2.22,30.22,特变电工,否,5.99,1,False,0.34,否,1526.95亿
1492.10亿,8,7.24,77.87,39.71|2026-02-25,92.52亿,1.22亿,SZ,002463,深交所主板,73.00,2.49,39.07,9.88,77.60,沪电股份,否,6.37,0,False,5.24,否,1493.31亿
837.34亿,9,-0.07,26.79,39.18|2026-02-25,17.55亿,6582.05万,SZ,002241,深交所主板,26.50,1.18,27.42,2.60,26.68,歌尔股份,否,2.10,0,False,-0.02,否,945.98亿
1426.13亿,10,0.48,118.26,38.86|2026-02-25,14.13亿,1200.12万,SH,603501,上交所主板,116.90,1.17,34.72,5.41,117.84,豪威集团,否,0.99,1,False,0.56,否,1485.93亿
1331.54亿,11,1.44,85.80,38.52|2026-02-25,13.89亿,1636.04万,SZ,000408,深交所主板,83.12,1.34,36.30,8.81,84.80,藏格矿业,否,1.04,0,False,1.20,否,1331.55亿
1.14万亿,12,3.63,57.58,37.57|2026-02-25,96.47亿,1.70亿,SH,601138,上交所主板,55.70,1.90,38.01,7.35,57.39,工业富联,否,0.86,1,False,2.01,否,1.14万亿
1789.34亿,13,0.12,26.50,37.53|2026-02-25,14.62亿,5662.62万,SH,600346,上交所主板,25.25,1.34,26.72,2.77,25.42,恒力石化,否,0.80,1,False,0.03,否,1789.34亿
915.18亿,14,-0.98,11.24,37.52|2026-02-25,9.64亿,8659.32万,SZ,000625,深交所主板,11.05,2.19,26.94,1.43,11.07,长安汽车,否,1.05,0,False,-0.11,否,1097.36亿
813.46亿,15,0.15,54.45,37.06|2026-02-25,3.71亿,686.29万,SZ,002304,深交所主板,53.91,1.09,15.35,1.68,54.00,洋河股份,否,0.46,0,False,0.08,否,813.48亿
985.41亿,16,-4.57,42.76,36.71|2026-02-25,61.23亿,1.52亿,SH,600487,上交所主板,39.15,1.01,31.38,3.23,40.30,亨通光电,否,6.22,1,False,-1.93,否,994.09亿
1368.08亿,17,1.33,60.46,35.69|2026-02-25,15.62亿,2639.03万,SZ,002938,深交所主板,58.12,1.08,42.78,4.20,59.24,鹏鼎控股,否,1.14,0,False,0.78,否,1373.21亿
1354.58亿,18,-0.16,262.68,35.30|2026-02-25,3.72亿,143.33万,SH,605499,上交所主板,257.96,1.09,29.14,16.61,260.49,东鹏饮料,否,0.28,1,False,-0.41,否,1461.10亿
879.27亿,19,3.06,10.66,34.43|2026-02-25,8.80亿,8373.39万,SZ,001979,深交所主板,10.21,1.72,28.30,0.95,10.45,招商蛇口,否,1.00,0,False,0.31,否,942.18亿
1584.50亿,20,1.87,4.39,34.30|2026-02-25,26.08亿,6.01亿,SZ,000725,深交所主板,4.28,1.24,26.33,1.21,4.36,京东方Ａ,否,1.65,0,False,0.08,否,1615.13亿
1105.67亿,21,-2.40,28.58,34.08|2026-02-25,43.64亿,1.58亿,SH,600176,上交所主板,27.20,1.11,32.29,3.50,27.62,中国巨石,否,3.95,1,False,-0.68,否,1105.67亿
855.97亿,22,-2.15,26.10,33.46|2026-02-25,36.70亿,1.48亿,SH,600522,上交所主板,24.35,0.92,27.45,2.34,25.08,中天科技,否,4.33,1,False,-0.55,否,855.97亿
1275.09亿,23,-0.90,18.97,33.28|2026-02-25,21.09亿,1.12亿,SZ,002602,深交所主板,18.57,1.05,23.80,4.61,18.76,世纪华通,否,1.65,0,False,-0.17,否,1382.74亿
1915.54亿,24,1.51,37.13,32.89|2026-02-25,42.09亿,1.16亿,SZ,000792,深交所主板,35.72,1.76,31.91,4.67,36.20,盐湖股份,否,2.18,0,False,0.54,否,1915.55亿
1995.14亿,25,-0.80,36.28,31.76|2026-02-25,4.88亿,1354.81万,SH,603288,上交所主板,35.85,0.95,29.59,5.55,35.88,海天味业,否,0.24,1,False,-0.29,否,2099.63亿
1459.60亿,26,5.52,78.78,30.83|2026-02-25,52.80亿,6885.81万,SH,603799,上交所主板,73.72,1.61,26.14,3.08,77.47,华友钴业,否,3.65,1,False,4.05,否,1469.39亿
