SERIAL,PER_NAV,CHG,STARTDATE,PREMIUM,TRADING_VOLUMES{2025-10-30},FOUND_DATE,SECURITY_CODE,QJFE_DAY{2025-10-29},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,NEW_SHARE,FUND_CHG_NEW,PCHG{2025-10-30},T0,NEW_SCALE
1,4.8226,-0.80,2012-04-05,0.000,39.55亿,2012-05-04,510300,1.23亿,4.823,沪深300ETF,1,False,895.87亿,-0.80|2025-10-30,-0.039,T+1,4355.20亿|2025-10-29
2,4.6443,-0.83,2013-02-18,0.000,6.71亿,2013-03-06,510310,2700.00万,4.644,沪深300ETF易方达,1,False,668.84亿,-0.80|2025-10-30,-0.039,T+1,3131.25亿|2025-10-29
3,4.8924,-0.73,2012-12-17,0.003,3.38亿,2012-12-25,510330,1440.00万,4.895,沪深300ETF华夏,1,False,474.81亿,-0.79|2025-10-30,-0.036,T+1,2341.56亿|2025-10-29
4,4.9750,-0.80,2012-04-05,-0.002,7.21亿,2012-05-07,159919,630.00万,4.973,沪深300ETF,0,False,406.47亿,-0.79|2025-10-30,-0.040,T+1,2038.32亿|2025-10-29
5,3.1934,-0.53,2004-11-29,0.000,31.63亿,2004-12-30,510050,1890.00万,3.193,上证50ETF,1,False,585.42亿,-0.53|2025-10-30,-0.017,T+1,1879.43亿|2025-10-29
6,7.4934,-1.28,2013-01-10,0.004,18.04亿,2013-02-06,510500,7320.00万,7.497,中证500ETF,1,False,183.32亿,-1.25|2025-10-30,-0.097,T+1,1391.03亿|2025-10-29
7,3.2395,-1.85,2011-08-15,-0.001,46.02亿,2011-09-20,159915,-2.66亿,3.239,创业板ETF,0,False,323.42亿,-1.85|2025-10-30,-0.061,T+1,1067.43亿|2025-10-29
8,0.9753,-2.13,2021-08-23,-0.009,29.85亿,2021-09-15,159792,0.00,0.966,港股通互联网ETF,0,False,917.79亿,-0.47|2025-10-30,-0.021,T+0,899.34亿|2025-10-29
9,8.6750,0.14,2013-06-24,0.029,88.59亿,2013-07-18,518880,-3690.00万,8.704,黄金ETF,1,False,91.07亿,-0.66|2025-10-30,0.012,T+0,795.29亿|2025-10-29
10,1.5344,-1.92,2020-09-22,0.001,52.13亿,2020-09-28,588000,1.94亿,1.535,科创50ETF,1,False,490.98亿,-1.86|2025-10-30,-0.030,T+1,767.64亿|2025-10-29
11,101.0215,0.03,2013-03-18,0.020,221.48亿,2013-04-01,511880,-1514.27万,101.041,银华日利ETF,1,False,7.57亿,0.00|2025-10-30,0.029,T+0,764.97亿|2025-10-29
12,1.4863,-1.78,2020-09-22,0.002,11.46亿,2020-09-28,588080,4500.00万,1.488,科创板50ETF,1,False,502.85亿,-1.87|2025-10-30,-0.027,T+1,761.61亿|2025-10-29
13,3.0293,-1.01,2016-08-24,0.006,13.35亿,2016-09-29,512100,1.56亿,3.035,中证1000ETF,1,False,248.47亿,-1.10|2025-10-30,-0.031,T+1,761.10亿|2025-10-29
14,-,0.02,2012-12-19,0.008,197.73亿,2012-12-27,511990,-1122.18万,100.008,华宝添益ETF,1,False,7.46亿,0.00|2025-10-30,0.015,T+0,746.45亿|2025-10-29
15,112.5507,0.01,2020-04-30,-0.002,372.75亿,2020-08-03,511360,-304.20万,112.549,短融ETF,1,False,5.69亿,0.01|2025-10-30,0.013,T+0,640.85亿|2025-10-29
16,1.2664,-1.93,2016-06-20,0.001,47.17亿,2016-07-26,512880,-8.18亿,1.267,证券ETF,1,False,467.44亿,-2.00|2025-10-30,-0.025,T+1,604.08亿|2025-10-29
17,13.4820,-0.74,2020-02-10,-0.009,122.91亿,2020-03-06,511380,-4910.00万,13.473,可转债ETF,1,False,43.58亿,-0.81|2025-10-30,-0.101,T+0,592.36亿|2025-10-29
18,0.8147,-2.29,2021-05-12,-0.003,80.59亿,2021-05-18,513180,0.00,0.812,恒生科技指数ETF,1,False,563.15亿,-0.68|2025-10-30,-0.019,T+0,461.95亿|2025-10-29
19,3.0834,-1.03,2021-03-04,0.003,3.48亿,2021-03-18,159845,1400.00万,3.086,中证1000ETF,0,False,144.94亿,-1.10|2025-10-30,-0.032,T+1,451.89亿|2025-10-29
20,114.9258,0.06,2022-08-03,-0.007,49.02亿,2022-08-19,511520,17.00万,114.919,政金债券ETF,1,False,3.78亿,0.08|2025-10-30,0.064,T+0,433.90亿|2025-10-29
21,2.4806,-1.98,2022-09-23,0.000,39.24亿,2022-09-30,588200,3.60亿,2.481,科创芯片ETF,1,False,170.08亿,-1.99|2025-10-30,-0.050,T+1,430.45亿|2025-10-29
22,0.8005,-2.45,2021-05-12,-0.004,85.59亿,2021-05-24,513130,0.00,0.797,恒生科技ETF,1,False,514.42亿,-0.42|2025-10-30,-0.020,T+0,413.55亿|2025-10-29
23,1.6665,-1.66,2016-12-12,-0.006,36.70亿,2017-01-04,513050,0.00,1.661,中概互联网ETF,1,False,240.56亿,-0.06|2025-10-29,-0.028,T+0,400.90亿|2025-10-29
24,0.6053,-1.78,2016-08-01,0.001,19.08亿,2016-08-30,512000,-4680.00万,0.606,券商ETF,1,False,644.21亿,-1.99|2025-10-30,-0.011,T+1,397.86亿|2025-10-29
25,1.4789,-2.26,2022-06-17,-0.007,12.39亿,2022-06-30,159636,0.00,1.472,港股通科技30ETF,0,False,263.78亿,-0.40|2025-10-30,-0.034,T+0,391.69亿|2025-10-29
26,8.6584,-0.06,2014-08-04,0.013,20.82亿,2014-08-13,159937,-4410.00万,8.671,黄金ETF基金,0,False,42.85亿,-0.66|2025-10-30,-0.005,T+0,373.46亿|2025-10-29
27,0.5780,-1.88,2021-01-18,-0.003,59.02亿,2021-01-26,513330,0.00,0.575,恒生互联网ETF,1,False,605.25亿,-0.36|2025-10-30,-0.011,T+0,351.11亿|2025-10-29
28,3.0783,-0.87,2022-07-22,0.006,1.16亿,2022-07-28,560010,1200.00万,3.084,中证1000ETF指数,1,False,112.00亿,-1.10|2025-10-30,-0.027,T+1,348.59亿|2025-10-29
29,2.2724,-2.87,2020-02-24,-0.004,175.67亿,2020-03-13,513090,0.00,2.268,香港证券ETF,1,False,146.51亿,-0.79|2025-10-30,-0.067,T+0,335.60亿|2025-10-29
30,9.0614,0.01,2013-10-28,0.017,24.53亿,2013-11-29,159934,-3210.00万,9.078,黄金ETF,0,False,35.28亿,-0.66|2025-10-30,0.001,T+0,321.79亿|2025-10-29
31,119.2816,0.22,2023-02-17,0.159,103.54亿,2023-05-19,511090,350.00万,119.441,30年国债ETF,1,False,2.64亿,0.14|2025-10-30,0.266,T+0,314.34亿|2025-10-29
32,1.3890,-1.28,2015-05-20,0.079,21.96亿,2015-06-10,159941,1300.00万,1.462,纳指ETF,0,False,221.39亿,0.40|2025-10-29,-0.019,T+0,307.52亿|2025-10-29
33,1.8381,-2.23,2019-12-24,0.001,9.50亿,2020-01-20,159995,1540.00万,1.839,芯片ETF,0,False,156.06亿,-2.19|2025-10-30,-0.042,T+1,293.26亿|2025-10-29
34,1.5581,-2.01,2016-06-06,0.000,23.35亿,2016-06-30,159949,2.66亿,1.558,创业板50ETF,0,False,178.88亿,-2.02|2025-10-30,-0.032,T+1,284.47亿|2025-10-29
35,0.3664,-2.13,2019-04-22,0.001,7.77亿,2019-05-20,512170,6400.00万,0.367,医疗ETF,1,False,691.66亿,-2.48|2025-10-30,-0.008,T+1,259.86亿|2025-10-29
36,10.1901,-0.05,2014-10-17,0.005,8.89亿,2014-11-13,511220,3000.00万,10.195,城投债ETF,1,False,25.25亿,0.05|2025-10-30,-0.005,T+0,257.16亿|2025-10-29
37,8.5688,0.19,2013-06-24,0.027,5.65亿,2013-07-18,518800,-1.55亿,8.596,黄金基金ETF,1,False,29.21亿,-0.66|2025-10-30,0.016,T+0,252.00亿|2025-10-29
38,1.5403,-2.34,2020-07-20,0.001,10.65亿,2020-07-27,159819,9400.00万,1.541,人工智能ETF,0,False,155.49亿,-2.33|2025-10-30,-0.037,T+1,245.23亿|2025-10-29
39,1.1884,0.25,2018-11-21,0.002,5.28亿,2018-12-19,512890,1.11亿,1.190,红利低波ETF,1,False,205.16亿,0.12|2025-10-30,0.003,T+1,243.53亿|2025-10-29
40,0.8141,-2.41,2021-05-31,-0.005,14.05亿,2021-06-21,513980,0.00,0.809,港股科技50ETF,1,False,296.88亿,-0.65|2025-10-30,-0.020,T+0,243.27亿|2025-10-29
41,1.5190,-2.25,2019-04-22,0.001,17.33亿,2019-05-08,512480,3.62亿,1.520,半导体ETF,1,False,154.25亿,-2.25|2025-10-30,-0.035,T+1,239.69亿|2025-10-29
42,4.1807,-0.81,2006-03-09,0.000,9032.01万,2006-04-13,510180,300.00万,4.181,上证180ETF,1,False,56.70亿,-0.69|2025-10-30,-0.034,T+1,238.70亿|2025-10-29
43,0.8336,-2.12,2021-05-12,-0.002,17.22亿,2021-05-18,513010,0.00,0.832,恒生科技ETF易方达,1,False,282.68亿,-0.66|2025-10-30,-0.018,T+0,237.20亿|2025-10-29
44,1.0284,-1.53,2021-11-11,0.001,12.21亿,2021-12-17,562500,1.59亿,1.029,机器人ETF,1,False,225.96亿,-1.55|2025-10-30,-0.016,T+1,236.03亿|2025-10-29
45,106.4624,0.01,2018-12-10,0.012,20.88亿,2018-12-27,511030,44.00万,106.474,公司债ETF,1,False,2.20亿,0.03|2025-10-30,0.015,T+0,234.01亿|2025-10-29
46,2.3072,0.20,2013-11-04,0.165,8.68亿,2013-12-05,513500,0.00,2.473,标普500ETF,1,False,98.11亿,-0.02|2025-10-29,0.005,T+0,226.35亿|2025-10-29
47,1.3194,-3.25,2022-06-13,-0.010,58.85亿,2022-07-01,513120,0.00,1.309,港股创新药ETF,1,False,168.55亿,-1.63|2025-10-30,-0.044,T+0,226.07亿|2025-10-29
48,0.8233,-0.24,2013-07-15,0.001,6.47亿,2013-08-23,159928,1.36亿,0.824,消费ETF,0,False,253.73亿,-0.28|2025-10-30,-0.002,T+1,209.48亿|2025-10-29
49,0.5793,0.00,2019-03-11,0.000,14.66亿,2019-04-04,512690,4.75亿,0.579,酒ETF,1,False,349.79亿,0.24|2025-10-30,0.000,T+1,202.14亿|2025-10-29
50,0.8126,-0.12,2017-05-25,-0.001,9.64亿,2017-07-18,512800,-6.99亿,0.812,银行ETF,1,False,232.08亿,0.02|2025-10-30,-0.001,T+1,188.54亿|2025-10-29
51,3.2461,-0.03,2006-10-30,0.002,3.74亿,2006-11-17,510880,-300.00万,3.248,红利ETF,1,False,56.45亿,-0.14|2025-10-30,-0.001,T+1,183.49亿|2025-10-29
52,1.7847,1.13,2017-06-01,-0.001,13.59亿,2017-08-03,512400,-1.64亿,1.784,有色金属ETF,1,False,102.57亿,1.21|2025-10-30,0.020,T+1,180.87亿|2025-10-29
53,1.8500,-0.75,2013-04-15,0.143,11.65亿,2013-04-25,513100,0.00,1.985,纳指ETF,1,False,94.66亿,0.43|2025-10-29,-0.015,T+0,175.12亿|2025-10-29
54,0.8000,-2.21,2021-05-11,-0.004,37.97亿,2021-05-18,159740,0.00,0.796,恒生科技ETF,0,False,216.84亿,-0.67|2025-10-30,-0.018,T+0,174.64亿|2025-10-29
55,0.7267,-0.55,2021-02-18,-0.002,7.99亿,2021-02-23,159870,-2.58亿,0.725,化工ETF,0,False,238.65亿,-0.25|2025-10-30,-0.004,T+1,173.85亿|2025-10-29
56,4.1099,-1.18,2015-04-08,0.003,1.48亿,2015-05-05,512500,400.00万,4.113,中证500ETF华夏,1,False,41.67亿,-1.25|2025-10-30,-0.049,T+1,173.44亿|2025-10-29
57,0.4079,-2.62,2013-08-26,0.001,10.30亿,2013-09-23,512010,8200.00万,0.409,医药ETF,1,False,404.87亿,-2.74|2025-10-30,-0.011,T+1,169.80亿|2025-10-29
58,1.1155,0.63,2021-06-01,-0.001,20.53亿,2021-06-15,159755,-2.57亿,1.115,电池ETF,0,False,152.68亿,0.75|2025-10-30,0.007,T+1,169.04亿|2025-10-29
59,1.6201,-1.53,2012-07-09,-0.006,8.64亿,2012-08-09,159920,0.00,1.614,恒生ETF,0,False,93.96亿,-0.23|2025-10-30,-0.025,T+0,152.57亿|2025-10-29
60,1.2199,-1.93,2016-06-20,-0.001,6.99亿,2016-07-26,512660,-2.23亿,1.219,军工ETF,1,False,122.09亿,-1.89|2025-10-30,-0.024,T+1,151.81亿|2025-10-29
61,1.9748,-1.59,2017-03-22,0.004,3.95亿,2017-04-25,159952,-850.00万,1.979,创业板ETF广发,0,False,73.55亿,-1.84|2025-10-30,-0.032,T+1,147.98亿|2025-10-29
62,135.1880,0.11,2017-07-17,0.017,68.11亿,2017-08-04,511260,0.00,135.205,十年国债ETF,1,False,1.09亿,0.10|2025-10-30,0.146,T+0,147.76亿|2025-10-29
63,0.9002,-1.32,2014-06-09,0.000,8.29亿,2014-06-26,512070,7.60亿,0.900,证券保险ETF,1,False,161.25亿,-1.40|2025-10-30,-0.012,T+1,147.23亿|2025-10-29
64,1.0066,-0.30,2020-12-01,0.000,12.63亿,2020-12-07,515790,-2.12亿,1.007,光伏ETF,1,False,140.93亿,-0.16|2025-10-30,-0.003,T+1,142.09亿|2025-10-29
65,0.6982,-1.96,2019-05-24,0.001,6.50亿,2019-07-23,512710,-2.21亿,0.699,军工龙头ETF,1,False,198.04亿,-1.98|2025-10-30,-0.014,T+1,141.06亿|2025-10-29
66,2.9920,-1.29,2013-01-07,0.000,2.80亿,2013-02-06,159922,700.00万,2.992,中证500ETF,0,False,45.39亿,-1.25|2025-10-30,-0.039,T+1,137.52亿|2025-10-29
67,1.1920,-0.50,2020-01-02,0.002,11.49亿,2020-01-20,515220,-1.53亿,1.194,煤炭ETF,1,False,111.85亿,-0.68|2025-10-30,-0.006,T+1,134.24亿|2025-10-29
68,1.4514,0.69,2019-12-23,0.000,1.92亿,2020-01-17,515450,-7100.00万,1.451,红利低波50ETF,1,False,90.75亿,0.64|2025-10-30,0.010,T+1,130.87亿|2025-10-29
69,1.9592,-0.36,2023-10-16,0.004,6.14亿,2023-10-24,517520,0.00,1.963,黄金股ETF,1,False,66.10亿,0.17|2025-10-30,-0.007,T+1,129.29亿|2025-10-29
70,1.9793,0.04,2023-07-10,0.316,18.50亿,2023-07-19,159509,100.00万,2.274,纳指科技ETF,0,False,64.88亿,1.09|2025-10-29,0.001,T+0,128.41亿|2025-10-29
71,3.0711,-1.03,2022-07-22,0.001,1.37亿,2022-07-27,159629,600.00万,3.072,1000ETF,0,False,40.43亿,-1.10|2025-10-30,-0.032,T+1,125.56亿|2025-10-29
72,0.9488,-2.06,2021-06-21,0.001,4.50亿,2021-06-28,159781,-4200.00万,0.950,科创创业ETF,0,False,127.31亿,-2.15|2025-10-30,-0.020,T+1,123.44亿|2025-10-29
73,1.4994,-1.83,2020-09-22,0.002,3.78亿,2020-09-28,588050,1800.00万,1.501,科创ETF,1,False,79.89亿,-1.86|2025-10-30,-0.028,T+1,122.06亿|2025-10-29
74,0.8927,-2.61,2020-03-02,0.001,9.16亿,2020-03-20,159992,1.70亿,0.894,创新药ETF,0,False,131.35亿,-2.62|2025-10-30,-0.024,T+1,120.40亿|2025-10-29
75,2.3143,-0.98,2020-10-14,0.126,10.32亿,2020-10-22,513300,75.00万,2.431,纳斯达克ETF,1,False,50.76亿,0.39|2025-10-29,-0.024,T+0,117.47亿|2025-10-29
76,2.8633,-3.43,2019-07-22,0.006,20.96亿,2019-08-16,515880,2.14亿,2.869,通信ETF,1,False,39.03亿,-3.37|2025-10-30,-0.102,T+1,115.66亿|2025-10-29
77,0.5972,-2.14,2022-01-17,-0.003,7.51亿,2022-02-09,513770,0.00,0.594,港股互联网ETF,1,False,191.16亿,-0.47|2025-10-30,-0.013,T+0,114.70亿|2025-10-29
78,0.8861,-2.85,2021-02-22,0.000,5.89亿,2021-03-04,159851,-5800.00万,0.886,金融科技ETF,0,False,125.76亿,-2.83|2025-10-30,-0.026,T+1,114.68亿|2025-10-29
79,1.4157,-3.61,2021-02-19,0.000,11.48亿,2021-02-25,159869,-700.00万,1.416,游戏ETF,0,False,76.75亿,-3.49|2025-10-30,-0.053,T+1,112.59亿|2025-10-29
80,1.6959,-2.25,2019-04-22,0.002,4.61亿,2019-05-16,512760,3120.00万,1.698,芯片ETF,1,False,64.49亿,-2.24|2025-10-30,-0.039,T+1,111.88亿|2025-10-29
81,0.7375,-2.39,2022-04-18,-0.004,7.60亿,2022-04-27,513380,0.00,0.734,恒生科技ETF龙头,1,False,146.93亿,-0.69|2025-10-30,-0.018,T+0,109.11亿|2025-10-29
82,1.3964,-0.36,2019-10-30,0.001,7723.72万,2019-11-26,515180,1.03亿,1.397,红利ETF易方达,1,False,75.47亿,-0.41|2025-10-30,-0.005,T+1,105.81亿|2025-10-29
83,1.9011,0.90,2021-03-03,0.001,5.96亿,2021-03-09,516150,-8300.00万,1.902,稀土ETF嘉实,1,False,55.45亿,0.85|2025-10-30,0.017,T+1,104.52亿|2025-10-29
84,1.1480,-1.88,2021-01-18,0.000,5.56亿,2021-01-28,159841,-2.45亿,1.148,证券ETF,0,False,88.94亿,-2.01|2025-10-30,-0.022,T+1,104.19亿|2025-10-29
85,2.0998,-1.21,2022-06-13,0.105,4.02亿,2022-07-21,159632,100.00万,2.197,纳斯达克ETF,0,False,48.16亿,0.39|2025-10-29,-0.027,T+0,101.12亿|2025-10-29
86,1.7342,-0.71,2023-05-22,0.099,6.38亿,2023-05-31,159501,5000.00万,1.826,纳指ETF嘉实,0,False,58.24亿,0.39|2025-10-29,-0.013,T+0,101.00亿|2025-10-29
