SERIAL,PER_NAV,CHG,TRADING_VOLUMES,PREMIUM,SECURITY_CODE,QJFE_DAY{2025-12-24},ETF_TYPE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
1,9.5845,-0.79,41.23亿,-0.019,518880,2550.00万,黄金ETF,9.566,黄金ETF,1,False,-0.076,101.55亿,-0.47|2025-12-25,T+0,977.94亿|2025-12-24
2,9.6512,-0.71,4.08亿,-0.009,518850,930.00万,黄金ETF,9.642,黄金ETF华夏,1,False,-0.069,11.89亿,-0.47|2025-12-25,T+0,115.32亿|2025-12-24
3,9.5126,-0.76,4.61亿,-0.016,518800,-2050.00万,黄金ETF,9.452,黄金基金ETF,1,False,-0.072,31.93亿,-0.47|2025-12-25,T+0,303.70亿|2025-12-24
4,10.0115,-0.76,1.52亿,-0.015,518680,-270.00万,黄金ETF,9.997,金ETF,1,False,-0.077,5.88亿,-0.61|2025-12-25,T+0,59.24亿|2025-12-24
5,9.5898,-0.75,2.66亿,-0.016,518660,-270.00万,黄金ETF,9.574,黄金ETF基金,1,False,-0.072,7.03亿,-0.47|2025-12-25,T+0,67.77亿|2025-12-24
6,9.5640,-0.74,11.37亿,-0.013,159937,-60.00万,黄金ETF,9.551,黄金ETF基金,0,False,-0.071,44.01亿,-0.47|2025-12-25,T+0,422.89亿|2025-12-24
7,10.0122,-0.76,17.82亿,-0.016,159934,30.00万,黄金ETF,9.996,黄金ETF,0,False,-0.077,36.59亿,-0.47|2025-12-25,T+0,368.08亿|2025-12-24
8,1.4034,0.07,1.35亿,0.000,515450,4200.00万,风格策略,1.403,红利低波50ETF,1,False,0.001,106.99亿,0.16|2025-12-25,T+1,149.91亿|2025-12-24
9,1.3647,0.29,1.58亿,0.001,515180,900.00万,风格策略,1.366,红利ETF易方达,1,False,0.004,83.87亿,0.28|2025-12-25,T+1,114.13亿|2025-12-24
10,1.4442,0.35,1.41亿,0.001,515100,-600.00万,风格策略,1.445,红利低波100ETF,1,False,0.005,39.40亿,0.38|2025-12-25,T+1,56.69亿|2025-12-24
11,1.5382,0.32,1.21亿,0.006,515080,-1000.00万,风格策略,1.544,中证红利ETF,1,False,0.005,55.56亿,0.24|2025-12-24,T+1,85.46亿|2025-12-24
12,1.1771,0.08,5.22亿,0.001,512890,600.00万,风格策略,1.178,红利低波ETF,1,False,0.001,226.24亿,0.15|2025-12-25,T+1,265.90亿|2025-12-24
13,3.1729,0.28,3.57亿,0.001,510880,4000.00万,风格策略,3.174,红利ETF,1,False,0.009,61.26亿,0.28|2025-12-25,T+1,193.83亿|2025-12-24
14,0.7678,0.92,2.38亿,0.000,588790,-6900.00万,行业主题,0.768,科创AIETF,1,False,0.007,74.95亿,0.77|2025-12-25,T+1,57.11亿|2025-12-24
15,1.5652,0.26,1.51亿,0.000,588750,-8700.00万,行业主题,1.565,科创芯片50ETF,1,False,0.004,35.05亿,0.19|2025-12-25,T+1,54.76亿|2025-12-24
16,2.3423,0.17,17.46亿,0.005,588200,-1.11亿,行业主题,2.347,科创芯片ETF,1,False,0.004,168.94亿,1.28|2025-12-24,T+1,395.71亿|2025-12-24
17,0.9824,2.93,19.34亿,0.001,562500,-1.14亿,行业主题,0.983,机器人ETF,1,False,0.028,266.65亿,2.84|2025-12-25,T+1,254.73亿|2025-12-24
18,0.8256,0.73,1.72亿,0.006,561910,-4400.00万,行业主题,0.832,电池ETF,1,False,0.006,68.66亿,0.78|2025-12-24,T+1,56.69亿|2025-12-24
19,1.5174,-0.46,2.32亿,-0.006,560860,2.22亿,行业主题,1.511,工业有色ETF,1,False,-0.007,52.49亿,0.50|2025-12-24,T+1,79.65亿|2025-12-24
20,2.0528,-1.35,3.13亿,-0.002,517520,0.00,行业主题,2.051,黄金股ETF,1,False,-0.028,61.46亿,-1.35|2025-12-25,T+1,127.90亿|2025-12-24
21,2.8606,0.21,1.54亿,0.000,516160,2.71亿,行业主题,2.861,新能源ETF,1,False,0.006,22.24亿,0.21|2025-12-25,T+1,63.49亿|2025-12-24
22,1.7734,1.13,2.54亿,0.020,516150,-6000.00万,行业主题,1.793,稀土ETF嘉实,1,False,0.020,44.61亿,0.54|2025-12-24,T+1,79.10亿|2025-12-24
23,0.8570,0.12,1.80亿,0.001,515980,-5700.00万,行业主题,0.858,人工智能ETF,1,False,0.001,83.87亿,0.60|2025-12-24,T+1,71.88亿|2025-12-24
24,3.1322,0.16,14.38亿,0.008,515880,1700.00万,行业主题,3.140,通信ETF,1,False,0.005,45.69亿,1.88|2025-12-24,T+1,143.12亿|2025-12-24
25,0.9700,0.62,4.62亿,0.000,515790,-2.96亿,行业主题,0.970,光伏ETF,1,False,0.006,120.97亿,0.67|2025-12-25,T+1,116.56亿|2025-12-24
26,1.4701,-0.14,3601.76万,-0.001,515290,-1620.00万,行业主题,1.469,银行ETF天弘,1,False,-0.002,38.04亿,-0.31|2025-12-24,T+1,55.93亿|2025-12-24
27,1.0352,-0.19,4.02亿,0.001,515220,2350.00万,行业主题,1.036,煤炭ETF,1,False,-0.002,85.63亿,-0.25|2025-12-25,T+1,88.86亿|2025-12-24
28,0.5625,1.08,1.37亿,0.001,515170,-4950.00万,行业主题,0.563,食品饮料ETF,1,False,0.006,107.06亿,0.91|2025-12-25,T+1,59.67亿|2025-12-24
29,0.6410,0.16,1.36亿,0.000,515120,-1.79亿,行业主题,0.641,创新药ETF,1,False,0.001,112.96亿,0.27|2025-12-25,T+1,72.22亿|2025-12-24
30,1.9409,0.26,2.11亿,-0.003,515070,-4350.00万,行业主题,1.938,人工智能AIETF,1,False,0.005,47.24亿,0.28|2025-12-25,T+1,91.43亿|2025-12-24
31,2.3118,0.04,3.48亿,-0.003,515050,-3800.00万,行业主题,2.309,5G通信ETF,1,False,0.001,35.15亿,0.12|2025-12-25,T+1,81.17亿|2025-12-24
