SERIAL,CIRCULATION_MARKET_VALUE<140>,CHG,PEAK_PRICE<140>,IFSTSTOCK{2025-11-13},TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,PETTM{2025-11-13},BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,TOAL_MARKET_VALUE<140>
46,698.40亿,0.50,34.34,否,4.28亿,1256.31万,SH,600009,上交所主板,35.89,33.78,1.11,38.98,2.02,34.13,上海机场,否,0.61,1,False,0.17,849.26亿
47,1321.44亿,2.81,36.67,否,10.59亿,2916.11万,SH,600547,上交所主板,34.81,35.90,1.66,31.95,5.54,36.56,山东黄金,否,0.81,1,False,1.00,1685.39亿
48,273.28亿,0.19,10.55,否,1.48亿,1408.24万,SH,601456,上交所主板,33.87,10.49,0.92,25.43,1.15,10.52,国联民生,否,0.54,1,False,0.02,597.60亿
49,592.55亿,10.00,35.31,否,14.96亿,4301.99万,SZ,002080,深交所主板,33.60,32.23,2.28,30.03,3.02,35.31,中材科技,否,2.56,0,False,3.21,592.55亿
50,1633.90亿,2.11,40.60,否,21.03亿,5252.68万,SZ,000063,深交所主板,33.23,39.45,0.86,27.35,2.59,40.57,中兴通讯,否,1.30,0,False,0.84,1940.68亿
51,451.58亿,4.38,34.60,否,4.25亿,1246.99万,SZ,002422,深交所主板,33.18,33.14,2.05,34.52,2.33,34.58,科伦药业,否,0.95,0,False,1.45,552.61亿
52,2055.87亿,0.35,136.23,否,17.13亿,1272.86万,SH,601127,上交所主板,32.85,133.05,0.78,33.49,8.69,136.17,赛力斯,否,0.84,1,False,0.48,2372.06亿
53,2130.27亿,-0.39,38.52,否,3.19亿,833.33万,SH,603288,上交所主板,32.72,38.15,1.09,31.59,5.67,38.31,海天味业,否,0.15,1,False,-0.15,2241.83亿
54,1430.04亿,-1.50,278.67,否,2.86亿,103.80万,SH,605499,上交所主板,32.65,272.88,1.07,28.52,16.25,275.00,东鹏饮料,否,0.20,1,False,-4.20,1430.04亿
55,124.83亿,0.84,18.07,否,1.21亿,675.07万,SH,601059,上交所主板,31.93,17.80,0.64,32.43,2.87,18.05,信达证券,否,0.98,1,False,0.15,585.36亿
56,817.58亿,-2.36,29.60,否,16.32亿,5622.34万,SH,600021,上交所主板,31.00,28.75,0.85,20.11,3.86,28.98,上海电力,否,1.99,1,False,-0.70,817.58亿
57,162.08亿,-0.31,6.50,否,2.18亿,3367.51万,SH,600930,上交所主板,30.52,6.45,0.69,26.27,2.45,6.47,华电新能,否,1.34,1,False,-0.02,2698.91亿
58,803.50亿,1.14,4.46,否,9.23亿,2.08亿,SZ,000100,深交所主板,29.93,4.38,0.99,22.73,1.52,4.44,TCL科技,否,1.15,0,False,0.05,923.56亿
59,56.34亿,0.00,6.57,否,5121.00万,782.11万,SZ,001391,深交所主板,29.83,6.53,1.00,32.72,3.07,6.56,国货航,否,0.91,0,False,0.00,800.90亿
60,744.89亿,-0.94,36.10,否,4.21亿,1177.38万,SZ,002179,深交所主板,29.42,35.61,1.18,32.75,3.19,35.80,中航光电,否,0.57,0,False,-0.34,758.34亿
61,84.75亿,-1.40,17.00,否,8.02亿,4796.95万,SH,601061,上交所主板,29.10,16.43,1.05,26.72,3.50,16.91,中信金属,否,9.57,1,False,-0.24,828.59亿
62,643.19亿,0.06,116.30,否,3.24亿,280.52万,SZ,002920,深交所主板,29.09,114.61,0.89,29.12,4.74,116.28,德赛西威,否,0.51,0,False,0.07,694.01亿
63,577.02亿,0.12,60.28,否,1.51亿,254.61万,SH,601021,上交所主板,28.79,58.75,0.64,18.53,3.17,58.98,春秋航空,否,0.26,1,False,0.07,577.02亿
64,1209.85亿,0.42,9.57,否,3.70亿,3892.49万,SZ,000617,深交所主板,28.09,9.45,0.91,22.70,1.15,9.57,中油资本,否,0.31,0,False,0.04,1209.85亿
65,871.25亿,-1.37,17.59,否,5214.13万,300.55万,SZ,001289,深交所主板,27.91,17.20,1.15,24.66,1.90,17.28,龙源电力,否,0.06,0,False,-0.24,1444.58亿
66,948.56亿,6.84,60.69,否,9.31亿,1567.84万,SZ,000408,深交所主板,27.39,57.03,2.93,25.86,6.28,60.41,藏格矿业,否,1.00,0,False,3.87,948.57亿
67,1081.25亿,0.04,46.95,否,5.55亿,1197.61万,SZ,002938,深交所主板,26.77,46.02,0.89,33.81,3.32,46.82,鹏鼎控股,否,0.52,0,False,0.02,1085.31亿
68,4204.62亿,0.17,58.35,否,29.32亿,5102.24万,SZ,002475,深交所主板,26.66,57.01,0.80,27.44,5.28,57.87,立讯精密,否,0.70,0,False,0.10,4214.15亿
69,547.76亿,4.07,35.31,否,12.08亿,3477.17万,SH,600549,上交所主板,26.56,34.00,1.75,23.56,3.33,35.25,厦门钨业,否,2.24,1,False,1.38,559.62亿
70,550.68亿,7.51,24.50,否,21.58亿,9053.40万,SH,600875,上交所主板,25.78,22.88,1.47,21.27,1.89,24.33,东方电气,否,4.00,1,False,1.70,841.42亿
71,768.52亿,4.58,84.77,否,9.54亿,1153.07万,SH,605117,上交所主板,25.05,80.91,0.97,24.56,8.07,84.66,德业股份,否,1.27,1,False,3.71,768.52亿
72,980.01亿,3.48,36.30,否,6.81亿,1908.68万,SH,600160,上交所主板,24.75,35.04,1.33,22.63,4.80,36.30,巨化股份,否,0.71,1,False,1.22,980.01亿
73,518.96亿,3.34,15.54,否,8.33亿,5454.89万,SZ,002202,深交所主板,24.66,15.05,0.75,18.98,1.70,15.48,金风科技,否,1.63,0,False,0.50,654.04亿
74,1941.51亿,0.75,24.34,否,6.65亿,2753.24万,SH,600406,上交所主板,24.42,23.88,0.65,30.12,3.96,24.28,国电南瑞,否,0.34,1,False,0.18,1950.19亿
75,1075.62亿,4.33,22.23,否,15.56亿,7095.80万,SH,600489,上交所主板,24.33,21.57,2.46,21.93,3.68,22.19,中金黄金,否,1.46,1,False,0.92,1075.62亿
76,1271.79亿,3.11,25.48,否,65.05亿,2.61亿,SH,600089,上交所主板,23.91,24.13,0.85,17.39,1.85,25.17,特变电工,否,5.17,1,False,0.76,1271.79亿
77,1440.36亿,9.27,27.22,否,33.31亿,1.26亿,SZ,000792,深交所主板,23.91,24.89,2.68,23.99,3.51,27.22,盐湖股份,否,2.39,0,False,2.31,1440.37亿
78,761.33亿,5.92,44.10,否,26.09亿,6069.30万,SZ,002074,深交所主板,23.91,41.30,2.01,23.55,2.80,43.86,国轩高科,否,3.50,0,False,2.45,795.50亿
79,3460.04亿,1.48,100.00,否,29.11亿,2949.97万,SZ,002594,深交所主板,23.59,97.01,1.59,29.08,4.11,99.22,比亚迪,否,0.85,0,False,1.45,9046.08亿
80,1248.77亿,9.46,66.50,否,61.24亿,9554.97万,SH,603799,上交所主板,23.49,60.30,2.52,22.36,2.63,66.28,华友钴业,否,5.07,1,False,5.73,1256.73亿
81,611.40亿,1.41,28.93,否,3.08亿,1076.12万,SH,600196,上交所主板,23.48,28.35,1.39,22.91,1.60,28.86,复星医药,否,0.51,1,False,0.40,770.69亿
82,1690.05亿,-0.33,9.00,否,5.11亿,5706.66万,SH,601985,上交所主板,23.46,8.93,1.04,17.25,1.59,8.95,中国核电,否,0.30,1,False,-0.03,1840.84亿
83,521.83亿,1.57,91.39,否,4.35亿,479.73万,SH,603296,上交所主板,23.35,89.53,0.88,22.46,3.73,91.36,华勤技术,否,0.84,1,False,1.41,927.97亿
84,548.49亿,0.94,69.14,否,6857.80万,99.87万,SZ,002595,深交所主板,23.18,68.00,0.42,23.16,4.85,69.03,豪迈科技,否,0.13,0,False,0.64,552.24亿
85,1766.91亿,0.97,20.86,否,5.34亿,2576.63万,SH,600031,上交所主板,23.03,20.53,0.77,19.96,2.59,20.85,三一重工,否,0.30,1,False,0.20,1898.60亿
86,1226.41亿,0.00,4.30,否,3.71亿,8660.72万,SH,600905,上交所主板,23.00,4.27,1.29,21.33,1.37,4.29,三峡能源,否,0.30,1,False,0.00,1226.41亿
87,1482.92亿,0.00,4.05,否,7.82亿,1.94亿,SZ,000725,深交所主板,22.85,4.02,0.95,24.64,1.13,4.04,京东方Ａ,否,0.53,0,False,0.00,1511.52亿
88,715.71亿,0.38,18.34,否,1.70亿,927.87万,SH,601788,上交所主板,22.55,18.26,0.80,23.66,1.41,18.32,光大证券,否,0.24,1,False,0.07,844.70亿
89,569.11亿,-1.50,7.35,否,4738.56万,654.26万,SH,600236,上交所主板,22.42,7.19,1.37,17.64,3.19,7.22,桂冠电力,否,0.08,1,False,-0.11,569.11亿
90,1776.78亿,-0.88,28.57,否,7.53亿,2658.65万,SH,600887,上交所主板,22.29,28.21,0.84,12.85,3.17,28.23,伊利股份,否,0.42,1,False,-0.25,1785.65亿
91,815.32亿,-0.51,9.75,否,1.94亿,2006.89万,SZ,001979,深交所主板,22.20,9.63,0.86,26.24,0.88,9.69,招商蛇口,否,0.24,0,False,-0.05,873.65亿
92,2889.43亿,1.62,31.95,否,6.83亿,2150.36万,SZ,002415,深交所主板,22.20,31.36,1.08,23.56,3.73,31.94,海康威视,否,0.24,0,False,0.51,2927.26亿
93,526.63亿,3.80,31.80,否,10.69亿,3410.12万,SH,600988,上交所主板,22.14,30.75,1.81,21.92,4.80,31.65,赤峰黄金,否,2.05,1,False,1.16,601.48亿
94,455.20亿,5.82,13.40,否,9.60亿,7292.70万,SH,600026,上交所主板,21.68,12.80,3.75,19.72,1.58,13.10,中远海能,否,2.10,1,False,0.72,715.94亿
95,910.27亿,1.65,16.60,否,4.15亿,2526.86万,SH,600415,上交所主板,21.66,16.18,0.89,19.75,4.10,16.60,小商品城,否,0.46,1,False,0.27,910.27亿
96,1585.20亿,-2.42,4.13,否,3.76亿,9282.53万,SZ,003816,深交所主板,21.65,4.02,1.47,17.80,1.65,4.03,中国广核,否,0.24,0,False,-0.10,2035.09亿
97,6786.85亿,-1.19,28.73,否,19.87亿,6999.25万,SH,600900,上交所主板,21.18,28.26,2.35,18.40,3.13,28.27,长江电力,否,0.29,1,False,-0.34,6917.17亿
98,1729.80亿,-1.94,9.81,否,2.90亿,2995.86万,SH,600025,上交所主板,20.79,9.58,2.80,17.81,2.61,9.61,华能水电,否,0.17,1,False,-0.19,1790.45亿
99,547.95亿,3.78,21.79,否,5.54亿,2576.54万,SZ,000975,深交所主板,20.72,21.21,2.29,18.36,4.17,21.68,山金国际,否,1.02,0,False,0.79,601.99亿
100,1120.71亿,-0.26,7.84,否,2.92亿,3753.61万,SZ,002027,深交所主板,20.65,7.72,0.69,19.82,6.81,7.76,分众传媒,否,0.26,0,False,-0.02,1120.71亿
101,759.72亿,1.31,43.50,否,2.63亿,612.42万,SZ,000963,深交所主板,20.57,42.46,1.16,20.76,3.15,43.36,华东医药,否,0.35,0,False,0.56,760.54亿
102,524.16亿,0.17,11.47,否,1.57亿,1369.51万,SH,601878,上交所主板,20.48,11.41,0.90,20.78,1.43,11.46,浙商证券,否,0.30,1,False,0.02,524.16亿
103,1.83万亿,-0.32,1469.00,否,20.99亿,143.46万,SH,600519,上交所主板,20.32,1460.00,0.86,21.23,7.11,1460.50,贵州茅台,否,0.11,1,False,-4.65,1.83万亿
104,1406.41亿,0.30,20.14,否,2.82亿,1418.29万,SH,600346,上交所主板,20.20,19.65,0.70,21.00,2.18,19.98,恒力石化,否,0.20,1,False,0.06,1406.41亿
105,578.84亿,1.92,16.97,否,5.42亿,3232.82万,SH,600522,上交所主板,20.20,16.60,0.54,18.56,1.58,16.96,中天科技,否,0.95,1,False,0.32,578.84亿
106,793.40亿,0.59,44.13,否,5820.53万,132.31万,SH,603195,上交所主板,19.98,43.80,0.67,20.06,5.09,44.06,公牛集团,否,0.07,1,False,0.26,796.86亿
107,1660.94亿,-0.12,25.65,否,1.09亿,425.52万,SH,601066,上交所主板,19.81,25.51,0.91,20.98,2.42,25.57,中信建投,否,0.07,1,False,-0.03,1983.39亿
108,2428.83亿,0.29,200.43,否,4.25亿,213.54万,SH,600809,上交所主板,19.75,197.00,0.69,15.97,6.26,199.09,山西汾酒,否,0.18,1,False,0.57,2428.83亿
109,2563.71亿,-0.76,5.29,否,3.49亿,6640.61万,SH,601816,上交所主板,19.64,5.24,1.23,18.66,1.25,5.24,京沪高铁,否,0.14,1,False,-0.04,2563.71亿
110,979.06亿,-0.72,59.44,否,1.57亿,268.06万,SZ,002311,深交所主板,19.51,58.19,0.84,17.74,3.88,58.89,海大集团,否,0.16,0,False,-0.43,979.78亿
111,1007.30亿,-0.53,57.25,否,2.78亿,489.09万,SZ,000538,深交所主板,19.50,56.71,1.13,15.92,2.55,56.82,云南白药,否,0.28,0,False,-0.30,1013.82亿
112,469.09亿,-0.50,67.10,否,2.19亿,328.93万,SH,600600,上交所主板,19.49,66.01,1.30,12.83,2.88,66.15,青岛啤酒,否,0.46,1,False,-0.33,902.42亿
113,2151.26亿,1.40,69.16,否,17.79亿,2602.57万,SH,600309,上交所主板,19.39,67.40,1.07,17.62,2.05,68.72,万华化学,否,0.83,1,False,0.95,2151.26亿
114,619.73亿,2.02,29.56,否,5.05亿,1739.20万,SH,600426,上交所主板,19.23,28.18,1.07,19.61,1.90,29.24,华鲁恒升,否,0.82,1,False,0.58,620.83亿
115,1327.78亿,-0.23,66.78,否,2.86亿,433.75万,SH,600660,上交所主板,19.05,65.61,1.12,18.37,4.88,66.29,福耀玻璃,否,0.22,1,False,-0.15,1730.00亿
116,660.52亿,5.30,16.50,否,6.66亿,4103.21万,SH,600176,上交所主板,18.98,15.59,2.86,19.29,2.09,16.50,中国巨石,否,1.02,1,False,0.83,660.52亿
117,2357.04亿,3.19,95.38,否,28.33亿,3004.69万,SH,603259,上交所主板,18.97,92.50,1.98,17.66,4.01,95.30,药明康德,否,1.21,1,False,2.95,2843.52亿
118,5349.08亿,-1.23,5.70,否,4.81亿,8499.15万,SH,600028,上交所主板,18.96,5.63,1.34,17.10,0.82,5.64,中国石化,否,0.09,1,False,-0.07,6834.42亿
119,591.94亿,3.80,24.88,否,8.59亿,3499.97万,SH,601168,上交所主板,18.82,24.09,2.07,15.07,3.35,24.84,西部矿业,否,1.47,1,False,0.91,591.94亿
120,628.41亿,2.03,3.53,否,10.71亿,3.07亿,SH,601618,上交所主板,18.77,3.45,2.44,13.78,0.70,3.52,中国中冶,否,1.72,1,False,0.07,729.47亿
121,936.69亿,3.88,27.44,否,16.22亿,6083.68万,SZ,000807,深交所主板,18.77,26.00,1.70,15.97,2.90,27.01,云铝股份,否,1.75,0,False,1.01,936.70亿
122,1923.12亿,-0.25,40.45,否,4.69亿,1164.60万,SZ,002352,深交所主板,18.70,40.20,0.82,18.33,2.07,40.30,顺丰控股,否,0.24,0,False,-0.10,2030.89亿
123,2978.82亿,6.09,17.12,否,37.17亿,2.22亿,SH,603993,上交所主板,18.68,16.19,2.60,19.17,4.70,17.06,洛阳钼业,否,1.27,1,False,0.98,3649.87亿
124,959.57亿,-0.48,10.46,否,2.55亿,2460.32万,SZ,000425,深交所主板,18.39,10.31,0.83,15.23,2.03,10.33,徐工机械,否,0.26,0,False,-0.05,1214.08亿
125,672.15亿,0.64,166.99,否,2.36亿,143.49万,SZ,000596,深交所主板,18.38,162.50,0.80,16.47,3.42,164.50,古井贡酒,否,0.35,0,False,1.05,869.55亿
126,1045.46亿,0.70,35.76,否,2.40亿,673.87万,SH,601995,上交所主板,18.36,35.53,0.63,19.72,1.77,35.76,中金公司,否,0.23,1,False,0.25,1726.23亿
127,510.31亿,1.46,20.88,否,4.02亿,1941.63万,SH,600487,上交所主板,18.19,20.50,0.62,16.25,1.67,20.87,亨通光电,否,0.79,1,False,0.30,514.81亿
128,1433.09亿,0.48,23.15,否,2.46亿,1071.12万,SH,601633,上交所主板,18.07,22.80,0.99,17.16,2.29,23.08,长城汽车,否,0.17,1,False,0.11,1975.16亿
129,5286.58亿,-1.30,6.90,否,5.28亿,7739.23万,SH,601728,上交所主板,18.07,6.79,1.75,15.19,1.36,6.81,中国电信,否,0.10,1,False,-0.09,6231.64亿
130,6371.97亿,4.95,31.12,否,63.99亿,2.09亿,SH,601899,上交所主板,18.06,29.71,2.55,16.29,4.90,30.95,紫金矿业,否,1.02,1,False,1.46,8225.75亿
131,1676.79亿,-0.55,5.49,否,7.15亿,1.31亿,SH,600050,上交所主板,18.00,5.45,1.35,14.57,1.01,5.45,中国联通,否,0.43,1,False,-0.03,1703.91亿
132,435.19亿,-1.67,14.81,否,1.57亿,1068.79万,SH,601808,上交所主板,17.98,14.62,1.56,16.39,1.53,14.70,中海油服,否,0.36,1,False,-0.25,701.42亿
133,1014.34亿,0.41,12.28,否,2.71亿,2207.80万,SZ,000625,深交所主板,17.91,12.22,0.86,29.89,1.58,12.28,长安汽车,否,0.27,0,False,0.05,1217.45亿
134,343.78亿,-0.48,49.84,否,1.62亿,327.22万,SZ,002353,深交所主板,17.90,49.10,0.47,21.06,2.29,49.59,杰瑞股份,否,0.47,0,False,-0.24,507.73亿
135,1679.40亿,-0.26,7.75,否,3.74亿,4876.37万,SH,600019,上交所主板,17.79,7.61,1.03,15.82,0.82,7.71,宝钢股份,否,0.22,1,False,-0.02,1679.40亿
136,914.21亿,-1.53,26.80,否,1.73亿,651.87万,SZ,000895,深交所主板,17.78,26.31,1.45,17.32,4.52,26.39,双汇发展,否,0.19,0,False,-0.41,914.32亿
137,847.53亿,4.66,40.86,否,16.90亿,4204.01万,SH,600362,上交所主板,17.67,38.89,1.74,17.61,1.73,40.84,江西铜业,否,2.03,1,False,1.82,1414.18亿
138,799.23亿,0.38,10.71,否,2.41亿,2257.54万,SH,600958,上交所主板,17.62,10.63,0.74,13.34,1.15,10.70,东方证券,否,0.30,1,False,0.04,909.14亿
139,591.57亿,-0.29,6.87,否,2.28亿,3329.04万,SH,601377,上交所主板,17.58,6.81,0.57,17.60,1.05,6.85,兴业证券,否,0.39,1,False,-0.02,591.57亿
140,1150.40亿,-0.17,5.73,否,4.06亿,7113.75万,SH,601006,上交所主板,17.27,5.70,0.93,13.86,0.69,5.71,大秦铁路,否,0.35,1,False,-0.01,1150.40亿
141,1051.04亿,-3.42,14.64,否,2.95亿,2069.04万,SH,600886,上交所主板,17.15,14.08,2.38,12.99,1.70,14.10,国投电力,否,0.28,1,False,-0.50,1128.63亿
142,425.31亿,2.66,20.23,否,7.34亿,3672.14万,SZ,002236,深交所主板,16.96,19.65,1.48,14.01,1.73,20.10,大华股份,否,1.74,0,False,0.52,660.64亿
143,591.09亿,0.48,8.39,否,2.44亿,2924.28万,SZ,000157,深交所主板,16.81,8.29,0.65,13.83,1.24,8.36,中联重科,否,0.41,0,False,0.04,723.02亿
144,678.33亿,0.49,8.26,否,2.50亿,3041.01万,SH,601901,上交所主板,16.78,8.19,0.69,13.39,1.35,8.24,方正证券,否,0.37,1,False,0.04,678.33亿
145,718.52亿,-1.80,15.05,否,3.77亿,2541.40万,SH,600674,上交所主板,16.68,14.74,2.57,12.77,1.62,14.74,川投能源,否,0.52,1,False,-0.27,718.52亿
146,2079.12亿,-0.27,143.33,否,6.48亿,457.94万,SZ,000568,深交所主板,16.47,140.24,0.68,14.51,4.19,141.49,泸州老窖,否,0.31,0,False,-0.38,2082.66亿
147,4655.40亿,-0.37,120.60,否,8.37亿,697.47万,SZ,000858,深交所主板,16.37,119.63,0.59,16.23,3.27,119.94,五 粮 液,否,0.18,0,False,-0.44,4655.60亿
148,964.88亿,-1.57,108.93,否,11.24亿,1046.15万,SH,600941,上交所主板,16.19,106.75,2.73,15.03,1.69,106.88,中国移动,否,1.16,1,False,-1.71,2.31万亿
149,741.21亿,-0.26,3.83,否,1.01亿,2656.56万,SH,601018,上交所主板,15.87,3.79,1.31,14.35,0.93,3.81,宁波港,否,0.14,1,False,-0.01,741.21亿
150,6972.41亿,-0.75,42.85,否,5.66亿,1338.61万,SH,601088,上交所主板,15.46,42.02,1.17,16.13,2.12,42.28,中国神华,否,0.08,1,False,-0.32,8400.41亿
151,3527.55亿,0.24,29.08,否,13.55亿,4677.57万,SH,600030,上交所主板,15.30,28.86,0.74,13.90,1.53,28.97,中信证券,否,0.38,1,False,0.07,4293.51亿
152,887.99亿,0.27,15.00,否,2.89亿,1942.00万,SH,600188,上交所主板,15.29,14.72,0.81,15.85,2.88,14.99,兖矿能源,否,0.33,1,False,0.04,1504.62亿
