SERIAL,PER_NAV,CHG,TRADING_VOLUMES,PREMIUM,QJFE_DAY{2025-12-29},SECURITY_CODE,ETF_TYPE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
1,9.3824,-2.09,80.59亿,-0.019,-3490.00万,518880,黄金ETF,9.363,黄金ETF,1,False,-0.200,100.65亿,-2.20|2025-12-30,T+0,965.61亿|2025-12-29
2,9.4484,-2.03,8.43亿,-0.011,-150.00万,518850,黄金ETF,9.437,黄金ETF华夏,1,False,-0.196,11.99亿,-2.20|2025-12-30,T+0,115.79亿|2025-12-29
3,9.2680,-2.05,5.22亿,-0.014,1060.00万,518800,黄金ETF,9.254,黄金基金ETF,1,False,-0.194,31.75亿,-2.20|2025-12-30,T+0,300.88亿|2025-12-29
4,9.7906,-2.07,2.94亿,-0.004,470.00万,518680,黄金ETF,9.787,金ETF,1,False,-0.207,5.97亿,-2.09|2025-12-30,T+0,59.70亿|2025-12-29
5,9.3883,-2.08,4.17亿,-0.015,120.00万,518660,黄金ETF,9.373,黄金ETF基金,1,False,-0.199,6.98亿,-2.20|2025-12-30,T+0,67.03亿|2025-12-29
6,9.9754,-2.12,2.65亿,-0.215,1050.00万,518600,黄金ETF,9.760,上海金ETF,1,False,-0.211,5.01亿,-0.83|2025-12-29,T+0,50.01亿|2025-12-29
7,9.3629,-2.01,16.45亿,-0.018,-1310.00万,159937,黄金ETF,9.345,黄金ETF基金,0,False,-0.192,43.57亿,-2.20|2025-12-30,T+0,417.08亿|2025-12-29
8,10.0216,-1.95,20.38亿,-0.238,-960.00万,159934,黄金ETF,9.784,黄金ETF,0,False,-0.195,36.24亿,-0.30|2025-12-29,T+0,363.18亿|2025-12-29
9,1.3952,-0.21,1.15亿,0.000,2700.00万,515450,风格策略,1.395,红利低波50ETF,1,False,-0.003,107.41亿,-0.24|2025-12-30,T+1,150.22亿|2025-12-29
10,1.3679,0.07,4.35亿,0.001,-500.00万,515180,风格策略,1.369,红利ETF易方达,1,False,0.001,83.26亿,-0.04|2025-12-30,T+1,113.93亿|2025-12-29
11,1.4306,-0.35,1.33亿,0.002,2500.00万,515100,风格策略,1.433,红利低波100ETF,1,False,-0.005,39.74亿,-0.38|2025-12-30,T+1,57.08亿|2025-12-29
12,1.5461,0.00,1.76亿,0.001,-500.00万,515080,风格策略,1.547,中证红利ETF,1,False,0.000,54.96亿,-0.04|2025-12-30,T+1,85.01亿|2025-12-29
13,1.1741,-0.09,4.78亿,0.001,-1.37亿,512890,风格策略,1.175,红利低波ETF,1,False,-0.001,225.06亿,-0.14|2025-12-30,T+1,264.60亿|2025-12-29
14,3.1871,0.09,4.38亿,0.001,-5100.00万,510880,风格策略,3.188,红利ETF,1,False,0.003,60.62亿,-0.08|2025-12-30,T+1,193.34亿|2025-12-29
15,0.7851,1.03,2.31亿,0.001,-1.17亿,588790,行业主题,0.786,科创AIETF,1,False,0.008,72.70亿,1.13|2025-12-30,T+1,56.44亿|2025-12-29
16,1.5817,1.54,1.45亿,0.002,-2700.00万,588750,行业主题,1.584,科创芯片50ETF,1,False,0.024,34.09亿,1.42|2025-12-30,T+1,53.17亿|2025-12-29
17,2.3381,1.62,24.84亿,0.039,-1.14亿,588200,行业主题,2.377,科创芯片ETF,1,False,0.038,167.17亿,0.44|2025-12-29,T+1,390.86亿|2025-12-29
18,0.9908,3.23,27.61亿,0.033,-2.60亿,562500,行业主题,1.024,机器人ETF,1,False,0.032,259.81亿,0.75|2025-12-29,T+1,257.42亿|2025-12-29
19,0.8450,1.80,2.08亿,0.002,5900.00万,561910,行业主题,0.847,电池ETF,1,False,0.015,66.75亿,1.70|2025-12-30,T+1,55.46亿|2025-12-29
20,1.5353,2.08,5.70亿,0.034,-1.99亿,560860,行业主题,1.569,工业有色ETF,1,False,0.032,51.50亿,-1.87|2025-12-29,T+1,79.07亿|2025-12-29
21,2.0452,-0.05,4.50亿,-0.006,100.00万,517520,行业主题,2.039,黄金股ETF,1,False,-0.001,61.47亿,-0.03|2025-12-30,T+1,125.76亿|2025-12-29
22,2.8862,0.24,2.49亿,0.002,-7700.00万,516160,行业主题,2.888,新能源ETF,1,False,0.007,23.82亿,0.13|2025-12-30,T+1,68.65亿|2025-12-29
23,1.8100,0.61,1.61亿,0.010,-4350.00万,516150,行业主题,1.820,稀土ETF嘉实,1,False,0.011,43.15亿,-0.03|2025-12-29,T+1,78.09亿|2025-12-29
24,0.8613,1.28,2.45亿,0.012,-1.02亿,515980,行业主题,0.873,人工智能ETF,1,False,0.011,82.19亿,0.60|2025-12-29,T+1,70.79亿|2025-12-29
25,3.1161,0.06,13.86亿,-0.001,-1900.00万,515880,行业主题,3.115,通信ETF,1,False,0.002,46.63亿,0.10|2025-12-30,T+1,145.17亿|2025-12-29
26,0.9730,-1.22,3.57亿,-0.001,-5200.00万,515790,行业主题,0.972,光伏ETF,1,False,-0.012,117.41亿,-1.00|2025-12-30,T+1,115.40亿|2025-12-29
27,1.4791,0.00,7004.22万,0.000,-2730.00万,515290,行业主题,1.479,银行ETF天弘,1,False,0.000,37.68亿,1.02|2025-12-29,T+1,55.74亿|2025-12-29
28,1.0347,-0.77,2.41亿,0.000,-7150.00万,515220,行业主题,1.035,煤炭ETF,1,False,-0.008,84.06亿,-0.65|2025-12-30,T+1,87.55亿|2025-12-29
29,0.5503,-0.72,1.02亿,0.000,-4050.00万,515170,行业主题,0.550,食品饮料ETF,1,False,-0.004,103.41亿,-0.49|2025-12-30,T+1,57.19亿|2025-12-29
30,0.6268,-0.63,2.22亿,0.001,1600.00万,515120,行业主题,0.628,创新药ETF,1,False,-0.004,112.70亿,-0.70|2025-12-30,T+1,71.14亿|2025-12-29
31,1.9633,1.40,2.14亿,-0.001,-3300.00万,515070,行业主题,1.962,人工智能AIETF,1,False,0.027,46.26亿,1.30|2025-12-30,T+1,89.67亿|2025-12-29
32,2.3057,-0.13,3.45亿,0.001,-3000.00万,515050,行业主题,2.307,5G通信ETF,1,False,-0.003,34.63亿,-0.17|2025-12-30,T+1,79.98亿|2025-12-29
33,1.4114,0.28,60.41万,0.000,0.00,512960,行业主题,1.411,央企结构调整ETF,1,False,0.004,40.00亿,0.21|2025-12-30,T+1,56.34亿|2025-12-29
34,1.4606,0.48,579.72万,0.002,0.00,512950,行业主题,1.463,央企改革ETF,1,False,0.007,42.61亿,0.21|2025-12-30,T+1,62.10亿|2025-12-29
35,1.2047,-0.17,4051.05万,0.000,-3000.00万,512900,行业主题,1.205,证券ETF南方,1,False,-0.002,61.68亿,-0.24|2025-12-30,T+1,74.49亿|2025-12-29
36,1.2183,-0.49,17.77亿,-0.002,3500.00万,512880,行业主题,1.216,证券ETF,1,False,-0.006,469.69亿,-0.18|2025-12-30,T+1,573.26亿|2025-12-29
37,0.8231,0.00,6.46亿,0.001,-1.89亿,512800,行业主题,0.824,银行ETF,1,False,0.000,156.15亿,-0.15|2025-12-30,T+1,128.72亿|2025-12-29
38,1.6380,1.11,3.03亿,0.001,-1680.00万,512760,行业主题,1.639,芯片ETF,1,False,0.018,61.05亿,1.10|2025-12-30,T+1,98.90亿|2025-12-29
39,0.7647,-0.91,9.79亿,-0.006,-6.66亿,512710,行业主题,0.759,军工龙头ETF,1,False,-0.007,131.60亿,2.00|2025-12-29,T+1,100.63亿|2025-12-29
40,0.5433,-0.37,5.29亿,-0.002,2.59亿,512690,行业主题,0.541,酒ETF,1,False,-0.002,351.17亿,-1.25|2025-12-29,T+1,190.79亿|2025-12-29
41,1.3822,-0.72,1.66亿,-0.009,-1.31亿,512680,行业主题,1.373,军工ETF广发,1,False,-0.010,44.67亿,1.25|2025-12-29,T+1,61.75亿|2025-12-29
42,1.3415,-0.74,6.46亿,-0.002,-4.31亿,512660,行业主题,1.340,军工ETF,1,False,-0.010,81.72亿,-0.63|2025-12-30,T+1,110.32亿|2025-12-29
43,1.4657,1.36,14.22亿,0.020,-5.16亿,512480,行业主题,1.486,半导体ETF,1,False,0.020,138.63亿,0.12|2025-12-29,T+1,203.19亿|2025-12-29
44,1.9088,1.65,18.18亿,0.000,6.64亿,512400,行业主题,1.909,有色金属ETF,1,False,0.031,108.01亿,1.71|2025-12-30,T+1,202.70亿|2025-12-29
45,0.3418,-0.87,3.55亿,0.000,-4.45亿,512170,行业主题,0.342,医疗ETF,1,False,-0.003,740.52亿,-0.75|2025-12-30,T+1,255.03亿|2025-12-29
46,0.9342,-1.07,5.16亿,-0.009,2600.00万,512070,行业主题,0.925,证券保险ETF,1,False,-0.010,191.58亿,-0.94|2025-12-29,T+1,178.98亿|2025-12-29
47,0.3817,-0.52,3.18亿,-0.001,9500.00万,512010,行业主题,0.381,医药ETF,1,False,-0.002,444.75亿,-0.50|2025-12-30,T+1,170.60亿|2025-12-29
48,0.5821,-0.17,7.23亿,0.000,-9720.00万,512000,行业主题,0.582,券商ETF,1,False,-0.001,686.77亿,-0.22|2025-12-30,T+1,400.66亿|2025-12-29
49,0.9273,-0.96,480.54万,0.000,0.00,510810,行业主题,0.927,上海国企ETF,1,False,-0.009,72.43亿,-0.69|2025-12-30,T+1,67.63亿|2025-12-29
50,1.7339,1.21,6.68亿,0.022,-2.87亿,159995,行业主题,1.756,芯片ETF,0,False,0.021,145.72亿,0.05|2025-12-29,T+1,252.67亿|2025-12-29
51,0.8358,-0.59,3.99亿,0.001,-1.09亿,159992,行业主题,0.837,创新药ETF,0,False,-0.005,149.21亿,-0.69|2025-12-30,T+1,125.58亿|2025-12-29
52,0.6525,-0.76,1636.20万,-0.001,-250.00万,159938,行业主题,0.652,医药ETF广发,0,False,-0.005,94.22亿,-0.58|2025-12-30,T+1,61.84亿|2025-12-29
53,0.7974,0.00,3.56亿,0.001,-3.94亿,159928,行业主题,0.798,消费ETF,0,False,0.000,264.87亿,0.01|2025-12-30,T+1,211.18亿|2025-12-29
54,0.8101,1.98,8.94亿,0.016,-2.33亿,159870,行业主题,0.826,化工ETF,0,False,0.016,202.38亿,-1.09|2025-12-29,T+1,163.95亿|2025-12-29
55,1.4351,0.49,4.50亿,0.001,6500.00万,159869,行业主题,1.436,游戏ETF,0,False,0.007,87.73亿,0.49|2025-12-30,T+1,125.29亿|2025-12-29
56,0.6367,0.63,1.28亿,0.000,-4.92亿,159865,行业主题,0.637,养殖ETF,0,False,0.004,95.04亿,0.39|2025-12-30,T+1,60.28亿|2025-12-29
57,0.8565,0.12,2.17亿,0.001,-1.09亿,159852,行业主题,0.857,软件ETF,0,False,0.001,70.14亿,0.16|2025-12-30,T+1,59.97亿|2025-12-29
58,0.8425,0.24,4.53亿,0.001,-8400.00万,159851,行业主题,0.843,金融科技ETF,0,False,0.002,118.83亿,0.27|2025-12-30,T+1,99.84亿|2025-12-29
59,1.1550,-0.09,6.67亿,0.002,2.22亿,159842,行业主题,1.157,券商ETF,0,False,-0.001,84.91亿,-0.22|2025-12-30,T+1,98.29亿|2025-12-29
60,1.1064,0.00,2.41亿,-0.001,-5400.00万,159841,行业主题,1.105,证券ETF,0,False,0.000,91.82亿,-0.66|2025-12-29,T+1,101.59亿|2025-12-29
61,1.5268,1.64,6.31亿,0.023,-1.22亿,159819,行业主题,1.550,人工智能ETF,0,False,0.025,142.79亿,0.18|2025-12-29,T+1,218.02亿|2025-12-29
62,1.1108,1.08,3.74亿,0.012,-6000.00万,159813,行业主题,1.123,半导体ETF,0,False,0.012,54.35亿,0.05|2025-12-29,T+1,60.37亿|2025-12-29
63,0.9898,1.75,4.51亿,0.001,9100.00万,159796,行业主题,0.991,电池50ETF,0,False,0.017,94.50亿,1.70|2025-12-30,T+1,91.98亿|2025-12-29
64,1.0258,3.11,7.62亿,0.034,3300.00万,159770,行业主题,1.060,机器人ETF,0,False,0.032,102.63亿,0.75|2025-12-29,T+1,105.27亿|2025-12-29
65,0.7878,-1.01,3.52亿,0.000,1.57亿,159766,行业主题,0.788,旅游ETF,0,False,-0.008,64.30亿,-1.02|2025-12-30,T+1,51.17亿|2025-12-29
66,1.0623,1.41,8.15亿,0.016,-3.51亿,159755,行业主题,1.078,电池ETF,0,False,0.015,133.88亿,-2.03|2025-12-29,T+1,142.22亿|2025-12-29
67,0.6921,-0.43,1285.60万,-0.003,0.00,159736,行业主题,0.689,食品饮料ETF天弘,0,False,-0.003,78.90亿,-1.04|2025-12-29,T+1,54.61亿|2025-12-29
68,1.5912,4.39,17.00亿,0.002,1.95亿,159530,行业主题,1.593,机器人ETF易方达,0,False,0.067,94.01亿,4.32|2025-12-30,T+1,143.39亿|2025-12-29
69,1.5453,0.00,6.86亿,0.000,7500.00万,159516,行业主题,1.545,半导体设备ETF,0,False,0.000,55.37亿,0.05|2025-12-30,T+1,85.51亿|2025-12-29
70,1.5936,-0.62,15.18亿,0.000,2.17亿,159206,行业主题,1.594,卫星ETF,0,False,-0.010,36.86亿,-0.52|2025-12-30,T+1,59.05亿|2025-12-29
71,1.2120,0.50,4.07亿,0.001,-1400.00万,159201,行业主题,1.213,自由现金流ETF,0,False,0.006,68.82亿,0.51|2025-12-30,T+1,82.99亿|2025-12-29
72,1.3726,0.36,5.95亿,0.006,1.02亿,588220,宽基指数,1.379,科创100ETF基金,1,False,0.005,61.48亿,0.13|2025-12-29,T+1,84.38亿|2025-12-29
73,1.4008,1.01,2.04亿,0.000,-900.00万,588090,宽基指数,1.401,科创板ETF,1,False,0.014,36.15亿,1.00|2025-12-30,T+1,50.14亿|2025-12-29
74,1.3865,1.02,9.65亿,0.001,-2700.00万,588080,宽基指数,1.387,科创板50ETF,1,False,0.014,515.72亿,1.01|2025-12-30,T+1,707.87亿|2025-12-29
75,0.8660,1.05,1.76亿,0.001,-5400.00万,588060,宽基指数,0.867,科创50ETF广发,1,False,0.009,98.23亿,1.00|2025-12-30,T+1,84.22亿|2025-12-29
76,1.3984,1.01,2.91亿,0.001,-2400.00万,588050,宽基指数,1.399,科创ETF,1,False,0.014,81.93亿,1.00|2025-12-30,T+1,113.44亿|2025-12-29
77,1.3804,0.29,3.76亿,0.001,1.77亿,588030,宽基指数,1.381,科创100指数ETF,1,False,0.004,46.68亿,0.18|2025-12-30,T+1,64.32亿|2025-12-29
78,1.4176,1.13,34.81亿,0.015,-6.44亿,588000,宽基指数,1.433,科创50ETF,1,False,0.016,537.06亿,0.04|2025-12-29,T+1,761.33亿|2025-12-29
79,1.1893,0.25,22.58亿,0.003,-5100.00万,563800,宽基指数,1.192,A500ETF龙头,1,False,0.003,174.11亿,-0.49|2025-12-29,T+1,207.07亿|2025-12-29
80,1.2641,0.32,149.51亿,0.001,-7200.00万,563360,宽基指数,1.265,A500ETF华泰柏瑞,1,False,0.004,382.79亿,0.32|2025-12-30,T+1,482.35亿|2025-12-29
81,1.2430,0.24,7.85亿,-0.001,-2.67亿,563220,宽基指数,1.242,中证A500ETF富国,1,False,0.003,115.49亿,0.32|2025-12-30,T+1,143.09亿|2025-12-29
82,1.1755,0.26,2.31亿,0.001,-1500.00万,560610,宽基指数,1.176,A500指数ETF,1,False,0.003,48.56亿,0.32|2025-12-30,T+1,56.90亿|2025-12-29
83,3.1242,0.19,1.85亿,0.001,-3600.00万,560010,宽基指数,3.125,中证1000ETF广发,1,False,0.006,113.44亿,0.05|2025-12-30,T+1,354.23亿|2025-12-29
84,1.2556,0.32,1.01亿,-0.001,-1.17亿,515800,宽基指数,1.255,800ETF,1,False,0.004,42.54亿,0.30|2025-12-30,T+1,53.26亿|2025-12-29
85,1.3316,0.23,3086.47万,0.003,-6600.00万,515330,宽基指数,1.335,沪深300ETF天弘,1,False,0.003,61.50亿,-0.39|2025-12-29,T+1,81.89亿|2025-12-29
86,4.1475,0.41,1.50亿,0.016,-2960.00万,512500,宽基指数,4.163,中证500ETF华夏,1,False,0.017,43.55亿,-0.38|2025-12-29,T+1,180.63亿|2025-12-29
87,3.0804,0.10,9.13亿,0.000,-1.68亿,512100,宽基指数,3.080,中证1000ETF,1,False,0.003,257.39亿,0.05|2025-12-30,T+1,792.48亿|2025-12-29
88,1.1863,0.34,141.84亿,0.004,4.71亿,512050,宽基指数,1.190,A500ETF基金,1,False,0.004,338.48亿,-0.48|2025-12-29,T+1,401.54亿|2025-12-29
89,7.5840,0.44,18.31亿,-0.003,-1.41亿,510500,宽基指数,7.581,中证500ETF,1,False,0.033,190.33亿,0.39|2025-12-30,T+1,1437.81亿|2025-12-29
90,4.8313,0.27,8.54亿,0.010,-3330.00万,510330,宽基指数,4.841,沪深300ETF华夏,1,False,0.013,474.49亿,-0.39|2025-12-29,T+1,2292.41亿|2025-12-29
