CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PETTMDEDUCTED{2025-12-19},PEAK_PRICE<140>,TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,IFSTSTOCK{2025-12-19},PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,TOAL_MARKET_VALUE<140>
1379.07亿,26,0.68,27.68|2025-12-19,22.36,2.24亿,1008.23万,SH,601633,上交所主板,22.05,0.51,16.51,否,2.21,22.21,长城汽车,否,0.16,1,False,0.15,1900.70亿
1149.17亿,27,1.79,27.50|2025-12-19,9.10,7.29亿,8042.95万,SZ,000617,深交所主板,8.93,0.91,21.56,否,1.10,9.09,中油资本,否,0.64,0,False,0.16,1149.17亿
1200.35亿,28,3.22,25.35|2025-12-19,63.90,50.11亿,7947.29万,SH,603799,上交所主板,61.39,1.42,21.49,否,2.53,63.71,华友钴业,否,4.22,1,False,1.99,1208.00亿
985.41亿,29,1.96,25.15|2025-12-19,36.51,6.49亿,1792.07万,SH,600160,上交所主板,35.67,1.08,22.75,否,4.82,36.50,巨化股份,否,0.66,1,False,0.70,985.41亿
3286.03亿,30,0.75,25.06|2025-12-19,95.27,25.73亿,2720.68万,SZ,002594,深交所主板,93.73,0.83,27.61,否,3.91,94.23,比亚迪,否,0.78,0,False,0.70,8591.14亿
1180.67亿,31,0.24,25.04|2025-12-19,4.14,2.77亿,6690.95万,SH,600905,上交所主板,4.11,0.82,20.53,否,1.32,4.13,三峡能源,否,0.23,1,False,0.01,1180.67亿
1799.96亿,32,1.14,25.00|2025-12-19,21.50,11.13亿,5223.73万,SH,600031,上交所主板,20.95,1.15,20.53,否,2.66,21.24,三一重工,否,0.62,1,False,0.24,1953.02亿
1430.30亿,33,2.15,24.56|2025-12-19,27.50,33.53亿,1.24亿,SZ,000792,深交所主板,26.22,1.25,23.82,否,3.48,27.03,盐湖股份,否,2.34,0,False,0.57,1430.31亿
1836.57亿,34,0.72,24.27|2025-12-19,29.24,10.40亿,3576.29万,SH,600887,上交所主板,28.77,0.89,13.28,否,3.46,29.18,伊利股份,否,0.57,1,False,0.21,1845.74亿
1826.36亿,35,-0.26,23.85|2025-12-19,23.10,7.22亿,3151.78万,SH,600406,上交所主板,22.82,0.82,28.34,否,3.73,22.84,国电南瑞,否,0.39,1,False,-0.06,1834.53亿
1652.29亿,36,0.81,23.49|2025-12-19,8.76,5.22亿,5969.70万,SH,601985,上交所主板,8.69,0.83,16.87,否,1.56,8.75,中国核电,否,0.32,1,False,0.07,1799.70亿
912.46亿,37,2.34,22.30|2025-12-19,16.76,11.40亿,6905.58万,SH,600415,上交所主板,16.04,1.70,19.79,否,4.11,16.64,小商品城,否,1.26,1,False,0.38,912.46亿
1590.64亿,38,0.78,21.71|2025-12-19,5.19,6.62亿,1.28亿,SH,600050,上交所主板,5.13,0.83,13.82,否,0.96,5.17,中国联通,否,0.42,1,False,0.04,1616.37亿
1108.58亿,39,0.66,21.62|2025-12-19,22.93,11.54亿,5114.81万,SH,600489,上交所主板,22.11,0.70,22.60,否,3.80,22.87,中金黄金,否,1.06,1,False,0.15,1108.58亿
2287.04亿,40,2.08,21.51|2025-12-19,94.69,43.16亿,4637.62万,SH,603259,上交所主板,90.50,1.38,17.14,否,3.89,92.47,药明康德,否,1.88,1,False,1.88,2759.08亿
1514.40亿,41,0.52,21.25|2025-12-19,3.86,2.77亿,7189.68万,SZ,003816,深交所主板,3.83,0.64,17.00,否,1.58,3.85,中国广核,否,0.18,0,False,0.02,1944.20亿
2640.65亿,42,0.59,21.17|2025-12-19,29.35,7.34亿,2511.68万,SZ,002415,深交所主板,29.09,0.71,21.53,否,3.41,29.19,海康威视,否,0.28,0,False,0.17,2675.23亿
1762.93亿,43,1.76,21.00|2025-12-19,27.37,8.82亿,3256.76万,SH,601066,上交所主板,26.59,0.93,22.27,否,2.57,27.14,中信建投,否,0.50,1,False,0.47,2105.17亿
1002.16亿,44,-0.21,20.98|2025-12-19,56.75,2.80亿,494.51万,SZ,000538,深交所主板,56.48,0.85,15.84,否,2.54,56.53,云南白药,否,0.28,0,False,-0.12,1008.64亿
6686.02亿,45,-0.82,20.82|2025-12-19,28.08,22.34亿,7999.93万,SH,600900,上交所主板,27.82,1.26,18.13,否,3.08,27.85,长江电力,否,0.33,1,False,-0.23,6814.40亿
1806.21亿,46,-0.89,20.78|2025-12-19,38.37,10.98亿,2879.85万,SZ,002352,深交所主板,37.85,1.29,17.22,否,1.94,37.85,顺丰控股,否,0.60,0,False,-0.34,1907.42亿
5580.92亿,47,-0.67,20.59|2025-12-19,5.97,6.94亿,1.17亿,SH,600028,上交所主板,5.87,0.94,17.84,否,0.86,5.89,中国石化,否,0.12,1,False,-0.04,7132.10亿
1055.72亿,48,-0.41,20.57|2025-12-19,7.35,5.34亿,7299.88万,SZ,002027,深交所主板,7.26,0.57,18.67,否,6.41,7.31,分众传媒,否,0.51,0,False,-0.03,1055.72亿
3205.81亿,49,2.63,20.56|2025-12-19,18.36,38.42亿,2.12亿,SH,603993,上交所主板,17.56,1.00,20.63,否,5.06,18.36,洛阳钼业,否,1.22,1,False,0.47,3928.00亿
2366.32亿,50,0.07,20.52|2025-12-19,76.08,18.37亿,2431.68万,SH,600309,上交所主板,75.07,0.59,19.38,否,2.25,75.59,万华化学,否,0.78,1,False,0.05,2366.32亿
1013.67亿,51,6.48,20.46|2025-12-19,29.40,16.97亿,5919.93万,SZ,000807,深交所主板,27.11,1.62,17.29,否,3.14,29.23,云铝股份,否,1.71,0,False,1.78,1013.68亿
1686.60亿,52,-0.21,20.21|2025-12-19,9.40,1.71亿,1827.22万,SH,600025,上交所主板,9.34,0.92,17.37,否,2.54,9.37,华能水电,否,0.10,1,False,-0.02,1745.73亿
5263.30亿,53,1.65,20.17|2025-12-19,6.81,14.47亿,2.14亿,SH,601728,上交所主板,6.66,1.74,15.12,否,1.35,6.78,中国电信,否,0.28,1,False,0.11,6204.18亿
6411.00亿,54,0.48,19.67|2025-12-19,31.38,51.46亿,1.66亿,SH,601899,上交所主板,30.41,0.96,16.39,否,4.93,31.12,紫金矿业,否,0.80,1,False,0.15,8274.73亿
1.77万亿,55,0.21,19.59|2025-12-19,1412.45,37.33亿,265.09万,SH,600519,上交所主板,1401.01,0.92,20.49,否,7.78,1410.00,XD贵州茅,否,0.21,1,False,2.96,1.77万亿
2553.92亿,56,0.77,19.56|2025-12-19,5.22,5.08亿,9764.29万,SH,601816,上交所主板,5.17,0.87,18.59,否,1.25,5.22,京沪高铁,否,0.20,1,False,0.04,2553.92亿
1042.24亿,57,2.00,19.18|2025-12-19,11.31,6.85亿,6101.71万,SZ,000425,深交所主板,11.01,0.98,16.55,否,2.20,11.22,徐工机械,否,0.66,0,False,0.22,1318.68亿
939.84亿,58,0.26,18.98|2025-12-19,27.19,1.92亿,711.05万,SZ,000895,深交所主板,26.84,0.79,17.81,否,4.65,27.13,双汇发展,否,0.21,0,False,0.07,939.96亿
2816.20亿,59,0.48,18.67|2025-12-19,21.08,17.55亿,8393.09万,SH,601211,上交所主板,20.70,0.73,12.50,否,1.17,20.87,国泰海通,否,0.62,1,False,0.10,3679.16亿
1050.14亿,60,-0.72,18.64|2025-12-19,35.98,21.03亿,5890.11万,SH,601995,上交所主板,35.38,1.73,19.80,否,1.78,35.92,中金公司,否,2.01,1,False,-0.26,1733.95亿
1243.25亿,61,-0.37,18.37|2025-12-19,62.88,5.29亿,845.60万,SH,600660,上交所主板,62.07,0.89,17.20,否,4.57,62.07,福耀玻璃,否,0.42,1,False,-0.23,1619.87亿
805.96亿,62,-0.09,18.05|2025-12-19,10.90,5.10亿,4711.71万,SH,600958,上交所主板,10.74,0.62,13.45,否,1.16,10.79,东方证券,否,0.63,1,False,-0.01,916.79亿
2178.86亿,63,0.84,17.71|2025-12-19,179.10,6.07亿,341.44万,SH,600809,上交所主板,176.37,0.78,14.33,否,5.62,178.60,山西汾酒,否,0.28,1,False,1.49,2178.86亿
890.45亿,64,0.00,17.14|2025-12-19,53.73,3.03亿,567.32万,SZ,002311,深交所主板,52.91,1.10,16.13,否,3.53,53.56,海大集团,否,0.34,0,False,0.00,891.10亿
922.27亿,65,0.26,17.10|2025-12-19,102.43,9.01亿,882.07万,SH,600941,上交所主板,101.86,0.65,14.37,否,1.62,102.16,中国移动,否,0.98,1,False,0.26,2.21万亿
868.49亿,66,2.05,16.75|2025-12-19,42.10,15.52亿,3732.31万,SH,600362,上交所主板,40.47,0.97,18.04,否,1.79,41.85,江西铜业,否,1.80,1,False,0.84,1449.15亿
1570.49亿,67,0.28,16.73|2025-12-19,7.28,4.65亿,6438.24万,SH,600019,上交所主板,7.14,0.58,14.80,否,0.77,7.21,宝钢股份,否,0.30,1,False,0.02,1570.49亿
1085.93亿,68,-0.37,16.32|2025-12-19,5.41,4.78亿,8854.14万,SH,601006,上交所主板,5.39,0.77,13.09,否,0.65,5.39,大秦铁路,否,0.44,1,False,-0.02,1085.93亿
1048.73亿,69,-1.84,16.30|2025-12-19,6.03,12.12亿,2.05亿,SH,600795,上交所主板,5.84,1.76,11.61,否,1.71,5.88,国电电力,否,1.15,1,False,-0.11,1048.73亿
1007.06亿,70,-0.73,16.29|2025-12-19,13.60,2.04亿,1508.94万,SH,600886,上交所主板,13.50,0.82,12.45,否,1.63,13.51,国投电力,否,0.20,1,False,-0.10,1081.41亿
6693.71亿,71,-0.59,15.28|2025-12-19,40.86,6.59亿,1619.84万,SH,601088,上交所主板,40.43,0.76,15.49,否,2.03,40.59,中国神华,否,0.10,1,False,-0.24,8064.63亿
3492.23亿,72,0.53,15.27|2025-12-19,28.94,28.22亿,9834.82万,SH,600030,上交所主板,28.47,0.82,13.77,否,1.52,28.68,中信证券,否,0.81,1,False,0.15,4250.53亿
4290.16亿,73,0.09,15.10|2025-12-19,110.88,15.26亿,1381.87万,SZ,000858,深交所主板,110.04,0.77,14.96,否,3.01,110.53,五 粮 液,否,0.36,0,False,0.10,4290.34亿
1671.32亿,74,-0.29,14.89|2025-12-19,6.91,5.45亿,7922.15万,SH,601766,上交所主板,6.86,0.53,14.84,否,1.16,6.87,中国中车,否,0.33,1,False,-0.02,1971.61亿
803.28亿,75,-1.17,14.54|2025-12-19,13.67,3.47亿,2559.15万,SH,600188,上交所主板,13.47,0.80,14.34,否,2.61,13.56,兖矿能源,否,0.43,1,False,-0.16,1361.08亿
5512.79亿,76,-0.48,14.38|2025-12-19,79.90,22.05亿,2780.18万,SZ,000333,深交所主板,78.80,1.03,12.10,否,2.77,79.45,美的集团,否,0.40,0,False,-0.38,6110.66亿
1793.83亿,77,0.10,14.29|2025-12-19,122.52,8.18亿,671.23万,SZ,000568,深交所主板,121.35,0.83,12.52,否,3.62,122.09,泸州老窖,否,0.46,0,False,0.12,1797.09亿
1189.87亿,78,0.00,14.25|2025-12-19,5.32,3.91亿,7386.18万,SZ,000166,深交所主板,5.24,0.86,12.37,否,1.20,5.28,申万宏源,否,0.33,0,False,0.00,1322.11亿
873.40亿,79,1.92,14.15|2025-12-19,17.70,10.28亿,5858.79万,SZ,000338,深交所主板,17.15,0.82,12.90,否,1.62,17.52,潍柴动力,否,1.18,0,False,0.33,1526.62亿
887.13亿,80,0.05,13.95|2025-12-19,22.24,4.07亿,1837.97万,SH,600585,上交所主板,22.07,0.80,13.98,否,0.62,22.18,海螺水泥,否,0.46,1,False,0.01,1175.39亿
1675.44亿,81,-0.09,13.48|2025-12-19,23.36,20.31亿,8814.17万,SH,601688,上交所主板,22.81,0.69,12.19,否,1.21,22.93,华泰证券,否,1.21,1,False,-0.02,2069.86亿
2113.51亿,82,-1.67,13.41|2025-12-19,22.03,6.81亿,3117.14万,SH,601225,上交所主板,21.70,0.76,12.47,否,2.24,21.80,陕西煤业,否,0.32,1,False,-0.37,2113.51亿
1428.47亿,83,3.04,13.31|2025-12-19,10.93,24.58亿,2.29亿,SH,601600,上交所主板,10.43,1.09,12.84,否,2.54,10.85,中国铝业,否,1.74,1,False,0.32,1861.39亿
1720.21亿,84,0.36,12.89|2025-12-19,27.71,7.83亿,2846.55万,SH,600690,上交所主板,27.13,0.95,11.14,否,2.19,27.51,海尔智家,否,0.46,1,False,0.10,2579.79亿
1278.23亿,85,0.14,12.53|2025-12-19,21.86,9.70亿,4469.08万,SZ,000776,深交所主板,21.47,0.76,11.29,否,1.30,21.65,广发证券,否,0.76,0,False,0.03,1646.67亿
858.90亿,86,0.10,12.52|2025-12-19,10.02,2.45亿,2482.73万,SH,600039,上交所主板,9.72,0.58,12.16,否,1.73,9.88,四川路桥,否,0.29,1,False,0.01,859.12亿
1151.70亿,87,0.32,12.40|2025-12-19,16.01,4.44亿,2790.53万,SH,601881,上交所主板,15.80,0.75,11.89,否,1.50,15.90,中国银河,否,0.39,1,False,0.05,1738.57亿
1342.74亿,88,1.44,12.38|2025-12-19,18.36,5.83亿,3198.34万,SH,600989,上交所主板,17.96,1.40,11.25,否,2.92,18.31,宝丰能源,否,0.44,1,False,0.26,1342.74亿
1248.38亿,89,0.12,12.10|2025-12-19,16.95,4.56亿,2709.13万,SH,600999,上交所主板,16.74,0.71,12.37,否,1.24,16.82,招商证券,否,0.37,1,False,0.02,1462.76亿
1874.43亿,90,-0.59,11.68|2025-12-19,50.20,17.99亿,3613.11万,SZ,002714,深交所主板,49.05,1.30,13.64,否,3.54,49.19,牧原股份,否,0.95,0,False,-0.29,2687.14亿
830.92亿,91,-2.73,11.15|2025-12-19,28.56,16.08亿,5749.50万,SH,600938,上交所主板,27.76,1.80,9.71,否,1.68,27.79,中国海油,否,1.92,1,False,-0.78,1.32万亿
1265.96亿,92,1.00,10.83|2025-12-19,13.25,4.62亿,3507.89万,SZ,002736,深交所主板,13.00,1.06,11.07,否,1.39,13.17,国信证券,否,0.36,0,False,0.13,1348.84亿
1.56万亿,93,-0.62,10.73|2025-12-19,9.75,10.25亿,1.06亿,SH,601857,上交所主板,9.55,0.89,10.49,否,1.13,9.65,中国石油,否,0.07,1,False,-0.06,1.77万亿
1198.00亿,94,-0.91,10.17|2025-12-19,13.15,2.43亿,1862.11万,SH,601898,上交所主板,12.93,1.01,10.43,否,1.10,13.09,中煤能源,否,0.20,1,False,-0.12,1735.56亿
1294.84亿,95,-0.18,9.82|2025-12-19,5.59,1.82亿,3275.73万,SH,600018,上交所主板,5.53,0.91,8.63,否,0.93,5.57,上港集团,否,0.14,1,False,-0.01,1296.77亿
2.41万亿,96,-0.66,9.16|2025-12-19,7.60,16.81亿,2.22亿,SH,601288,上交所主板,7.51,0.65,8.97,否,0.98,7.55,农业银行,否,0.07,1,False,-0.05,2.64万亿
860.02亿,97,-0.64,8.45|2025-12-19,7.88,2.59亿,3298.80万,SH,600011,上交所主板,7.81,0.75,6.20,否,1.84,7.82,华能国际,否,0.30,1,False,-0.05,1227.59亿
7328.79亿,98,0.36,8.44|2025-12-19,68.78,43.64亿,6384.76万,SH,601318,上交所主板,67.60,0.61,7.03,否,1.26,68.75,中国平安,否,0.60,1,False,0.25,1.24万亿
3893.45亿,99,-0.76,7.92|2025-12-19,11.80,7.94亿,6781.51万,SH,600000,上交所主板,11.65,0.72,7.52,否,0.54,11.69,浦发银行,否,0.20,1,False,-0.09,3893.45亿
2268.93亿,100,0.44,7.81|2025-12-19,41.15,12.64亿,3079.76万,SZ,000651,深交所主板,40.86,0.87,8.05,否,1.60,41.14,格力电器,否,0.56,0,False,0.18,2304.42亿
2809.21亿,101,-0.10,7.79|2025-12-19,41.59,10.54亿,2565.21万,SH,601601,上交所主板,40.77,0.57,6.48,否,1.39,41.04,中国太保,否,0.37,1,False,-0.04,3948.19亿
9682.94亿,102,-0.79,7.71|2025-12-19,47.15,6.91亿,1486.34万,SH,601628,上交所主板,46.05,0.82,5.87,否,2.10,46.50,中国人寿,否,0.07,1,False,-0.37,1.31万亿
2.12万亿,103,-1.38,7.67|2025-12-19,7.98,18.64亿,2.36亿,SH,601398,上交所主板,7.86,0.83,7.80,否,0.74,7.88,工商银行,否,0.09,1,False,-0.11,2.81万亿
1.19万亿,104,-0.70,7.63|2025-12-19,5.69,13.58亿,2.40亿,SH,601988,上交所主板,5.63,0.91,7.70,否,0.69,5.66,中国银行,否,0.11,1,False,-0.04,1.82万亿
3244.50亿,105,-0.44,7.56|2025-12-19,9.23,6.62亿,7240.14万,SH,601319,上交所主板,9.08,0.71,6.47,否,1.30,9.14,中国人保,否,0.20,1,False,-0.04,4042.07亿
3638.03亿,106,-0.37,7.50|2025-12-19,5.46,7.06亿,1.30亿,SH,601658,上交所主板,5.40,1.01,6.38,否,0.64,5.42,邮储银行,否,0.19,1,False,-0.02,6509.15亿
974.08亿,107,-0.84,7.48|2025-12-19,8.39,1.62亿,1936.27万,SH,601800,上交所主板,8.27,1.09,7.40,否,0.46,8.27,中国交建,否,0.16,1,False,-0.07,1345.91亿
863.39亿,108,-1.60,7.22|2025-12-19,9.39,1.74亿,1873.69万,SH,601825,上交所主板,9.20,0.65,6.30,否,0.71,9.21,沪农商行,否,0.20,1,False,-0.15,888.25亿
879.74亿,109,0.11,7.13|2025-12-19,9.23,8.65亿,9439.24万,SH,601939,上交所主板,9.07,0.90,6.99,否,0.71,9.17,建设银行,否,0.98,1,False,0.01,2.40万亿
8662.09亿,110,-0.90,7.12|2025-12-19,42.48,24.22亿,5738.23万,SH,600036,上交所主板,41.91,0.88,6.98,否,0.97,41.99,招商银行,否,0.28,1,False,-0.38,1.06万亿
1937.18亿,111,-0.40,6.97|2025-12-19,7.47,9.70亿,1.31亿,SH,601328,上交所主板,7.39,1.02,7.04,否,0.59,7.43,交通银行,否,0.50,1,False,-0.03,6565.43亿
1410.68亿,112,-1.47,6.62|2025-12-19,11.58,4.70亿,4097.33万,SH,601009,上交所主板,11.40,0.81,5.88,否,0.77,11.41,南京银行,否,0.33,1,False,-0.17,1410.68亿
1117.93亿,113,0.18,6.57|2025-12-19,5.48,3.21亿,5883.41万,SH,601390,上交所主板,5.44,0.94,5.78,否,0.43,5.46,中国中铁,否,0.29,1,False,0.01,1347.87亿
1898.13亿,114,-0.07,6.55|2025-12-19,29.05,5.71亿,1980.91万,SZ,002142,深交所主板,28.53,0.89,6.35,否,0.88,28.76,宁波银行,否,0.30,0,False,-0.02,1899.19亿
1928.06亿,115,-0.52,6.25|2025-12-19,15.40,7.87亿,5143.85万,SH,601919,上交所主板,15.18,0.75,6.56,否,1.02,15.29,中远海控,否,0.41,1,False,-0.08,2368.38亿
1135.19亿,116,0.38,6.03|2025-12-19,15.68,6.70亿,4294.04万,SH,600926,上交所主板,15.46,0.94,5.36,否,0.85,15.66,杭州银行,否,0.59,1,False,0.06,1135.19亿
3040.92亿,117,-0.67,5.98|2025-12-19,7.53,2.88亿,3856.70万,SH,601998,上交所主板,7.41,0.67,5.83,否,0.59,7.46,中信银行,否,0.09,1,False,-0.05,4151.13亿
1484.00亿,118,1.04,5.94|2025-12-19,72.52,15.25亿,2144.95万,SH,601336,上交所主板,69.80,0.98,5.07,否,2.26,71.16,新华保险,否,1.03,1,False,0.73,2219.87亿
1416.64亿,119,-1.87,5.83|2025-12-19,10.15,5.81亿,5796.38万,SH,601229,上交所主板,9.95,1.23,5.88,否,0.59,9.97,上海银行,否,0.41,1,False,-0.19,1416.64亿
4463.25亿,120,0.72,5.79|2025-12-19,21.18,15.09亿,7170.66万,SH,601166,上交所主板,20.81,1.08,5.31,否,0.57,21.09,兴业银行,否,0.34,1,False,0.15,4463.25亿
1926.89亿,121,-0.94,5.67|2025-12-19,10.63,15.20亿,1.44亿,SH,600919,上交所主板,10.48,1.10,4.73,否,0.76,10.50,江苏银行,否,0.79,1,False,-0.10,1926.89亿
1386.57亿,122,-0.51,5.59|2025-12-19,3.93,11.32亿,2.89亿,SH,600016,上交所主板,3.90,1.01,4.50,否,0.30,3.91,民生银行,否,0.82,1,False,-0.02,1711.89亿
2152.79亿,123,0.39,5.41|2025-12-19,5.24,7.52亿,1.44亿,SH,601668,上交所主板,5.19,1.00,4.23,否,0.45,5.21,中国建筑,否,0.35,1,False,0.02,2152.79亿
2254.93亿,124,-0.17,5.20|2025-12-19,11.65,7.55亿,6498.86万,SZ,000001,深交所主板,11.58,0.76,4.41,否,0.50,11.62,平安银行,否,0.33,0,False,-0.02,2254.97亿
897.25亿,125,0.26,5.19|2025-12-19,7.81,1.51亿,1943.89万,SH,601186,上交所主板,7.76,0.73,5.36,否,0.39,7.80,中国铁建,否,0.17,1,False,0.02,1059.20亿
1652.08亿,126,0.00,5.15|2025-12-19,3.57,7.40亿,2.08亿,SH,601818,上交所主板,3.54,0.98,4.26,否,0.42,3.56,光大银行,否,0.45,1,False,0.00,2103.45亿
1173.44亿,127,-0.18,4.53|2025-12-19,5.57,8.73亿,1.57亿,SH,601169,上交所主板,5.53,1.15,4.18,否,0.42,5.55,北京银行,否,0.74,1,False,-0.01,1173.44亿
1054.02亿,128,-0.29,4.04|2025-12-19,6.88,2.78亿,4050.89万,SH,600015,上交所主板,6.83,0.74,4.55,否,0.35,6.85,华夏银行,否,0.26,1,False,-0.02,1090.17亿
