SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,SECURITY_CODE,QJFE_DAY{2025-10-24},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
1,4.7714,1.17,2012-04-05,36.53亿,0.055,2012-05-04,510300,-1.65亿,4.826,沪深300ETF,1,False,0.056,892.76亿,1.26|2025-10-24,T+1,4259.71亿|2025-10-24
2,4.5947,1.18,2013-02-18,7.14亿,0.051,2013-03-06,510310,-5040.00万,4.646,沪深300ETF易方达,1,False,0.054,668.70亿,1.26|2025-10-24,T+1,3072.46亿|2025-10-24
3,4.8401,1.09,2012-12-17,3.99亿,0.057,2012-12-25,510330,900.00万,4.897,沪深300ETF华夏,1,False,0.053,474.19亿,1.26|2025-10-24,T+1,2295.11亿|2025-10-24
4,4.9217,1.24,2012-04-05,8.10亿,0.055,2012-05-07,159919,-1.01亿,4.977,沪深300ETF,0,False,0.061,406.33亿,1.25|2025-10-24,T+1,1999.85亿|2025-10-24
5,3.1915,0.75,2004-11-29,30.43亿,0.025,2004-12-30,510050,1.05亿,3.216,上证50ETF,1,False,0.024,579.10亿,0.79|2025-10-24,T+1,1848.21亿|2025-10-24
6,7.3602,1.48,2013-01-10,15.99亿,0.118,2013-02-06,510500,-2320.00万,7.478,中证500ETF,1,False,0.109,182.81亿,1.64|2025-10-24,T+1,1345.49亿|2025-10-24
7,3.1485,1.97,2011-08-15,48.24亿,0.061,2011-09-20,159915,-2.22亿,3.209,创业板ETF,0,False,0.062,327.27亿,3.57|2025-10-24,T+1,1030.42亿|2025-10-24
8,0.9741,1.95,2021-08-23,22.22亿,0.019,2021-09-15,159792,-5000.00万,0.993,港股通互联网ETF,0,False,0.019,920.67亿,1.08|2025-10-24,T+0,896.82亿|2025-10-24
9,8.9504,-0.40,2013-06-24,60.24亿,-0.036,2013-07-18,518880,-9990.00万,8.914,黄金ETF,1,False,-0.036,92.72亿,-0.60|2025-10-24,T+0,829.84亿|2025-10-24
10,101.0090,0.00,2013-03-18,256.13亿,-0.002,2013-04-01,511880,154.51万,101.007,银华日利ETF,1,False,-0.004,7.84亿,0.01|2025-10-24,T+0,791.96亿|2025-10-24
