SERIAL,PER_NAV,CHG,STARTDATE,PREMIUM,FOUND_DATE,TRADING_VOLUMES{2025-10-20},SECURITY_CODE,QJFE_DAY{2025-10-17},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,NEW_SHARE,FUND_CHG_NEW,PCHG{2025-10-20},T0,NEW_SCALE
1,4.6422,0.35,2012-04-05,-0.002,2012-05-04,35.54亿,510300,4230.00万,4.640,沪深300ETF,1,False,897.48亿,0.54|2025-10-20,0.016,T+1,4175.87亿|2025-10-20
2,4.4703,0.16,2013-02-18,-0.004,2013-03-06,6.11亿,510310,6300.00万,4.466,沪深300ETF易方达,1,False,670.72亿,0.52|2025-10-20,0.007,T+1,2999.94亿|2025-10-20
3,4.7094,0.32,2012-12-17,-0.001,2012-12-25,2.15亿,510330,630.00万,4.708,沪深300ETF华夏,1,False,474.04亿,0.54|2025-10-20,0.015,T+1,2233.09亿|2025-10-20
4,4.7887,0.38,2012-04-05,-0.003,2012-05-07,5.37亿,159919,990.00万,4.786,沪深300ETF,0,False,408.73亿,0.53|2025-10-20,0.018,T+1,1946.89亿|2025-10-17
5,3.1121,0.03,2004-11-29,-0.001,2004-12-30,28.26亿,510050,-2.27亿,3.111,上证50ETF,1,False,576.38亿,0.24|2025-10-20,0.001,T+1,1808.75亿|2025-10-20
6,7.1657,0.65,2013-01-10,-0.006,2013-02-06,25.58亿,510500,7280.00万,7.160,中证500ETF,1,False,183.22亿,0.76|2025-10-20,0.046,T+1,1321.85亿|2025-10-20
7,2.9716,1.92,2011-08-15,-0.001,2011-09-20,46.43亿,159915,1.01亿,2.971,创业板ETF,0,False,339.55亿,1.95|2025-10-20,0.056,T+1,989.70亿|2025-10-17
8,0.9631,2.34,2021-08-23,-0.001,2021-09-15,18.15亿,159792,10000.00万,0.962,港股通互联网ETF,0,False,925.41亿,2.75|2025-10-20,0.022,T+0,867.39亿|2025-10-17
9,9.3213,-3.14,2013-06-24,-0.053,2013-07-18,112.39亿,518880,1.72亿,9.268,黄金ETF,1,False,89.34亿,-2.30|2025-10-20,-0.300,T+0,849.51亿|2025-10-20
10,100.9922,0.02,2013-03-18,0.041,2013-04-01,174.53亿,511880,25.73万,101.033,银华日利ETF,1,False,6.90亿,0.00|2025-10-20,0.020,T+0,735.56亿|2025-10-20
11,2.9285,0.62,2016-08-24,-0.002,2016-09-29,11.07亿,512100,1.48亿,2.927,中证1000ETF,1,False,247.81亿,0.74|2025-10-20,0.018,T+1,726.54亿|2025-10-20
12,1.4365,0.28,2020-09-22,0.001,2020-09-28,49.78亿,588000,7.43亿,1.437,科创50ETF,1,False,496.65亿,0.36|2025-10-20,0.004,T+1,712.72亿|2025-10-20
13,-,-0.01,2012-12-19,0.003,2012-12-27,310.65亿,511990,436.65万,100.003,华宝添益ETF,1,False,6.92亿,0.01|2025-10-20,-0.011,T+0,709.72亿|2025-10-20
14,1.3909,0.36,2020-09-22,0.002,2020-09-28,19.42亿,588080,-2.70亿,1.393,科创板50ETF,1,False,499.94亿,0.35|2025-10-20,0.005,T+1,701.79亿|2025-10-20
15,112.4951,0.00,2020-04-30,0.002,2020-08-03,378.90亿,511360,2000.00万,112.497,短融ETF,1,False,5.40亿,0.01|2025-10-20,0.004,T+0,617.00亿|2025-10-20
16,1.2343,0.16,2016-06-20,0.001,2016-07-26,25.15亿,512880,6.10亿,1.235,证券ETF,1,False,474.45亿,0.10|2025-10-20,0.002,T+1,588.22亿|2025-10-20
17,13.2159,0.05,2020-02-10,0.009,2020-03-06,131.07亿,511380,2080.00万,13.225,可转债ETF,1,False,43.62亿,0.05|2025-10-20,0.007,T+0,582.08亿|2025-10-20
18,0.8005,2.17,2021-05-12,0.002,2021-05-18,60.73亿,513180,9.57亿,0.802,恒生科技指数ETF,1,False,554.04亿,3.06|2025-10-20,0.017,T+0,443.91亿|2025-10-20
19,114.5622,-0.09,2022-08-03,0.006,2022-08-19,51.95亿,511520,734.00万,114.568,政金债券ETF,1,False,3.78亿,-0.09|2025-10-20,-0.103,T+0,432.64亿|2025-10-20
20,2.9806,0.44,2021-03-04,-0.004,2021-03-18,2.88亿,159845,6800.00万,2.977,中证1000ETF,0,False,145.12亿,0.74|2025-10-20,0.013,T+1,429.38亿|2025-10-17
21,0.7858,2.34,2021-05-12,0.002,2021-05-24,64.95亿,513130,8.81亿,0.788,恒生科技ETF,1,False,513.93亿,3.23|2025-10-20,0.018,T+0,404.63亿|2025-10-20
22,9.3027,-3.21,2014-08-04,-0.052,2014-08-13,32.67亿,159937,1.22亿,9.251,黄金ETF基金,0,False,41.66亿,-2.30|2025-10-20,-0.307,T+0,396.67亿|2025-10-17
23,2.3117,0.43,2022-09-23,0.001,2022-09-30,37.78亿,588200,-4.38亿,2.313,科创芯片ETF,1,False,167.23亿,0.43|2025-10-20,0.010,T+1,387.48亿|2025-10-20
24,1.5693,3.05,2016-12-12,0.007,2017-01-04,32.24亿,513050,100.00万,1.621,中概互联网ETF,1,False,243.91亿,-2.80|2025-10-17,0.048,T+0,382.77亿|2025-10-17
25,0.5900,0.00,2016-08-01,0.000,2016-08-30,13.45亿,512000,9.26亿,0.590,券商ETF,1,False,630.34亿,0.10|2025-10-20,0.000,T+1,377.15亿|2025-10-20
26,1.4538,2.31,2022-06-17,0.005,2022-06-30,9.43亿,159636,3300.00万,1.459,港股通科技30ETF,0,False,259.72亿,2.93|2025-10-20,0.033,T+0,366.83亿|2025-10-17
27,0.5624,2.37,2021-01-18,0.000,2021-01-26,46.85亿,513330,1.26亿,0.562,恒生互联网ETF,1,False,607.47亿,3.33|2025-10-20,0.013,T+0,341.66亿|2025-10-20
28,9.7368,-3.18,2013-10-28,-0.052,2013-11-29,39.85亿,159934,9510.00万,9.685,黄金ETF,0,False,34.02亿,-2.30|2025-10-20,-0.318,T+0,339.06亿|2025-10-17
29,2.9759,0.54,2022-07-22,-0.001,2022-07-28,8538.24万,560010,300.00万,2.975,中证1000ETF指数,1,False,112.39亿,0.74|2025-10-20,0.016,T+1,334.63亿|2025-10-20
30,2.2308,0.54,2020-02-24,0.007,2020-03-13,136.69亿,513090,1.53亿,2.238,香港证券ETF,1,False,149.13亿,0.74|2025-10-20,0.012,T+0,332.75亿|2025-10-20
31,118.7128,-0.32,2023-02-17,0.110,2023-05-19,110.66亿,511090,433.00万,118.823,30年国债ETF,1,False,2.52亿,-0.32|2025-10-20,-0.383,T+0,307.70亿|2025-10-20
32,1.3223,3.01,2015-05-20,0.055,2015-06-10,18.26亿,159941,650.00万,1.369,纳指ETF,0,False,220.68亿,0.62|2025-10-17,0.040,T+0,291.80亿|2025-10-17
33,1.7172,1.00,2019-12-24,0.003,2020-01-20,10.24亿,159995,-4200.00万,1.720,芯片ETF,0,False,163.36亿,0.84|2025-10-20,0.017,T+1,278.19亿|2025-10-17
34,9.2079,-3.12,2013-06-24,-0.052,2013-07-18,9.18亿,518800,6130.00万,9.156,黄金基金ETF,1,False,28.49亿,-2.30|2025-10-20,-0.295,T+0,271.94亿|2025-10-20
35,0.3690,0.00,2019-04-22,-0.001,2019-05-20,4.51亿,512170,5.81亿,0.368,医疗ETF,1,False,697.48亿,0.27|2025-10-20,0.000,T+1,257.38亿|2025-10-20
36,1.4131,2.32,2016-06-06,0.000,2016-06-30,24.37亿,159949,-2100.00万,1.413,创业板50ETF,0,False,183.88亿,2.37|2025-10-20,0.032,T+1,253.82亿|2025-10-17
37,10.1537,-0.02,2014-10-17,-0.004,2014-11-13,2.55亿,511220,1860.00万,10.150,城投债ETF,1,False,24.59亿,0.04|2025-10-20,-0.002,T+0,249.73亿|2025-10-20
38,1.1867,0.17,2018-11-21,0.000,2018-12-19,8.80亿,512890,6.19亿,1.187,红利低波ETF,1,False,201.76亿,0.03|2025-10-20,0.002,T+1,242.24亿|2025-10-20
