CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,TRADING_VOLUMES,VOLUME,PETTMDEDUCTED{2025-12-23},MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,IFSTSTOCK{2025-12-23},TOAL_MARKET_VALUE<140>
996.13亿,44,-0.64,56.68,3.76亿,667.83万,20.85|2025-12-23,SZ,000538,深交所主板,56.18,1.10,15.74,2.52,56.19,云南白药,否,0.38,0,False,-0.36,否,1002.58亿
3238.99亿,45,-0.38,19.11,39.65亿,2.12亿,20.77|2025-12-23,SH,603993,上交所主板,18.32,1.10,20.84,5.11,18.55,洛阳钼业,否,1.22,1,False,-0.07,否,3968.64亿
6654.81亿,46,0.65,27.74,19.62亿,7094.51万,20.72|2025-12-23,SH,600900,上交所主板,27.48,0.87,18.04,3.07,27.72,长江电力,否,0.30,1,False,0.18,否,6782.59亿
5609.35亿,47,0.85,5.95,8.72亿,1.48亿,20.69|2025-12-23,SH,600028,上交所主板,5.83,1.21,17.93,0.86,5.92,中国石化,否,0.16,1,False,0.05,否,7168.43亿
1732.40亿,48,-1.33,27.07,5.18亿,1930.34万,20.64|2025-12-23,SH,601066,上交所主板,26.65,0.54,21.89,2.53,26.67,中信建投,否,0.30,1,False,-0.36,否,2068.71亿
1020.96亿,49,0.20,30.15,12.92亿,4383.70万,20.60|2025-12-23,SZ,000807,深交所主板,28.73,0.99,17.41,3.16,29.44,云铝股份,否,1.26,0,False,0.06,否,1020.97亿
1045.62亿,50,-0.28,7.28,7.09亿,9799.27万,20.37|2025-12-23,SZ,002027,深交所主板,7.18,0.87,18.49,6.35,7.24,分众传媒,否,0.68,0,False,-0.02,否,1045.62亿
2341.59亿,51,-1.31,76.18,19.47亿,2592.93万,20.31|2025-12-23,SH,600309,上交所主板,74.50,0.65,19.18,2.23,74.80,万华化学,否,0.83,1,False,-0.99,否,2341.59亿
6610.83亿,52,-1.35,33.10,87.80亿,2.70亿,20.28|2025-12-23,SH,601899,上交所主板,31.90,1.53,16.90,5.09,32.09,紫金矿业,否,1.31,1,False,-0.44,否,8532.65亿
1663.20亿,53,-0.22,9.32,1.63亿,1762.83万,19.93|2025-12-23,SH,600025,上交所主板,9.23,0.87,17.13,2.51,9.24,华能水电,否,0.10,1,False,-0.02,否,1721.51亿
1.76万亿,54,-0.03,1412.93,34.45亿,245.07万,19.56|2025-12-23,SH,600519,上交所主板,1397.19,1.02,20.46,7.76,1407.86,贵州茅台,否,0.20,1,False,-0.40,否,1.76万亿
5092.51亿,55,-1.20,6.65,9.46亿,1.43亿,19.52|2025-12-23,SH,601728,上交所主板,6.54,0.97,14.63,1.31,6.56,中国电信,否,0.18,1,False,-0.08,否,6002.87亿
2544.14亿,56,0.58,5.21,4.26亿,8194.07万,19.49|2025-12-23,SH,601816,上交所主板,5.17,0.79,18.52,1.24,5.20,京沪高铁,否,0.17,1,False,0.03,否,2544.14亿
931.53亿,57,0.41,26.96,1.98亿,738.90万,18.81|2025-12-23,SZ,000895,深交所主板,26.66,0.87,17.65,4.61,26.89,双汇发展,否,0.21,0,False,0.11,否,931.65亿
2809.45亿,58,0.00,21.06,13.70亿,6559.01万,18.62|2025-12-23,SH,601211,上交所主板,20.74,0.76,12.47,1.17,20.82,国泰海通,否,0.49,1,False,0.00,否,3670.34亿
1255.47亿,59,-0.22,63.25,7.31亿,1173.55万,18.55|2025-12-23,SH,600660,上交所主板,61.71,1.16,17.37,4.61,62.68,福耀玻璃,否,0.59,1,False,-0.14,否,1635.79亿
1007.87亿,60,-0.64,10.92,9.03亿,8386.33万,18.55|2025-12-23,SZ,000425,深交所主板,10.67,1.41,16.00,2.13,10.85,徐工机械,否,0.90,0,False,-0.07,否,1275.20亿
1038.73亿,61,-1.50,36.01,9.86亿,2759.31万,18.44|2025-12-23,SH,601995,上交所主板,35.49,0.58,19.59,1.77,35.53,中金公司,否,0.94,1,False,-0.54,否,1715.12亿
801.48亿,62,0.28,10.86,5.48亿,5087.74万,17.95|2025-12-23,SH,600958,上交所主板,10.67,0.80,13.38,1.16,10.73,东方证券,否,0.68,1,False,0.03,否,911.69亿
2163.00亿,63,-0.48,178.51,4.61亿,259.59万,17.58|2025-12-23,SH,600809,上交所主板,176.60,0.80,14.22,5.58,177.30,山西汾酒,否,0.21,1,False,-0.85,否,2163.00亿
896.10亿,64,0.84,54.10,2.60亿,481.96万,17.25|2025-12-23,SZ,002311,深交所主板,53.45,1.08,16.24,3.55,53.90,海大集团,否,0.29,0,False,0.45,否,896.76亿
911.71亿,65,-0.17,101.29,12.89亿,1277.08万,16.90|2025-12-23,SH,600941,上交所主板,100.82,1.03,14.21,1.60,100.99,中国移动,否,1.41,1,False,-0.17,否,2.19万亿
873.26亿,66,-1.17,42.96,19.48亿,4610.31万,16.84|2025-12-23,SH,600362,上交所主板,41.70,1.20,18.14,1.80,42.08,江西铜业,否,2.22,1,False,-0.50,否,1457.12亿
1559.60亿,67,-0.83,7.22,3.50亿,4885.20万,16.61|2025-12-23,SH,600019,上交所主板,7.15,0.68,14.70,0.76,7.16,宝钢股份,否,0.22,1,False,-0.06,否,1559.60亿
1054.09亿,68,0.68,5.94,5.91亿,1.00亿,16.38|2025-12-23,SH,600795,上交所主板,5.84,0.68,11.67,1.72,5.91,国电电力,否,0.56,1,False,0.04,否,1054.09亿
998.11亿,69,-0.22,13.52,2.31亿,1718.30万,16.14|2025-12-23,SH,600886,上交所主板,13.38,0.91,12.33,1.62,13.39,国投电力,否,0.23,1,False,-0.03,否,1071.80亿
1069.82亿,70,-0.93,5.36,6.01亿,1.13亿,16.08|2025-12-23,SH,601006,上交所主板,5.30,1.08,12.89,0.64,5.31,大秦铁路,否,0.56,1,False,-0.05,否,1069.82亿
6786.06亿,71,0.66,41.46,9.41亿,2286.90万,15.49|2025-12-23,SH,601088,上交所主板,40.84,0.95,15.70,2.06,41.15,中国神华,否,0.14,1,False,0.27,否,8175.90亿
3486.15亿,72,-0.07,28.88,27.02亿,9406.47万,15.25|2025-12-23,SH,600030,上交所主板,28.59,0.86,13.74,1.51,28.63,中信证券,否,0.77,1,False,-0.02,否,4243.12亿
4258.72亿,73,-0.55,110.43,12.48亿,1135.40万,14.99|2025-12-23,SZ,000858,深交所主板,109.33,0.85,14.85,2.99,109.72,五 粮 液,否,0.29,0,False,-0.61,否,4258.90亿
1678.62亿,74,0.73,6.91,5.00亿,7258.33万,14.95|2025-12-23,SH,601766,上交所主板,6.84,0.84,14.90,1.17,6.90,中国中车,否,0.30,1,False,0.05,否,1980.22亿
881.88亿,75,-0.39,17.79,7.26亿,4112.49万,14.28|2025-12-23,SZ,000338,深交所主板,17.44,0.67,13.02,1.64,17.69,潍柴动力,否,0.82,0,False,-0.07,否,1541.43亿
5452.36亿,76,0.62,80.31,20.30亿,2546.80万,14.24|2025-12-23,SZ,000333,深交所主板,79.02,1.08,11.98,2.74,79.65,美的集团,否,0.37,0,False,0.49,否,6051.73亿
1180.86亿,77,-0.57,5.29,3.08亿,5848.58万,14.14|2025-12-23,SZ,000166,深交所主板,5.23,0.73,12.28,1.19,5.24,申万宏源,否,0.26,0,False,-0.03,否,1312.09亿
1769.00亿,78,-0.77,121.32,8.66亿,719.34万,14.09|2025-12-23,SZ,000568,深交所主板,119.51,1.09,12.35,3.57,120.40,泸州老窖,否,0.49,0,False,-0.93,否,1772.22亿
887.53亿,79,0.59,22.33,4.41亿,1991.42万,13.96|2025-12-23,SH,600585,上交所主板,22.03,1.02,13.99,0.62,22.19,海螺水泥,否,0.50,1,False,0.13,否,1175.92亿
1695.17亿,80,0.35,23.58,21.77亿,9352.64万,13.64|2025-12-23,SH,601688,上交所主板,22.91,0.84,12.34,1.23,23.20,华泰证券,否,1.28,1,False,0.08,否,2094.23亿
1445.12亿,81,0.00,11.25,25.01亿,2.26亿,13.46|2025-12-23,SH,601600,上交所主板,10.85,1.18,12.98,2.56,10.97,中国铝业,否,1.72,1,False,0.00,否,1881.97亿
2113.51亿,82,-0.86,22.10,5.08亿,2326.22万,13.41|2025-12-23,SH,601225,上交所主板,21.70,0.70,12.47,2.24,21.80,陕西煤业,否,0.24,1,False,-0.19,否,2113.51亿
1701.45亿,83,-0.44,27.58,6.97亿,2550.86万,12.75|2025-12-23,SH,600690,上交所主板,27.16,1.03,11.02,2.16,27.21,海尔智家,否,0.41,1,False,-0.12,否,2551.65亿
1293.58亿,84,1.44,22.26,15.71亿,7146.85万,12.68|2025-12-23,SZ,000776,深交所主板,21.48,1.38,11.43,1.31,21.91,广发证券,否,1.21,0,False,0.31,否,1666.44亿
855.42亿,85,0.92,9.90,2.05亿,2083.21万,12.47|2025-12-23,SH,600039,上交所主板,9.72,0.85,12.11,1.72,9.84,四川路桥,否,0.24,1,False,0.09,否,855.65亿
1343.47亿,86,0.11,18.38,3.60亿,1969.72万,12.39|2025-12-23,SH,600989,上交所主板,18.17,0.83,11.26,2.92,18.32,宝丰能源,否,0.27,1,False,0.02,否,1343.47亿
1138.67亿,87,-0.76,15.89,4.36亿,2759.06万,12.26|2025-12-23,SH,601881,上交所主板,15.70,0.79,11.75,1.48,15.72,中国银河,否,0.38,1,False,-0.12,否,1718.89亿
1238.73亿,88,-0.36,16.82,3.36亿,2006.69万,12.00|2025-12-23,SH,600999,上交所主板,16.68,0.61,12.27,1.23,16.69,招商证券,否,0.27,1,False,-0.06,否,1451.45亿
1880.15亿,89,-0.50,49.80,9.75亿,1971.50万,11.72|2025-12-23,SZ,002714,深交所主板,49.22,0.71,13.68,3.55,49.34,牧原股份,否,0.52,0,False,-0.25,否,2695.33亿
840.49亿,90,1.66,28.18,12.13亿,4331.90万,11.28|2025-12-23,SH,600938,上交所主板,27.71,1.11,9.83,1.70,28.11,中国海油,否,1.45,1,False,0.46,否,1.34万亿
1.60万亿,91,1.75,9.98,10.41亿,1.05亿,10.99|2025-12-23,SH,601857,上交所主板,9.75,0.95,10.75,1.16,9.89,中国石油,否,0.07,1,False,0.17,否,1.81万亿
1260.19亿,92,0.00,13.24,2.82亿,2141.96万,10.78|2025-12-23,SZ,002736,深交所主板,13.08,0.69,11.02,1.38,13.11,国信证券,否,0.22,0,False,0.00,否,1342.69亿
1183.35亿,93,-0.54,13.17,2.53亿,1948.41万,10.05|2025-12-23,SH,601898,上交所主板,12.87,0.99,10.30,1.09,12.93,中煤能源,否,0.21,1,False,-0.07,否,1714.35亿
1294.84亿,94,0.00,5.60,1.38亿,2479.44万,9.82|2025-12-23,SH,600018,上交所主板,5.56,0.80,8.63,0.93,5.57,上港集团,否,0.11,1,False,0.00,否,1296.77亿
2.45万亿,95,0.92,7.67,17.69亿,2.32亿,9.29|2025-12-23,SH,601288,上交所主板,7.57,0.92,9.10,0.99,7.66,农业银行,否,0.07,1,False,0.07,否,2.68万亿
872.12亿,96,1.15,7.99,4.86亿,6124.27万,8.57|2025-12-23,SH,600011,上交所主板,7.82,1.40,6.29,1.86,7.93,华能国际,否,0.56,1,False,0.09,否,1244.86亿
7407.68亿,97,1.39,70.24,53.25亿,7657.20万,8.53|2025-12-23,SH,601318,上交所主板,68.35,1.01,7.10,1.28,69.49,中国平安,否,0.72,1,False,0.95,否,1.26万亿
3940.08亿,98,1.63,11.88,7.24亿,6148.83万,8.02|2025-12-23,SH,600000,上交所主板,11.62,0.92,7.61,0.54,11.83,浦发银行,否,0.18,1,False,0.19,否,3940.08亿
2859.17亿,99,0.89,42.49,13.69亿,3268.55万,7.93|2025-12-23,SH,601601,上交所主板,41.25,0.87,6.59,1.41,41.77,中国太保,否,0.48,1,False,0.37,否,4018.42亿
2255.70亿,100,0.05,41.15,13.55亿,3308.72万,7.76|2025-12-23,SZ,000651,深交所主板,40.77,1.05,8.01,1.59,40.90,格力电器,否,0.60,0,False,0.02,否,2290.98亿
9689.19亿,101,0.37,47.38,7.27亿,1557.03万,7.72|2025-12-23,SH,601628,上交所主板,46.20,0.95,5.88,2.10,46.53,中国人寿,否,0.07,1,False,0.17,否,1.32万亿
2.14万亿,102,0.38,7.95,15.84亿,2.00亿,7.71|2025-12-23,SH,601398,上交所主板,7.87,0.95,7.84,0.75,7.92,工商银行,否,0.07,1,False,0.03,否,2.82万亿
1.20万亿,103,0.53,5.71,14.80亿,2.61亿,7.69|2025-12-23,SH,601988,上交所主板,5.63,1.12,7.75,0.70,5.70,中国银行,否,0.12,1,False,0.03,否,1.84万亿
3262.24亿,104,0.44,9.42,7.86亿,8499.73万,7.60|2025-12-23,SH,601319,上交所主板,9.13,0.88,6.51,1.31,9.19,中国人保,否,0.24,1,False,0.04,否,4064.18亿
3658.17亿,105,0.37,5.46,7.39亿,1.36亿,7.55|2025-12-23,SH,601658,上交所主板,5.42,1.10,6.41,0.65,5.45,邮储银行,否,0.20,1,False,0.02,否,6545.18亿
979.97亿,106,0.48,8.33,1.24亿,1492.00万,7.53|2025-12-23,SH,601800,上交所主板,8.28,0.82,7.44,0.46,8.32,中国交建,否,0.13,1,False,0.04,否,1354.05亿
860.57亿,107,0.66,9.31,1.35亿,1468.56万,7.19|2025-12-23,SH,601825,上交所主板,9.11,0.83,6.28,0.70,9.18,沪农商行,否,0.16,1,False,0.06,否,885.36亿
884.54亿,108,0.33,9.27,6.90亿,7491.03万,7.17|2025-12-23,SH,601939,上交所主板,9.15,0.82,7.03,0.71,9.22,建设银行,否,0.78,1,False,0.03,否,2.41万亿
8645.59亿,109,0.34,42.04,25.40亿,6065.10万,7.11|2025-12-23,SH,600036,上交所主板,41.66,0.99,6.97,0.97,41.91,招商银行,否,0.29,1,False,0.14,否,1.06万亿
1939.79亿,110,0.54,7.47,8.62亿,1.16亿,6.98|2025-12-23,SH,601328,上交所主板,7.38,0.95,7.04,0.59,7.44,交通银行,否,0.44,1,False,0.04,否,6574.27亿
1404.50亿,111,0.89,11.44,3.78亿,3334.94万,6.59|2025-12-23,SH,601009,上交所主板,11.25,0.90,5.85,0.77,11.36,南京银行,否,0.27,1,False,0.10,否,1404.50亿
1888.23亿,112,0.07,28.88,5.47亿,1912.07万,6.51|2025-12-23,SZ,002142,深交所主板,28.42,0.98,6.31,0.88,28.61,宁波银行,否,0.29,0,False,0.02,否,1889.29亿
1105.64亿,113,0.37,5.43,3.42亿,6321.40万,6.50|2025-12-23,SH,601390,上交所主板,5.39,1.07,5.72,0.42,5.40,XD中国中,否,0.31,1,False,0.02,否,1333.06亿
1941.93亿,114,0.39,15.49,9.35亿,6075.05万,6.29|2025-12-23,SH,601919,上交所主板,15.29,1.02,6.61,1.03,15.40,中远海控,否,0.48,1,False,0.06,否,2385.42亿
1516.32亿,115,1.55,73.45,16.17亿,2227.74万,6.07|2025-12-23,SH,601336,上交所主板,71.52,1.06,5.18,2.30,72.71,新华保险,否,1.07,1,False,1.11,否,2268.22亿
3045.00亿,116,1.08,7.50,3.94亿,5287.89万,5.99|2025-12-23,SH,601998,上交所主板,7.37,1.19,5.84,0.59,7.47,中信银行,否,0.13,1,False,0.08,否,4156.69亿
1115.62亿,117,0.26,15.52,4.97亿,3217.09万,5.93|2025-12-23,SH,600926,上交所主板,15.35,0.71,5.27,0.84,15.39,杭州银行,否,0.44,1,False,0.04,否,1115.62亿
1406.69亿,118,1.12,9.95,4.67亿,4723.65万,5.79|2025-12-23,SH,601229,上交所主板,9.77,0.94,5.84,0.59,9.90,上海银行,否,0.33,1,False,0.11,否,1406.69亿
4456.90亿,119,0.33,21.10,9.41亿,4474.50万,5.79|2025-12-23,SH,601166,上交所主板,20.91,0.70,5.30,0.57,21.06,兴业银行,否,0.21,1,False,0.07,否,4456.90亿
1906.70亿,120,-0.19,10.46,7.90亿,7591.18万,5.61|2025-12-23,SH,600919,上交所主板,10.37,0.64,4.68,0.75,10.39,江苏银行,否,0.41,1,False,-0.02,否,1906.70亿
1358.20亿,121,-1.29,3.89,16.98亿,4.41亿,5.48|2025-12-23,SH,600016,上交所主板,3.82,1.47,4.41,0.30,3.83,民生银行,否,1.24,1,False,-0.05,否,1676.87亿
2148.66亿,122,0.58,5.22,6.22亿,1.20亿,5.40|2025-12-23,SH,601668,上交所主板,5.16,0.86,4.22,0.45,5.20,中国建筑,否,0.29,1,False,0.03,否,2148.66亿
896.10亿,123,0.13,7.82,1.53亿,1964.22万,5.18|2025-12-23,SH,601186,上交所主板,7.77,0.96,5.36,0.39,7.79,中国铁建,否,0.17,1,False,0.01,否,1057.85亿
2243.29亿,124,0.35,11.60,7.70亿,6662.66万,5.17|2025-12-23,SZ,000001,深交所主板,11.50,0.94,4.39,0.50,11.56,平安银行,否,0.34,0,False,0.04,否,2243.32亿
1628.88亿,125,-0.28,3.54,6.12亿,1.74亿,5.08|2025-12-23,SH,601818,上交所主板,3.50,0.84,4.20,0.42,3.51,光大银行,否,0.37,1,False,-0.01,否,2073.90亿
1164.98亿,126,0.00,5.54,5.26亿,9540.39万,4.50|2025-12-23,SH,601169,上交所主板,5.50,0.66,4.15,0.42,5.51,北京银行,否,0.45,1,False,0.00,否,1164.98亿
1050.95亿,127,0.00,6.88,2.26亿,3297.19万,4.03|2025-12-23,SH,600015,上交所主板,6.82,0.74,4.53,0.35,6.83,华夏银行,否,0.21,1,False,0.00,否,1086.99亿
