code,name,time,macd,signal
002294,信立泰,2025-10-24 13:30:00,-0.3603,-0.3735
300394,天孚通信,2025-10-24 10:00:00,-1.2498,-1.3518
002402,和而泰,2025-10-24 10:00:00,0.6253,0.4252
300033,同花顺,2025-10-24 11:00:00,0.807,0.7804
002050,三花智控,2025-10-24 11:30:00,0.4473,0.2556
002558,巨人网络,2025-10-24 13:30:00,0.066,-0.0168
300316,晶盛机电,2025-10-24 10:00:00,0.1081,-0.0452
300413,芒果超媒,2025-10-24 14:30:00,-0.1258,-0.1282
000988,华工科技,2025-10-24 13:30:00,-0.719,-0.8942
603486,科沃斯,2025-10-24 10:00:00,0.0462,-0.2056
300014,亿纬锂能,2025-10-24 13:30:00,0.439,0.3287
603659,璞泰来,2025-10-24 14:30:00,0.1668,0.162
300124,汇川技术,2025-10-24 11:30:00,-0.2732,-0.2895
605499,东鹏饮料,2025-10-24 10:00:00,0.8546,0.2041
600547,山东黄金,2025-10-24 15:00:00,-0.0515,-0.0584
000426,兴业银锡,2025-10-24 15:00:00,-0.007,-0.018
002080,中材科技,2025-10-24 10:00:00,-0.1986,-0.3245
600930,华电新能,2025-10-24 11:00:00,0.005,0.005
600930,华电新能,2025-10-24 14:00:00,0.007,0.0051
600236,桂冠电力,2025-10-24 14:30:00,-0.0038,-0.0058
600021,上海电力,2025-10-24 10:00:00,0.0813,-0.0081
300866,安克创新,2025-10-24 14:00:00,-0.0893,-0.1357
000408,藏格矿业,2025-10-24 15:00:00,0.3547,0.3545
001289,龙源电力,2025-10-24 11:30:00,-0.0921,-0.0926
601021,春秋航空,2025-10-24 14:30:00,-0.3356,-0.3548
600489,中金黄金,2025-10-24 15:00:00,-0.0822,-0.0885
600160,巨化股份,2025-10-24 11:30:00,-0.1443,-0.1508
603799,华友钴业,2025-10-24 14:00:00,0.2319,0.2293
600875,东方电气,2025-10-24 13:30:00,-0.0441,-0.045
601061,中信金属,2025-10-24 11:30:00,0.0328,0.0287
601985,中国核电,2025-10-24 15:00:00,0.0017,0.0003
600887,伊利股份,2025-10-24 14:30:00,-0.0085,-0.0103
001979,招商蛇口,2025-10-24 13:30:00,-0.0732,-0.0751
003816,中国广核,2025-10-24 14:30:00,-0.0141,-0.0152
000975,山金国际,2025-10-24 11:00:00,-0.121,-0.1324
002595,豪迈科技,2025-10-24 14:30:00,0.2836,0.2764
600900,长江电力,2025-10-24 14:00:00,0.0331,0.0306
002311,海大集团,2025-10-24 13:30:00,-0.1602,-0.1717
601808,中海油服,2025-10-24 15:00:00,-0.0401,-0.0423
002352,顺丰控股,2025-10-24 13:30:00,-0.063,-0.0707
000807,云铝股份,2025-10-24 14:00:00,0.1668,0.158
600886,国投电力,2025-10-24 14:00:00,0.0228,0.0166
600674,川投能源,2025-10-24 14:00:00,-0.0053,-0.0102
601006,大秦铁路,2025-10-24 14:30:00,0.0008,0.0001
601088,中国神华,2025-10-24 11:00:00,0.1385,0.1123
600233,圆通速递,2025-10-24 14:30:00,-0.0082,-0.0089
300498,温氏股份,2025-10-24 15:00:00,-0.0425,-0.0461
600377,宁沪高速,2025-10-24 13:30:00,-0.0257,-0.0265
002532,天山铝业,2025-10-24 13:30:00,0.1309,0.1265
002736,国信证券,2025-10-24 15:00:00,0.0511,0.0408
001965,招商公路,2025-10-24 13:30:00,0.0099,-0.001
600803,新奥股份,2025-10-24 14:00:00,0.0118,0.0067
600188,兖矿能源,2025-10-24 11:00:00,0.0254,0.0032
601600,中国铝业,2025-10-24 13:30:00,0.1199,0.1105
000933,神火股份,2025-10-24 14:00:00,0.1482,0.1289
000933,神火股份,2025-10-24 15:00:00,0.1342,0.1284
601868,中国能建,2025-10-24 14:00:00,-0.0023,-0.0028
600690,海尔智家,2025-10-24 10:00:00,0.0852,0.0749
601225,陕西煤业,2025-10-24 14:30:00,0.0195,0.0188
601628,中国人寿,2025-10-24 11:00:00,0.141,0.1262
601991,大唐发电,2025-10-24 14:00:00,-0.0029,-0.003
601898,中煤能源,2025-10-24 14:00:00,0.0178,0.0177
601898,中煤能源,2025-10-24 15:00:00,0.0194,0.0159
600027,华电国际,2025-10-24 15:00:00,-0.0023,-0.0024
601288,农业银行,2025-10-24 11:00:00,0.0118,0.0092
600096,云天化,2025-10-24 14:00:00,0.012,0.0073
002648,卫星化学,2025-10-24 13:30:00,0.0283,0.0265
002648,卫星化学,2025-10-24 14:30:00,0.0293,0.0271
601669,中国电建,2025-10-24 13:30:00,-0.0046,-0.0052
601669,中国电建,2025-10-24 15:00:00,-0.0048,-0.0057
601319,中国人保,2025-10-24 11:30:00,0.0202,0.0184
601398,工商银行,2025-10-24 11:00:00,0.0351,0.0349
601398,工商银行,2025-10-24 13:30:00,0.0357,0.0347
601988,中国银行,2025-10-24 11:00:00,0.0229,0.0204
601939,建设银行,2025-10-24 11:30:00,0.0102,0.0091
601336,新华保险,2025-10-24 11:00:00,0.0398,0.0171
601328,交通银行,2025-10-24 10:30:00,0.0351,0.0323
601077,渝农商行,2025-10-24 14:00:00,-0.0303,-0.0305
601077,渝农商行,2025-10-24 15:00:00,-0.0299,-0.031
601998,中信银行,2025-10-24 11:30:00,0.0246,0.0229
601229,上海银行,2025-10-24 10:30:00,0.0131,0.0025
