CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,TRADING_VOLUMES,IFSTSTOCK{2025-11-04},VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,PETTMDEDUCTED{2025-11-04},TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,TOAL_MARKET_VALUE<140>
678.52亿,45,-3.47,36.38,12.94亿,否,3664.23万,SZ,002558,深交所主板,34.60,0.55,35.92,4.47,35.07,巨人网络,否,37.02|2025-11-04,1.89,0,False,-1.26,678.52亿
599.53亿,46,-2.58,29.10,7.38亿,否,2591.28万,SH,600196,上交所主板,28.16,1.07,22.46,1.57,28.30,复星医药,否,36.84|2025-11-04,1.22,1,False,-0.75,755.73亿
513.70亿,47,-2.79,24.09,5.95亿,否,2543.52万,SH,601231,上交所主板,23.02,0.49,30.50,2.76,23.34,环旭电子,否,33.64|2025-11-04,1.16,1,False,-0.67,513.70亿
4398.61亿,48,-3.78,62.84,79.01亿,否,1.29亿,SZ,002475,深交所主板,60.06,0.79,28.71,5.53,60.54,立讯精密,否,33.60|2025-11-04,1.78,0,False,-2.38,4408.59亿
1387.39亿,49,-1.59,269.90,8.45亿,否,317.22万,SH,605499,上交所主板,264.00,1.58,27.67,15.77,266.80,东鹏饮料,否,33.52|2025-11-04,0.61,1,False,-4.32,1387.39亿
811.66亿,50,-0.59,29.67,26.53亿,否,9139.59万,SH,600021,上交所主板,28.70,0.60,19.96,3.83,28.77,上海电力,否,33.50|2025-11-04,3.24,1,False,-0.17,811.66亿
2099.13亿,51,-1.05,38.15,6.15亿,否,1625.46万,SH,603288,上交所主板,37.66,0.96,31.13,5.59,37.75,海天味业,否,33.42|2025-11-04,0.29,1,False,-0.40,2209.06亿
1240.84亿,52,-3.81,35.47,17.07亿,否,4940.59万,SH,600547,上交所主板,34.05,0.99,30.00,5.20,34.33,山东黄金,否,32.68|2025-11-04,1.37,1,False,-1.36,1582.59亿
1468.24亿,53,-1.48,4.06,20.04亿,否,4.98亿,SZ,000725,深交所主板,4.00,1.11,24.39,1.12,4.00,京东方Ａ,否,31.78|2025-11-04,1.36,0,False,-0.06,1496.56亿
551.42亿,54,-3.75,100.72,10.50亿,否,1081.19万,SH,603296,上交所主板,95.61,0.65,23.73,3.94,96.54,华勤技术,否,31.33|2025-11-04,1.89,1,False,-3.76,980.59亿
1196.26亿,55,-0.71,53.78,13.52亿,否,2574.27万,SZ,002938,深交所主板,51.38,0.59,37.41,3.68,51.80,鹏鼎控股,否,31.21|2025-11-04,1.11,0,False,-0.37,1200.75亿
787.52亿,56,-0.53,9.42,2.90亿,否,3105.96万,SZ,001979,深交所主板,9.27,0.65,25.34,0.85,9.31,招商蛇口,否,30.82|2025-11-04,0.37,0,False,-0.05,843.56亿
1280.64亿,57,-2.22,10.42,10.49亿,否,1.03亿,SZ,000617,深交所主板,10.08,0.79,24.03,1.22,10.13,中油资本,否,30.65|2025-11-04,0.81,0,False,-0.23,1280.64亿
628.92亿,58,-2.65,116.70,10.36亿,否,905.86万,SZ,002920,深交所主板,112.75,0.71,28.47,4.63,113.70,德赛西威,否,30.55|2025-11-04,1.64,0,False,-3.10,678.61亿
865.70亿,59,1.24,17.20,9513.43万,否,555.87万,SZ,001289,深交所主板,16.92,1.02,24.51,1.89,17.17,龙源电力,否,29.34|2025-11-04,0.11,0,False,0.21,1435.38亿
727.00亿,60,-0.20,35.18,5.22亿,否,1492.00万,SZ,002179,深交所主板,34.81,0.48,31.96,3.12,34.94,中航光电,否,29.29|2025-11-04,0.72,0,False,-0.07,740.12亿
1107.57亿,61,1.76,22.68,108.30亿,否,4.89亿,SH,600089,上交所主板,21.68,1.51,15.15,1.61,21.92,特变电工,否,29.13|2025-11-04,9.68,1,False,0.38,1107.57亿
621.27亿,62,-1.42,3.55,4.15亿,否,1.18亿,SH,601618,上交所主板,3.45,0.49,13.62,0.69,3.48,中国中冶,否,28.49|2025-11-04,0.66,1,False,-0.05,721.18亿
544.23亿,63,-3.39,16.67,25.03亿,否,1.54亿,SZ,002202,深交所主板,16.01,0.81,19.89,1.78,16.22,金风科技,否,28.32|2025-11-04,4.59,0,False,-0.57,685.31亿
1395.22亿,64,-0.97,22.72,3.02亿,否,1340.65万,SH,601633,上交所主板,22.36,0.88,16.70,2.23,22.47,长城汽车,否,28.01|2025-11-04,0.22,1,False,-0.22,1922.95亿
540.77亿,65,-2.49,35.75,15.05亿,否,4303.01万,SH,600549,上交所主板,34.52,0.47,23.26,3.29,34.80,厦门钨业,否,27.55|2025-11-04,2.77,1,False,-0.89,552.48亿
529.96亿,66,1.48,54.52,3.89亿,否,717.13万,SH,601021,上交所主板,53.20,1.10,17.02,2.92,54.17,春秋航空,否,26.88|2025-11-04,0.73,1,False,0.79,529.96亿
3410.52亿,67,-1.81,99.54,42.74亿,否,4350.17万,SZ,002594,深交所主板,97.71,0.98,28.66,4.06,97.80,比亚迪,否,26.01|2025-11-04,1.25,0,False,-1.80,8916.62亿
1237.47亿,68,-2.06,18.07,3.14亿,否,1773.17万,SH,600346,上交所主板,17.46,0.70,18.48,1.91,17.58,恒力石化,否,25.95|2025-11-04,0.25,1,False,-0.37,1237.47亿
1217.83亿,69,0.00,4.28,5.71亿,否,1.34亿,SH,600905,上交所主板,4.25,0.54,21.18,1.36,4.26,三峡能源,否,25.83|2025-11-04,0.47,1,False,0.00,1217.83亿
1839.79亿,70,-0.78,22.18,11.27亿,否,5153.88万,SH,600031,上交所主板,21.58,0.64,20.78,2.69,21.71,三一重工,否,25.30|2025-11-04,0.61,1,False,-0.17,1976.91亿
1932.71亿,71,-1.27,24.99,13.46亿,否,5485.25万,SH,600406,上交所主板,24.14,0.81,29.99,3.94,24.17,国电南瑞,否,25.23|2025-11-04,0.69,1,False,-0.31,1941.36亿
858.75亿,72,-4.99,57.85,9.31亿,否,1671.09万,SZ,000408,深交所主板,54.30,1.16,23.41,5.68,54.69,藏格矿业,否,24.84|2025-11-04,1.06,0,False,-2.87,858.76亿
1710.83亿,73,-0.44,9.18,10.59亿,否,1.16亿,SH,601985,上交所主板,9.03,0.53,17.46,1.61,9.06,中国核电,否,24.32|2025-11-04,0.62,1,False,-0.04,1863.46亿
721.04亿,74,-0.84,83.13,27.67亿,否,3407.85万,SH,605117,上交所主板,79.18,1.49,23.04,7.57,79.43,德业股份,否,24.03|2025-11-04,3.75,1,False,-0.67,721.04亿
1128.56亿,75,-4.66,63.63,46.88亿,否,7685.66万,SH,603799,上交所主板,59.59,0.74,20.20,2.38,59.90,华友钴业,否,23.83|2025-11-04,4.08,1,False,-2.93,1135.76亿
723.52亿,76,-0.70,18.65,3.86亿,否,2080.53万,SH,601788,上交所主板,18.47,0.45,23.91,1.43,18.52,光大证券,否,23.66|2025-11-04,0.53,1,False,-0.13,853.92亿
580.48亿,77,-0.85,8.38,5.51亿,否,6678.97万,SZ,000157,深交所主板,8.16,0.80,13.58,1.22,8.21,中联重科,否,23.61|2025-11-04,0.94,0,False,-0.07,710.04亿
956.76亿,78,-3.59,18.03,10.59亿,否,6014.36万,SH,600415,上交所主板,17.36,1.21,20.76,4.31,17.45,小商品城,否,23.38|2025-11-04,1.10,1,False,-0.65,956.88亿
2875.86亿,79,-2.48,32.63,20.09亿,否,6285.34万,SZ,002415,深交所主板,31.51,0.94,23.45,3.72,31.79,海康威视,否,23.06|2025-11-04,0.69,0,False,-0.81,2913.51亿
516.47亿,80,-0.90,66.66,3.15亿,否,481.21万,SZ,002595,深交所主板,64.49,0.60,21.81,4.57,65.00,豪迈科技,否,22.99|2025-11-04,0.61,0,False,-0.59,520.00亿
894.97亿,81,-1.95,34.05,9.47亿,否,2846.58万,SH,600160,上交所主板,32.95,0.79,20.67,4.38,33.15,巨化股份,否,22.84|2025-11-04,1.05,1,False,-0.66,894.97亿
1670.64亿,82,0.00,5.46,10.18亿,否,1.87亿,SH,600050,上交所主板,5.40,0.86,14.52,1.01,5.43,中国联通,否,22.80|2025-11-04,0.61,1,False,0.00,1697.66亿
1703.77亿,83,-1.38,27.42,16.49亿,否,6064.86万,SH,600887,上交所主板,27.05,1.34,12.32,3.04,27.07,伊利股份,否,22.51|2025-11-04,0.96,1,False,-0.38,1712.28亿
1569.47亿,84,-0.50,4.05,4.80亿,否,1.20亿,SZ,003816,深交所主板,3.98,0.75,17.62,1.63,3.99,中国广核,否,22.02|2025-11-04,0.30,0,False,-0.02,2014.89亿
1901.65亿,85,-0.40,40.03,12.63亿,否,3169.57万,SZ,002352,深交所主板,39.70,0.89,18.13,2.04,39.85,顺丰控股,否,21.87|2025-11-04,0.66,0,False,-0.16,2008.21亿
1122.16亿,86,-0.13,7.83,7.38亿,否,9498.17万,SZ,002027,深交所主板,7.72,0.94,19.85,6.81,7.77,分众传媒,否,21.87|2025-11-04,0.66,0,False,-0.01,1122.16亿
2320.18亿,87,-2.70,96.02,51.41亿,否,5468.61万,SH,603259,上交所主板,93.24,0.81,17.38,3.95,93.81,药明康德,否,21.82|2025-11-04,2.21,1,False,-2.60,2799.06亿
558.02亿,88,-2.68,16.83,14.46亿,否,8780.42万,SH,600522,上交所主板,16.23,0.72,17.90,1.52,16.35,中天科技,否,21.81|2025-11-04,2.57,1,False,-0.45,558.02亿
1263.09亿,89,-3.01,24.80,18.89亿,否,7836.27万,SZ,000792,深交所主板,23.61,0.70,21.04,3.08,23.87,盐湖股份,否,21.69|2025-11-04,1.48,0,False,-0.74,1263.10亿
773.23亿,90,-0.83,43.46,1.67亿,否,386.89万,SH,603195,上交所主板,42.86,1.15,19.55,4.96,42.94,公牛集团,否,21.55|2025-11-04,0.21,1,False,-0.36,776.61亿
580.14亿,91,-2.77,7.59,1.52亿,否,2050.98万,SH,600236,上交所主板,7.31,1.58,17.98,3.25,7.36,桂冠电力,否,21.45|2025-11-04,0.26,1,False,-0.21,580.14亿
6866.08亿,92,1.02,28.69,29.95亿,否,1.05亿,SH,600900,上交所主板,28.28,1.27,18.62,3.16,28.60,长江电力,否,21.38|2025-11-04,0.44,1,False,0.29,6997.91亿
1773.00亿,93,0.20,9.93,2.39亿,否,2422.84万,SH,600025,上交所主板,9.83,0.81,18.26,2.67,9.85,华能水电,否,21.25|2025-11-04,0.13,1,False,0.02,1835.16亿
526.90亿,94,-0.43,11.56,3.17亿,否,2751.72万,SH,601878,上交所主板,11.46,0.65,20.89,1.44,11.52,浙商证券,否,20.81|2025-11-04,0.60,1,False,-0.05,526.90亿
991.52亿,95,-0.76,56.38,5.16亿,否,919.88万,SZ,000538,深交所主板,55.86,0.90,15.67,2.51,55.93,云南白药,否,20.76|2025-11-04,0.52,0,False,-0.43,997.94亿
716.26亿,96,-1.83,41.64,3.11亿,否,759.70万,SZ,000963,深交所主板,40.70,0.66,19.57,2.97,40.88,华东医药,否,20.12|2025-11-04,0.43,0,False,-0.76,717.04亿
5240.01亿,97,0.15,6.78,6.50亿,否,9630.39万,SH,601728,上交所主板,6.69,0.91,15.05,1.35,6.75,中国电信,否,20.08|2025-11-04,0.12,1,False,0.01,6176.73亿
1675.88亿,98,-0.62,25.98,3.01亿,否,1166.13万,SH,601066,上交所主板,25.71,0.77,21.17,2.45,25.80,中信建投,否,19.97|2025-11-04,0.18,1,False,-0.16,2001.23亿
1.79万亿,99,-0.42,1435.78,37.94亿,否,265.66万,SH,600519,上交所主板,1423.78,0.74,20.77,6.96,1429.00,贵州茅台,否,19.85|2025-11-04,0.21,1,False,-6.00,1.79万亿
516.61亿,100,-3.90,21.18,6.74亿,否,3268.54万,SZ,000975,深交所主板,20.30,0.95,17.31,3.93,20.44,山金国际,否,19.76|2025-11-04,1.29,0,False,-0.83,567.56亿
1335.39亿,101,0.62,67.30,5.97亿,否,896.35万,SH,600660,上交所主板,66.01,0.79,18.47,4.90,66.67,福耀玻璃,否,19.73|2025-11-04,0.45,1,False,0.41,1739.92亿
1003.39亿,102,-5.18,21.60,20.58亿,否,9810.56万,SH,600489,上交所主板,20.54,1.18,20.46,3.44,20.70,中金黄金,否,19.57|2025-11-04,2.02,1,False,-1.13,1003.39亿
2549.03亿,103,-0.76,5.25,5.88亿,否,1.13亿,SH,601816,上交所主板,5.19,0.97,18.56,1.25,5.21,京沪高铁,否,19.53|2025-11-04,0.23,1,False,-0.04,2549.03亿
5292.17亿,104,0.18,5.62,9.20亿,否,1.64亿,SH,600028,上交所主板,5.56,1.18,16.91,0.81,5.58,中国石化,否,19.52|2025-11-04,0.17,1,False,0.01,6761.71亿
628.89亿,105,-1.07,15.92,4.30亿,否,2730.54万,SH,600176,上交所主板,15.62,0.50,18.37,1.99,15.71,中国巨石,否,19.38|2025-11-04,0.68,1,False,-0.17,628.89亿
516.42亿,106,-4.04,22.03,16.97亿,否,7967.94万,SH,600487,上交所主板,20.90,0.82,16.45,1.69,21.12,亨通光电,否,19.24|2025-11-04,3.26,1,False,-0.89,520.97亿
1062.71亿,107,-0.85,36.60,8.58亿,否,2356.90万,SH,601995,上交所主板,36.23,0.66,20.04,1.80,36.35,中金公司,否,18.86|2025-11-04,0.81,1,False,-0.31,1754.71亿
2304.51亿,108,-2.18,192.69,8.21亿,否,433.25万,SH,600809,上交所主板,187.50,0.65,15.16,5.94,188.90,山西汾酒,否,18.73|2025-11-04,0.36,1,False,-4.20,2304.51亿
595.88亿,109,0.73,6.99,8.31亿,否,1.21亿,SH,601377,上交所主板,6.79,0.78,17.73,1.06,6.90,兴业证券,否,18.53|2025-11-04,1.40,1,False,0.05,595.88亿
958.28亿,110,-1.50,58.80,2.26亿,否,390.11万,SZ,002311,深交所主板,57.48,0.45,17.36,3.80,57.64,海大集团,否,18.45|2025-11-04,0.23,0,False,-0.88,958.99亿
998.58亿,111,1.13,11.03,12.59亿,否,1.16亿,SZ,000425,深交所主板,10.55,0.79,15.85,2.11,10.75,徐工机械,否,18.38|2025-11-04,1.25,0,False,0.12,1263.44亿
904.85亿,112,0.38,26.24,2.56亿,否,978.43万,SZ,000895,深交所主板,25.91,1.03,17.15,4.47,26.12,双汇发展,否,18.28|2025-11-04,0.28,0,False,0.10,904.97亿
5925.21亿,113,-4.07,29.78,77.89亿,否,2.68亿,SH,601899,上交所主板,28.60,1.15,15.15,4.56,28.78,紫金矿业,否,18.18|2025-11-04,1.30,1,False,-1.22,7649.02亿
804.46亿,114,-1.19,10.88,6.91亿,否,6410.60万,SH,600958,上交所主板,10.72,0.53,13.43,1.16,10.77,东方证券,否,18.02|2025-11-04,0.86,1,False,-0.13,915.09亿
971.92亿,115,0.98,107.99,16.16亿,否,1504.37万,SH,600941,上交所主板,106.30,1.47,15.14,1.70,107.66,中国移动,否,18.01|2025-11-04,1.67,1,False,1.04,2.33万亿
645.59亿,116,-0.85,160.39,4.69亿,否,296.84万,SZ,000596,深交所主板,156.01,0.67,15.82,3.28,158.00,古井贡酒,否,17.90|2025-11-04,0.73,0,False,-1.35,835.19亿
713.55亿,117,-0.59,33.50,6.34亿,否,1937.60万,SH,600066,上交所主板,32.03,0.74,16.25,5.32,32.23,宇通客车,否,17.78|2025-11-04,0.88,1,False,-0.19,713.55亿
2658.32亿,118,0.46,19.79,22.51亿,否,1.15亿,SH,601211,上交所主板,19.46,0.77,11.80,1.11,19.70,国泰海通,否,17.62|2025-11-04,0.85,1,False,0.09,3472.90亿
2746.59亿,119,-3.91,16.30,32.79亿,否,2.07亿,SH,603993,上交所主板,15.56,0.76,17.68,4.33,15.73,洛阳钼业,否,17.62|2025-11-04,1.18,1,False,-0.64,3365.32亿
1083.09亿,120,0.90,14.62,3.08亿,否,2116.41万,SH,600886,上交所主板,14.35,1.04,13.38,1.75,14.53,国投电力,否,17.52|2025-11-04,0.28,1,False,0.13,1163.05亿
1635.83亿,121,-0.79,7.67,7.52亿,否,9942.91万,SH,600019,上交所主板,7.47,0.74,15.41,0.80,7.51,宝钢股份,否,17.42|2025-11-04,0.46,1,False,-0.06,1635.83亿
1158.46亿,122,-0.17,5.78,5.37亿,否,9315.26万,SH,601006,上交所主板,5.74,0.97,13.96,0.70,5.75,大秦铁路,否,17.41|2025-11-04,0.46,1,False,-0.01,1158.46亿
536.41亿,123,-3.72,23.34,9.45亿,否,4156.22万,SH,601168,上交所主板,22.31,0.79,13.66,3.03,22.51,西部矿业,否,17.41|2025-11-04,1.74,1,False,-0.87,536.41亿
731.49亿,124,-0.53,3.80,1.86亿,否,4923.22万,SH,601018,上交所主板,3.74,0.70,14.16,0.92,3.76,宁波港,否,17.37|2025-11-04,0.25,1,False,-0.02,731.49亿
730.22亿,125,0.81,15.04,4.07亿,否,2716.15万,SH,600674,上交所主板,14.81,1.20,12.97,1.65,14.98,川投能源,否,17.05|2025-11-04,0.56,1,False,0.12,730.22亿
1928.37亿,126,-1.47,62.85,11.71亿,否,1893.39万,SH,600309,上交所主板,61.11,0.73,15.79,1.83,61.60,万华化学,否,16.72|2025-11-04,0.60,1,False,-0.92,1928.37亿
524.14亿,127,-3.70,25.85,3.87亿,否,1554.11万,SH,600426,上交所主板,24.42,1.06,16.59,1.61,24.73,XD华鲁恒,否,16.58|2025-11-04,0.73,1,False,-0.95,525.07亿
820.86亿,128,-2.55,24.54,15.89亿,否,6685.79万,SZ,000807,深交所主板,23.03,0.91,14.00,2.54,23.67,云铝股份,否,16.57|2025-11-04,1.93,0,False,-0.62,820.87亿
1856.21亿,129,-0.13,7.75,9.31亿,否,1.21亿,SH,601766,上交所主板,7.61,0.81,16.48,1.29,7.63,中国中车,否,16.54|2025-11-04,0.50,1,False,-0.01,2189.72亿
7176.90亿,130,0.23,43.95,9.96亿,否,2282.44万,SH,601088,上交所主板,43.33,0.86,16.61,2.18,43.52,中国神华,否,16.38|2025-11-04,0.14,1,False,0.10,8646.78亿
902.80亿,131,0.00,15.43,7.96亿,否,5213.53万,SH,600188,上交所主板,15.13,1.14,16.11,2.93,15.24,兖矿能源,否,16.34|2025-11-04,0.88,1,False,0.00,1529.71亿
4547.50亿,132,-1.53,118.99,20.34亿,否,1727.34万,SZ,000858,深交所主板,117.01,0.70,15.86,3.19,117.16,五 粮 液,否,16.01|2025-11-04,0.45,0,False,-1.82,4547.69亿
