code,name,time,macd,signal
159792,港股通互联网ETF,2025-10-27 10:00:00,0.0064,0.005
518880,黄金ETF,2025-10-27 13:30:00,-0.0291,-0.0314
588080,科创板50ETF,2025-10-27 13:30:00,0.017,0.017
588000,科创50ETF,2025-10-27 13:30:00,0.0177,0.0176
511990,华宝添益ETF,2025-10-27 15:00:00,-0.0022,-0.0023
511380,可转债ETF,2025-10-27 10:00:00,0.0356,0.0299
513180,恒生科技指数ETF,2025-10-27 10:00:00,0.0063,0.0047
588200,科创芯片ETF,2025-10-27 13:30:00,0.0348,0.0345
588200,科创芯片ETF,2025-10-27 14:30:00,0.0342,0.0341
513050,中概互联网ETF,2025-10-27 10:00:00,0.0122,0.0096
159937,黄金ETF基金,2025-10-27 13:30:00,-0.0286,-0.0311
159636,港股通科技30ETF,2025-10-27 10:00:00,0.0114,0.0083
513330,恒生互联网ETF,2025-10-27 10:00:00,0.0046,0.0033
159934,黄金ETF,2025-10-27 13:30:00,-0.0299,-0.0324
511090,30年国债ETF,2025-10-27 11:30:00,-0.1079,-0.1297
159995,芯片ETF,2025-10-27 11:30:00,0.0258,0.0254
159941,纳指ETF,2025-10-27 10:00:00,0.0114,0.0083
518800,黄金基金ETF,2025-10-27 13:30:00,-0.0285,-0.0308
512170,医疗ETF,2025-10-27 10:00:00,0.0014,0.0011
511220,城投债ETF,2025-10-27 15:00:00,0.0005,-0.0
512890,红利低波ETF,2025-10-27 11:00:00,0.0003,-0.0
562500,机器人ETF,2025-10-27 11:30:00,0.0065,0.0064
512480,半导体ETF,2025-10-27 13:30:00,0.0213,0.0205
513500,标普500ETF,2025-10-27 10:00:00,0.0082,0.0054
512800,银行ETF,2025-10-27 11:00:00,0.0007,0.0003
159928,消费ETF,2025-10-27 10:00:00,-0.0013,-0.0016
512690,酒ETF,2025-10-27 10:00:00,-0.0019,-0.0019
510880,红利ETF,2025-10-27 10:30:00,0.001,-0.0002
159740,恒生科技ETF,2025-10-27 10:00:00,0.0061,0.0047
159870,化工ETF,2025-10-27 10:00:00,0.0042,0.003
513100,纳指ETF,2025-10-27 10:00:00,0.012,0.0088
513100,纳指ETF,2025-10-27 15:00:00,0.0142,0.0137
512660,军工ETF,2025-10-27 11:30:00,0.0092,0.0091
512710,军工龙头ETF,2025-10-27 10:00:00,0.0047,0.0045
512710,军工龙头ETF,2025-10-27 13:30:00,0.0043,0.0041
515220,煤炭ETF,2025-10-27 15:00:00,0.0012,0.001
515790,光伏ETF,2025-10-27 10:00:00,0.0079,0.0068
515450,红利低波50ETF,2025-10-27 10:30:00,0.0019,0.0012
159629,1000ETF,2025-10-27 11:30:00,0.0186,0.0182
588050,科创ETF,2025-10-27 13:30:00,0.0173,0.0171
588050,科创ETF,2025-10-27 14:30:00,0.0167,0.0167
513300,纳斯达克ETF,2025-10-27 10:00:00,0.0162,0.0115
159869,游戏ETF,2025-10-27 15:00:00,-0.0028,-0.0028
513770,港股互联网ETF,2025-10-27 10:00:00,0.0039,0.0028
512760,芯片ETF,2025-10-27 13:30:00,0.0246,0.0232
515180,红利ETF易方达,2025-10-27 10:30:00,0.0015,0.0007
511660,货币ETF建信添益,2025-10-27 14:30:00,-0.0024,-0.0025
