SERIAL,PER_NAV,TRADING_VOLUMES{2025-10-17},CHG,PCHG{2025-10-17},STARTDATE,PREMIUM,FOUND_DATE,SECURITY_CODE,QJFE_DAY{2025-10-17},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
1,4.6173,39.10亿,-2.05,-0.097,2012-04-05,0.007,2012-05-04,510300,4230.00万,4.624,沪深300ETF,1,False,897.48亿,-2.23|2025-10-17,T+1,4143.92亿|2025-10-17
2,4.4470,8.85亿,-1.91,-0.087,2013-02-18,0.012,2013-03-06,510310,6300.00万,4.459,沪深300ETF易方达,1,False,670.72亿,-2.23|2025-10-17,T+1,2982.70亿|2025-10-17
3,4.6843,3.41亿,-2.00,-0.096,2012-12-17,0.009,2012-12-25,510330,630.00万,4.693,沪深300ETF华夏,1,False,474.04亿,-2.24|2025-10-17,T+1,2220.55亿|2025-10-17
4,4.7633,12.32亿,-2.13,-0.104,2012-04-05,0.005,2012-05-07,159919,-,4.768,沪深300ETF,0,False,408.63亿,-2.24|2025-10-17,T+1,1990.92亿|2025-10-16
5,3.1047,32.79亿,-1.55,-0.049,2004-11-29,0.005,2004-12-30,510050,-2.27亿,3.110,上证50ETF,1,False,576.38亿,-1.69|2025-10-17,T+1,1789.47亿|2025-10-17
6,7.1116,21.74亿,-3.03,-0.222,2013-01-10,0.002,2013-02-06,510500,7280.00万,7.114,中证500ETF,1,False,183.22亿,-2.96|2025-10-17,T+1,1303.00亿|2025-10-17
7,2.9147,45.77亿,-3.28,-0.099,2011-08-15,0.000,2011-09-20,159915,-,2.915,创业板ETF,0,False,338.54亿,-3.33|2025-10-17,T+1,1020.78亿|2025-10-16
8,0.9373,23.72亿,-3.59,-0.035,2021-08-23,0.003,2021-09-15,159792,-,0.940,港股通互联网ETF,0,False,924.41亿,-3.86|2025-10-17,T+0,901.21亿|2025-10-16
9,9.5404,150.83亿,3.50,0.324,2013-06-24,0.028,2013-07-18,518880,1.72亿,9.568,黄金ETF,1,False,89.34亿,3.00|2025-10-17,T+0,852.35亿|2025-10-17
10,2.9069,15.93亿,-2.87,-0.086,2016-08-24,0.002,2016-09-29,512100,1.48亿,2.909,中证1000ETF,1,False,247.81亿,-2.90|2025-10-17,T+1,720.37亿|2025-10-17
11,1.4314,60.25亿,-3.63,-0.054,2020-09-22,0.002,2020-09-28,588000,7.43亿,1.433,科创50ETF,1,False,496.65亿,-3.76|2025-10-17,T+1,710.90亿|2025-10-17
12,100.9879,185.05亿,0.02,0.022,2013-03-18,0.025,2013-04-01,511880,25.73万,101.013,银华日利ETF,1,False,6.90亿,0.01|2025-10-17,T+0,696.89亿|2025-10-17
13,1.3860,20.16亿,-3.68,-0.053,2020-09-22,0.002,2020-09-28,588080,-2.70亿,1.388,XD科创板50ETF,1,False,499.94亿,-3.74|2025-10-17,T+1,692.91亿|2025-10-17
14,-,169.91亿,0.01,0.010,2012-12-19,0.014,2012-12-27,511990,436.65万,100.014,华宝添益ETF,1,False,6.92亿,0.01|2025-10-19,T+0,691.88亿|2025-10-17
15,112.4817,480.17亿,0.02,0.024,2020-04-30,0.011,2020-08-03,511360,2000.00万,112.493,短融ETF,1,False,5.40亿,0.00|2025-10-17,T+0,607.01亿|2025-10-17
16,1.2331,37.55亿,-2.07,-0.026,2016-06-20,0.000,2016-07-26,512880,6.10亿,1.233,证券ETF,1,False,474.45亿,-2.08|2025-10-17,T+1,585.05亿|2025-10-17
17,13.2087,128.98亿,-0.91,-0.122,2020-02-10,0.009,2020-03-06,511380,2080.00万,13.218,可转债ETF,1,False,43.62亿,-0.92|2025-10-17,T+0,576.14亿|2025-10-17
18,2.9587,4.86亿,-2.63,-0.080,2021-03-04,0.005,2021-03-18,159845,-,2.964,中证1000ETF,0,False,144.44亿,-2.90|2025-10-17,T+1,440.14亿|2025-10-16
19,114.6630,52.05亿,0.18,0.207,2022-08-03,0.008,2022-08-19,511520,734.00万,114.671,政金债券ETF,1,False,3.78亿,0.17|2025-10-17,T+0,433.26亿|2025-10-17
20,0.7767,61.82亿,-3.21,-0.026,2021-05-12,0.008,2021-05-18,513180,9.57亿,0.785,恒生科技指数ETF,1,False,554.04亿,-4.05|2025-10-17,T+0,430.32亿|2025-10-17
21,1.6145,26.13亿,-2.72,-0.044,2016-12-12,-0.057,2017-01-04,513050,100.00万,1.573,中概互联网ETF,1,False,243.91亿,-0.93|2025-10-16,T+0,393.78亿|2025-10-16
22,0.7612,73.05亿,-3.27,-0.026,2021-05-12,0.009,2021-05-24,513130,8.81亿,0.770,恒生科技ETF,1,False,513.93亿,-4.30|2025-10-17,T+0,391.21亿|2025-10-17
23,2.3018,50.65亿,-4.12,-0.099,2022-09-23,0.001,2022-09-30,588200,-4.38亿,2.303,科创芯片ETF,1,False,167.23亿,-4.21|2025-10-17,T+1,384.93亿|2025-10-17
24,1.4124,11.00亿,-3.52,-0.052,2022-06-17,0.014,2022-06-30,159636,-,1.426,港股通科技30ETF,0,False,259.39亿,-4.02|2025-10-17,T+0,381.70亿|2025-10-16
25,9.5219,50.20亿,3.62,0.334,2014-08-04,0.036,2014-08-13,159937,-,9.558,黄金ETF基金,0,False,40.44亿,3.00|2025-10-17,T+0,373.88亿|2025-10-16
26,0.5894,18.02亿,-1.83,-0.011,2016-08-01,0.001,2016-08-30,512000,9.26亿,0.590,券商ETF,1,False,630.34亿,-2.08|2025-10-17,T+1,371.52亿|2025-10-17
