CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,PETTMDEDUCTED{2025-12-28},TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,IFSTSTOCK{2025-12-26},MARKET_NUM,IN_OPTIONAL,PCHG,TOAL_MARKET_VALUE<140>
1821.85亿,19,1.31,122.95,31.96|2025-12-26,26.92亿,2220.80万,SH,601127,上交所主板,118.87,1.70,29.68,7.70,120.67,赛力斯,否,1.47,否,1,False,1.56,2102.05亿
1497.22亿,20,2.56,21.52,31.40|2025-12-26,7.45亿,3532.52万,SH,600346,上交所主板,20.68,1.19,22.36,2.32,21.27,恒力石化,否,0.50,否,1,False,0.53,1497.22亿
1185.39亿,21,1.43,23.79,31.17|2025-12-26,47.91亿,2.04亿,SH,600089,上交所主板,22.99,1.36,16.21,1.72,23.46,特变电工,否,4.05,否,1,False,0.33,1185.39亿
1178.71亿,22,-1.71,52.31,30.75|2025-12-26,12.57亿,2457.74万,SZ,002938,深交所主板,50.21,0.85,36.86,3.62,51.04,鹏鼎控股,否,1.06,否,0,False,-0.89,1183.13亿
1163.62亿,23,-1.21,17.40,30.37|2025-12-26,20.18亿,1.18亿,SZ,002602,深交所主板,16.89,0.92,21.72,4.21,17.12,世纪华通,否,1.74,否,0,False,-0.21,1261.86亿
1206.05亿,24,-0.42,9.80,28.87|2025-12-26,14.07亿,1.46亿,SZ,000617,深交所主板,9.48,1.32,22.63,1.16,9.54,中油资本,否,1.16,否,0,False,-0.04,1206.05亿
1414.47亿,25,2.75,23.29,28.39|2025-12-26,8.35亿,3631.10万,SH,601633,上交所主板,22.28,3.90,16.93,2.26,22.78,长城汽车,否,0.58,否,1,False,0.61,1949.48亿
803.37亿,26,-1.43,91.11,26.78|2025-12-26,7.85亿,873.60万,SH,605117,上交所主板,88.50,1.03,25.67,8.44,88.50,德业股份,否,0.96,否,1,False,-1.28,803.37亿
3487.59亿,27,5.45,101.45,26.60|2025-12-26,101.79亿,1.02亿,SZ,002594,深交所主板,95.25,4.68,29.31,4.15,100.01,比亚迪,否,2.93,否,0,False,5.17,9118.11亿
1534.02亿,28,2.95,29.26,26.34|2025-12-26,29.04亿,1.00亿,SZ,000792,深交所主板,28.51,1.02,25.55,3.74,28.99,盐湖股份,否,1.90,否,0,False,0.83,1534.03亿
1243.49亿,29,0.96,66.94,26.27|2025-12-26,38.86亿,5879.36万,SH,603799,上交所主板,65.50,0.79,22.27,2.62,66.00,华友钴业,否,3.12,否,1,False,0.63,1251.84亿
1022.39亿,30,-0.92,38.53,26.09|2025-12-26,6.93亿,1827.27万,SH,600160,上交所主板,37.50,0.83,23.61,5.00,37.87,巨化股份,否,0.68,否,1,False,-0.35,1022.39亿
1180.67亿,31,0.00,4.14,25.04|2025-12-26,2.71亿,6562.29万,SH,600905,上交所主板,4.12,1.03,20.53,1.32,4.13,三峡能源,否,0.23,否,1,False,0.00,1180.67亿
1794.03亿,32,2.42,21.28,24.92|2025-12-26,15.11亿,7157.99万,SH,600031,上交所主板,20.60,1.58,20.46,2.65,21.17,三一重工,否,0.84,否,1,False,0.50,1946.58亿
1831.53亿,33,-0.34,29.35,24.20|2025-12-26,8.47亿,2912.80万,SH,600887,上交所主板,28.93,0.80,13.24,3.46,29.10,伊利股份,否,0.46,否,1,False,-0.10,1840.68亿
1820.76亿,34,-0.78,23.01,23.77|2025-12-26,7.73亿,3380.86万,SH,600406,上交所主板,22.71,1.21,28.25,3.72,22.77,国电南瑞,否,0.42,否,1,False,-0.18,1828.91亿
1656.06亿,35,-0.11,8.79,23.54|2025-12-26,4.70亿,5364.92万,SH,601985,上交所主板,8.74,0.88,16.91,1.56,8.77,中国核电,否,0.28,否,1,False,-0.01,1803.81亿
1136.21亿,36,1.03,23.62,22.16|2025-12-26,14.85亿,6326.89万,SH,600489,上交所主板,23.20,0.90,23.16,3.89,23.44,中金黄金,否,1.31,否,1,False,0.24,1136.21亿
3448.52亿,37,5.61,19.99,22.12|2025-12-26,50.62亿,2.58亿,SH,603993,上交所主板,18.98,1.39,22.19,5.44,19.75,洛阳钼业,否,1.48,否,1,False,1.05,4225.38亿
2697.65亿,38,0.64,30.03,21.63|2025-12-26,11.98亿,4017.21万,SZ,002415,深交所主板,29.56,1.28,21.99,3.49,29.82,海康威视,否,0.44,否,0,False,0.19,2732.96亿
1581.41亿,39,0.00,5.15,21.58|2025-12-26,6.08亿,1.18亿,SH,600050,上交所主板,5.11,1.15,13.74,0.95,5.14,中国联通,否,0.38,否,1,False,0.00,1606.99亿
2292.73亿,40,0.83,93.60,21.56|2025-12-26,23.84亿,2570.40万,SH,603259,上交所主板,91.57,0.83,17.18,3.90,92.70,药明康德,否,1.04,否,1,False,0.76,2765.94亿
1057.72亿,41,2.97,31.00,21.35|2025-12-26,15.60亿,5134.54万,SZ,000807,深交所主板,29.70,1.16,18.04,3.27,30.50,云铝股份,否,1.48,否,0,False,0.88,1057.73亿
1518.33亿,42,0.26,3.87,21.30|2025-12-26,3.22亿,8351.00万,SZ,003816,深交所主板,3.84,0.88,17.05,1.58,3.86,中国广核,否,0.21,否,0,False,0.01,1949.25亿
6907.48亿,43,4.68,33.77,21.19|2025-12-26,95.26亿,2.86亿,SH,601899,上交所主板,32.55,1.43,17.66,5.32,33.53,紫金矿业,否,1.39,否,1,False,1.50,8915.54亿
866.40亿,44,-3.72,16.53,21.17|2025-12-26,14.86亿,9266.26万,SH,600415,上交所主板,15.78,1.83,18.80,3.91,15.80,小商品城,否,1.69,否,1,False,-0.61,866.40亿
1836.75亿,45,0.55,38.62,21.13|2025-12-26,7.08亿,1840.02万,SZ,002352,深交所主板,38.23,0.99,17.51,1.97,38.49,顺丰控股,否,0.39,否,0,False,0.21,1939.68亿
1005.17亿,46,-0.11,56.88,21.04|2025-12-26,2.83亿,499.12万,SZ,000538,深交所主板,56.55,0.87,15.88,2.55,56.70,云南白药,否,0.28,否,0,False,-0.06,1011.68亿
2409.84亿,47,0.35,78.00,20.90|2025-12-26,20.80亿,2710.29万,SH,600309,上交所主板,75.70,1.00,19.74,2.29,76.98,万华化学,否,0.87,否,1,False,0.27,2409.84亿
1742.14亿,48,-0.45,27.10,20.76|2025-12-26,5.30亿,1970.38万,SH,601066,上交所主板,26.67,0.99,22.01,2.54,26.82,中信建投,否,0.30,否,1,False,-0.12,2080.35亿
6635.61亿,49,0.00,27.67,20.66|2025-12-26,13.33亿,4825.93万,SH,600900,上交所主板,27.52,0.62,17.99,3.06,27.64,长江电力,否,0.20,否,1,False,0.00,6763.02亿
5486.17亿,50,-1.03,5.86,20.24|2025-12-26,5.64亿,9718.25万,SH,600028,上交所主板,5.78,0.80,17.54,0.84,5.79,中国石化,否,0.10,否,1,False,-0.06,7011.01亿
1036.95亿,51,-0.55,7.24,20.21|2025-12-26,7.07亿,9842.57万,SZ,002027,深交所主板,7.15,0.87,18.34,6.30,7.18,分众传媒,否,0.68,否,0,False,-0.04,1036.95亿
1654.20亿,52,-0.43,9.24,19.82|2025-12-26,1.60亿,1737.44万,SH,600025,上交所主板,9.19,0.98,17.03,2.49,9.19,华能水电,否,0.10,否,1,False,-0.04,1712.20亿
1.77万亿,53,0.00,1419.14,19.65|2025-12-26,25.21亿,178.03万,SH,600519,上交所主板,1410.00,0.74,20.55,7.80,1414.13,贵州茅台,否,0.14,否,1,False,-0.04,1.77万亿
2553.92亿,54,0.58,5.23,19.56|2025-12-26,3.94亿,7545.92万,SH,601816,上交所主板,5.18,0.94,18.59,1.25,5.22,京沪高铁,否,0.15,否,1,False,0.03,2553.92亿
1002.55亿,55,10.00,48.31,19.33|2025-12-26,47.38亿,1.00亿,SH,600362,上交所主板,44.54,2.14,20.83,2.07,48.31,江西铜业,否,4.84,否,1,False,4.39,1672.84亿
1044.10亿,56,5.14,11.29,19.21|2025-12-26,9.99亿,8957.88万,SZ,000425,深交所主板,10.70,1.33,16.58,2.21,11.24,徐工机械,否,0.96,否,0,False,0.55,1321.03亿
4983.83亿,57,-0.77,6.47,19.10|2025-12-26,9.55亿,1.49亿,SH,601728,上交所主板,6.40,0.85,14.32,1.28,6.42,中国电信,否,0.19,否,1,False,-0.05,5874.76亿
1276.10亿,58,0.30,63.83,18.86|2025-12-26,4.04亿,635.76万,SH,600660,上交所主板,63.21,0.59,17.65,4.69,63.71,福耀玻璃,否,0.32,否,1,False,0.19,1662.67亿
922.17亿,59,-0.75,26.95,18.63|2025-12-26,2.08亿,781.13万,SZ,000895,深交所主板,26.51,1.12,17.47,4.56,26.62,双汇发展,否,0.23,否,0,False,-0.20,922.29亿
2801.35亿,60,0.10,20.92,18.57|2025-12-26,13.77亿,6620.66万,SH,601211,上交所主板,20.66,1.00,12.43,1.16,20.76,国泰海通,否,0.49,否,1,False,0.02,3659.77亿
1043.41亿,61,0.08,36.00,18.52|2025-12-26,9.53亿,2664.93万,SH,601995,上交所主板,35.57,0.79,19.68,1.77,35.69,中金公司,否,0.91,否,1,False,0.03,1722.85亿
818.66亿,62,1.20,11.14,18.34|2025-12-26,11.42亿,1.04亿,SH,600958,上交所主板,10.83,2.11,13.67,1.18,10.96,东方证券,否,1.39,否,1,False,0.13,931.23亿
2167.88亿,63,-0.54,178.48,17.62|2025-12-26,5.13亿,288.74万,SH,600809,上交所主板,176.68,0.83,14.26,5.59,177.70,山西汾酒,否,0.24,否,1,False,-0.97,2167.88亿
901.25亿,64,-0.81,54.79,17.35|2025-12-26,4.24亿,780.01万,SZ,002311,深交所主板,53.91,1.04,16.33,3.57,54.21,海大集团,否,0.47,否,0,False,-0.44,901.92亿
1600.98亿,65,2.37,7.37,17.05|2025-12-26,7.05亿,9675.47万,SH,600019,上交所主板,7.18,1.84,15.09,0.78,7.35,宝钢股份,否,0.44,否,1,False,0.17,1600.98亿
910.35亿,66,0.33,101.11,16.88|2025-12-26,14.83亿,1473.63万,SH,600941,上交所主板,100.12,0.97,14.19,1.60,100.84,中国移动,否,1.63,否,1,False,0.33,2.18万亿
1000.35亿,67,0.07,13.44,16.18|2025-12-26,1.93亿,1440.25万,SH,600886,上交所主板,13.36,0.75,12.36,1.62,13.42,国投电力,否,0.19,否,1,False,0.01,1074.20亿
1030.90亿,68,-2.36,5.94,16.02|2025-12-26,8.32亿,1.43亿,SH,600795,上交所主板,5.76,0.97,11.41,1.68,5.78,国电电力,否,0.80,否,1,False,-0.14,1030.90亿
1063.77亿,69,-0.75,5.33,15.99|2025-12-26,5.54亿,1.05亿,SH,601006,上交所主板,5.27,1.01,12.82,0.64,5.28,大秦铁路,否,0.52,否,1,False,-0.04,1063.77亿
3543.38亿,70,0.48,29.40,15.50|2025-12-26,41.23亿,1.41亿,SH,600030,上交所主板,28.90,1.57,13.97,1.54,29.10,中信证券,否,1.16,否,1,False,0.14,4312.78亿
6607.96亿,71,-0.15,40.25,15.08|2025-12-26,6.66亿,1659.69万,SH,601088,上交所主板,40.01,0.70,15.29,2.01,40.07,中国神华,否,0.10,否,1,False,-0.06,7961.32亿
4261.05亿,72,-0.74,110.49,15.00|2025-12-26,12.62亿,1147.59万,SZ,000858,深交所主板,109.44,0.95,14.86,2.99,109.78,五 粮 液,否,0.30,否,0,False,-0.82,4261.23亿
1678.62亿,73,-0.29,6.93,14.95|2025-12-26,3.77亿,5460.45万,SH,601766,上交所主板,6.88,0.77,14.90,1.17,6.90,中国中车,否,0.22,否,1,False,-0.02,1980.22亿
810.07亿,74,0.88,16.28,14.66|2025-12-26,2.01亿,1256.14万,SZ,000708,深交所主板,15.89,1.19,14.03,1.95,16.05,中信特钢,否,0.25,否,0,False,0.14,810.07亿
1559.73亿,75,8.03,11.94,14.52|2025-12-26,54.36亿,4.74亿,SH,601600,上交所主板,10.97,2.29,14.01,2.77,11.84,中国铝业,否,3.60,否,1,False,0.88,2031.23亿
1198.89亿,76,0.38,5.36,14.35|2025-12-26,4.84亿,9099.43万,SZ,000166,深交所主板,5.27,1.38,12.46,1.21,5.32,申万宏源,否,0.40,否,0,False,0.02,1332.13亿
878.75亿,77,1.39,17.67,14.17|2025-12-26,8.06亿,4606.93万,SZ,000338,深交所主板,17.20,0.95,12.92,1.63,17.55,潍柴动力,否,0.92,否,0,False,0.24,1529.23亿
5398.96亿,78,0.36,79.07,14.10|2025-12-26,16.88亿,2141.07万,SZ,000333,深交所主板,78.55,0.88,11.86,2.72,78.87,美的集团,否,0.31,否,0,False,0.28,5992.46亿
1745.58亿,79,0.89,24.10,14.04|2025-12-26,21.94亿,9188.11万,SH,601688,上交所主板,23.60,1.10,12.70,1.26,23.89,华泰证券,否,1.26,否,1,False,0.21,2156.52亿
1754.16亿,80,-1.10,120.75,13.97|2025-12-26,8.79亿,734.38万,SZ,000568,深交所主板,119.15,1.04,12.25,3.54,119.39,泸州老窖,否,0.50,否,0,False,-1.33,1757.35亿
887.93亿,81,-0.94,22.46,13.97|2025-12-26,5.06亿,2271.95万,SH,600585,上交所主板,22.19,1.21,14.00,0.62,22.20,海螺水泥,否,0.57,否,1,False,-0.21,1176.45亿
2092.18亿,82,-0.23,21.78,13.27|2025-12-26,4.43亿,2050.74万,SH,601225,上交所主板,21.47,0.74,12.34,2.22,21.58,陕西煤业,否,0.21,否,1,False,-0.05,2092.18亿
1310.70亿,83,0.91,22.56,12.85|2025-12-26,14.10亿,6335.32万,SZ,000776,深交所主板,21.95,1.42,11.58,1.33,22.20,广发证券,否,1.07,否,0,False,0.20,1688.50亿
1384.54亿,84,1.18,18.94,12.77|2025-12-26,5.44亿,2897.23万,SH,600989,上交所主板,18.59,1.10,11.60,3.01,18.88,宝丰能源,否,0.40,否,1,False,0.22,1384.54亿
864.98亿,85,0.30,10.04,12.61|2025-12-26,1.65亿,1661.66万,SH,600039,上交所主板,9.85,0.77,12.24,1.74,9.95,四川路桥,否,0.19,否,1,False,0.03,865.21亿
1672.06亿,86,-0.52,26.94,12.53|2025-12-26,6.72亿,2505.85万,SH,600690,上交所主板,26.68,0.98,10.83,2.13,26.74,海尔智家,否,0.40,否,1,False,-0.14,2507.58亿
1158.95亿,87,0.31,16.14,12.47|2025-12-26,6.07亿,3785.04万,SH,601881,上交所主板,15.90,1.34,11.96,1.51,16.00,中国银河,否,0.52,否,1,False,0.05,1749.50亿
1242.44亿,88,-0.12,16.95,12.04|2025-12-26,9.76亿,5799.61万,SH,600999,上交所主板,16.73,2.19,12.31,1.24,16.74,招商证券,否,0.78,否,1,False,-0.02,1455.80亿
1827.18亿,89,0.00,48.08,11.39|2025-12-26,11.10亿,2319.59万,SZ,002714,深交所主板,47.59,0.73,13.29,3.45,47.95,牧原股份,否,0.61,否,0,False,0.00,2619.40亿
846.47亿,90,0.64,28.40,11.36|2025-12-26,7.74亿,2735.15万,SH,600938,上交所主板,28.05,0.69,9.90,1.71,28.31,中国海油,否,0.91,否,1,False,0.18,1.35万亿
1.59万亿,91,0.20,9.90,10.95|2025-12-26,6.91亿,7010.94万,SH,601857,上交所主板,9.77,0.77,10.71,1.16,9.85,中国石油,否,0.04,否,1,False,0.02,1.80万亿
1273.65亿,92,0.61,13.44,10.89|2025-12-26,4.47亿,3361.75万,SZ,002736,深交所主板,13.12,1.36,11.14,1.40,13.25,国信证券,否,0.35,否,0,False,0.08,1357.03亿
1148.58亿,93,-1.18,12.73,9.75|2025-12-26,3.23亿,2561.83万,SH,601898,上交所主板,12.51,1.26,10.00,1.06,12.55,中煤能源,否,0.28,否,1,False,-0.15,1663.96亿
1283.22亿,94,-0.54,5.56,9.73|2025-12-26,1.35亿,2442.76万,SH,600018,上交所主板,5.52,0.94,8.55,0.92,5.52,上港集团,否,0.11,否,1,False,-0.03,1285.05亿
2.40万亿,95,-0.92,7.60,9.11|2025-12-26,14.25亿,1.89亿,SH,601288,上交所主板,7.50,0.92,8.93,0.97,7.51,农业银行,否,0.06,否,1,False,-0.07,2.63万亿
889.71亿,96,1.25,8.13,8.75|2025-12-26,4.71亿,5840.34万,SH,600011,上交所主板,7.94,1.30,6.42,1.90,8.09,华能国际,否,0.53,否,1,False,0.10,1269.98亿
7585.70亿,97,0.51,71.96,8.74|2025-12-26,46.89亿,6570.17万,SH,601318,上交所主板,70.43,1.01,7.27,1.31,71.16,中国平安,否,0.62,否,1,False,0.36,1.29万亿
2897.51亿,98,-0.73,43.09,8.03|2025-12-26,10.15亿,2382.94万,SH,601601,上交所主板,42.13,0.84,6.68,1.43,42.33,中国太保,否,0.35,否,1,False,-0.31,4072.29亿
3903.44亿,99,-0.42,11.82,7.94|2025-12-26,3.50亿,2981.69万,SH,600000,上交所主板,11.71,0.58,7.54,0.54,11.72,浦发银行,否,0.09,否,1,False,-0.05,3903.44亿
9720.42亿,100,-0.55,47.51,7.74|2025-12-26,6.40亿,1368.39万,SH,601628,上交所主板,46.43,0.95,5.90,2.11,46.68,中国人寿,否,0.07,否,1,False,-0.26,1.32万亿
2247.98亿,101,-0.37,40.94,7.73|2025-12-26,10.57亿,2591.73万,SZ,000651,深交所主板,40.71,0.84,7.98,1.58,40.76,格力电器,否,0.47,否,0,False,-0.15,2283.13亿
3276.44亿,102,-0.54,9.31,7.64|2025-12-26,5.81亿,6288.49万,SH,601319,上交所主板,9.16,0.89,6.54,1.31,9.23,中国人保,否,0.18,否,1,False,-0.05,4081.87亿
2.11万亿,103,-0.64,7.86,7.60|2025-12-26,11.73亿,1.50亿,SH,601398,上交所主板,7.79,0.80,7.73,0.74,7.81,工商银行,否,0.06,否,1,False,-0.05,2.78万亿
1.18万亿,104,-0.71,5.65,7.56|2025-12-26,8.68亿,1.54亿,SH,601988,上交所主板,5.60,0.72,7.63,0.69,5.61,中国银行,否,0.07,否,1,False,-0.04,1.81万亿
984.68亿,105,-0.12,8.38,7.56|2025-12-26,1.41亿,1691.49万,SH,601800,上交所主板,8.33,1.01,7.48,0.46,8.36,中国交建,否,0.14,否,1,False,-0.01,1360.56亿
3624.61亿,106,-0.18,5.42,7.48|2025-12-26,4.30亿,7964.23万,SH,601658,上交所主板,5.38,0.65,6.35,0.64,5.40,邮储银行,否,0.12,否,1,False,-0.01,6485.13亿
848.39亿,107,-0.88,9.20,7.09|2025-12-26,1.73亿,1895.22万,SH,601825,上交所主板,9.03,1.22,6.19,0.69,9.05,沪农商行,否,0.20,否,1,False,-0.08,872.82亿
8602.27亿,108,-0.19,41.88,7.07|2025-12-26,21.24亿,5088.10万,SH,600036,上交所主板,41.62,0.93,6.93,0.96,41.70,招商银行,否,0.25,否,1,False,-0.08,1.05万亿
872.06亿,109,-1.20,9.20,7.07|2025-12-26,6.39亿,7010.32万,SH,601939,上交所主板,9.08,1.03,6.93,0.70,9.09,建设银行,否,0.73,否,1,False,-0.11,2.38万亿
1882.43亿,110,0.28,7.23,6.78|2025-12-26,6.50亿,9019.31万,SH,601328,上交所主板,7.16,0.73,6.84,0.57,7.22,交通银行,否,0.35,否,1,False,0.02,6379.87亿
1111.78亿,111,0.37,5.44,6.53|2025-12-26,2.95亿,5441.84万,SH,601390,上交所主板,5.39,0.96,5.75,0.42,5.43,中国中铁,否,0.27,否,1,False,0.02,1340.47亿
1387.19亿,112,-0.88,11.39,6.51|2025-12-26,4.75亿,4218.70万,SH,601009,上交所主板,11.18,1.28,5.78,0.76,11.22,南京银行,否,0.34,否,1,False,-0.10,1387.19亿
1847.97亿,113,-1.10,28.41,6.37|2025-12-26,6.87亿,2443.20万,SZ,002142,深交所主板,27.90,1.27,6.18,0.86,28.00,宁波银行,否,0.37,否,0,False,-0.31,1849.01亿
1921.75亿,114,0.46,15.27,6.22|2025-12-26,6.86亿,4515.08万,SH,601919,上交所主板,15.11,0.90,6.54,1.02,15.24,中远海控,否,0.36,否,1,False,0.07,2360.64亿
1486.92亿,115,-0.77,72.26,5.95|2025-12-26,13.48亿,1888.34万,SH,601336,上交所主板,70.80,0.97,5.08,2.26,71.30,新华保险,否,0.91,否,1,False,-0.55,2224.24亿
3024.61亿,116,-0.80,7.50,5.95|2025-12-26,2.14亿,2881.25万,SH,601998,上交所主板,7.40,0.73,5.80,0.58,7.42,中信银行,否,0.07,否,1,False,-0.06,4128.87亿
1105.47亿,117,-0.72,15.38,5.87|2025-12-26,5.38亿,3523.12万,SH,600926,上交所主板,15.21,0.92,5.22,0.83,15.25,杭州银行,否,0.49,否,1,False,-0.11,1105.47亿
4473.83亿,118,0.48,21.18,5.81|2025-12-26,10.61亿,5028.79万,SH,601166,上交所主板,21.00,0.89,5.32,0.57,21.14,兴业银行,否,0.24,否,1,False,0.10,4473.83亿
1409.53亿,119,-0.40,10.00,5.80|2025-12-26,2.47亿,2485.58万,SH,601229,上交所主板,9.91,0.55,5.85,0.59,9.92,上海银行,否,0.17,否,1,False,-0.04,1409.53亿
1879.18亿,120,-0.78,10.34,5.53|2025-12-26,9.81亿,9558.65万,SH,600919,上交所主板,10.23,0.87,4.61,0.74,10.24,江苏银行,否,0.52,否,1,False,-0.08,1879.18亿
1368.84亿,121,0.00,3.88,5.52|2025-12-26,5.66亿,1.47亿,SH,600016,上交所主板,3.85,0.46,4.44,0.30,3.86,民生银行,否,0.41,否,1,False,0.00,1690.00亿
2144.53亿,122,-0.38,5.22,5.39|2025-12-26,5.15亿,9895.98万,SH,601668,上交所主板,5.19,0.81,4.21,0.44,5.19,中国建筑,否,0.24,否,1,False,-0.02,2144.53亿
898.40亿,123,0.00,7.82,5.19|2025-12-26,1.74亿,2227.46万,SH,601186,上交所主板,7.77,1.05,5.37,0.39,7.81,中国铁建,否,0.19,否,1,False,0.00,1060.56亿
2239.41亿,124,-0.17,11.59,5.16|2025-12-26,5.04亿,4363.40万,SZ,000001,深交所主板,11.53,0.70,4.38,0.50,11.54,平安银行,否,0.22,否,0,False,-0.02,2239.44亿
1628.88亿,125,-0.28,3.53,5.08|2025-12-26,4.44亿,1.27亿,SH,601818,上交所主板,3.50,0.75,4.20,0.42,3.51,光大银行,否,0.27,否,1,False,-0.01,2073.90亿
1160.75亿,126,-0.36,5.53,4.48|2025-12-26,4.13亿,7497.66万,SH,601169,上交所主板,5.49,0.68,4.13,0.42,5.49,北京银行,否,0.35,否,1,False,-0.02,1160.75亿
1049.41亿,127,-0.44,6.86,4.02|2025-12-26,2.14亿,3130.65万,SH,600015,上交所主板,6.82,0.92,4.53,0.35,6.82,华夏银行,否,0.20,否,1,False,-0.03,1085.40亿
