CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,TRADING_VOLUMES,VOLUME,PETTMDEDUCTED{2025-12-25},MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,IFSTSTOCK{2025-12-25},PCHG,TOAL_MARKET_VALUE<140>
1392.88亿,11,-1.05,73.91,30.60亿,4211.99万,40.80|2025-12-25,SZ,002463,深交所主板,71.62,0.68,38.47,9.99,72.44,沪电股份,否,2.19,0,False,否,-0.77,1394.01亿
982.95亿,12,-0.25,11.97,6.02亿,5062.92万,40.34|2025-12-25,SZ,000625,深交所主板,11.86,0.51,28.96,1.54,11.90,长安汽车,否,0.61,0,False,否,-0.03,1179.78亿
1537.52亿,13,0.50,127.77,11.92亿,939.94万,40.21|2025-12-25,SH,603501,上交所主板,125.80,0.83,35.92,5.60,127.13,豪威集团,否,0.78,1,False,否,0.63,1537.52亿
1408.55亿,14,-2.77,39.50,13.77亿,3527.31万,37.10|2025-12-25,SH,600547,上交所主板,38.70,0.63,34.06,5.91,38.97,山东黄金,否,0.98,1,False,否,-1.11,1796.49亿
1250.04亿,15,0.23,80.34,9.70亿,1230.10万,36.16|2025-12-25,SZ,000408,深交所主板,77.50,0.75,34.08,8.27,79.61,藏格矿业,否,0.78,0,False,否,0.18,1250.06亿
1415.01亿,16,-1.25,276.88,2.55亿,93.39万,34.19|2025-12-25,SH,605499,上交所主板,270.68,0.71,28.22,16.08,272.11,东鹏饮料,否,0.18,1,False,否,-3.44,1415.01亿
2079.66亿,17,0.13,37.41,3.92亿,1052.39万,33.11|2025-12-25,SH,603288,上交所主板,37.16,0.79,30.84,5.53,37.40,海天味业,否,0.19,1,False,否,0.05,2188.58亿
4320.13亿,18,0.24,59.95,46.97亿,7941.10万,33.01|2025-12-25,SZ,002475,深交所主板,58.25,1.08,28.19,5.43,59.43,立讯精密,否,1.09,0,False,否,0.14,4329.92亿
1490.27亿,19,0.00,4.08,14.41亿,3.54亿,32.26|2025-12-25,SZ,000725,深交所主板,4.05,0.64,24.76,1.14,4.06,京东方Ａ,否,0.97,0,False,否,0.00,1519.00亿
1798.30亿,20,-0.49,119.70,13.02亿,1093.10万,31.54|2025-12-25,SH,601127,上交所主板,118.80,0.82,29.29,7.60,119.11,赛力斯,否,0.72,1,False,否,-0.59,2074.88亿
1199.26亿,21,-1.78,53.00,11.55亿,2214.35万,31.29|2025-12-25,SZ,002938,深交所主板,51.66,0.75,37.50,3.69,51.93,鹏鼎控股,否,0.96,0,False,否,-0.94,1203.76亿
1178.11亿,22,1.88,17.38,17.92亿,1.04亿,30.75|2025-12-25,SZ,002602,深交所主板,16.82,0.83,21.99,4.26,17.33,世纪华通,否,1.54,0,False,否,0.32,1277.56亿
1168.71亿,23,0.04,23.50,33.15亿,1.43亿,30.73|2025-12-25,SH,600089,上交所主板,22.88,0.97,15.98,1.70,23.13,特变电工,否,2.83,1,False,否,0.01,1168.71亿
1459.91亿,24,1.97,20.93,6.15亿,2986.55万,30.62|2025-12-25,SH,600346,上交所主板,20.21,0.99,21.80,2.26,20.74,恒力石化,否,0.42,1,False,否,0.40,1459.91亿
1211.11亿,25,3.46,9.76,22.12亿,2.31亿,28.99|2025-12-25,SZ,000617,深交所主板,9.33,2.96,22.73,1.15,9.58,中油资本,否,1.83,0,False,否,0.32,1211.11亿
1376.59亿,26,0.68,22.19,2.01亿,913.62万,27.63|2025-12-25,SH,601633,上交所主板,21.91,0.95,16.48,2.20,22.17,长城汽车,否,0.15,1,False,否,0.15,1897.28亿
814.99亿,27,3.58,90.00,8.63亿,981.02万,27.16|2025-12-25,SH,605117,上交所主板,85.43,1.24,26.04,8.56,89.78,德业股份,否,1.08,1,False,否,3.10,814.99亿
1031.84亿,28,2.19,38.79,9.60亿,2514.86万,26.33|2025-12-25,SH,600160,上交所主板,37.13,1.23,23.83,5.05,38.22,巨化股份,否,0.93,1,False,否,0.82,1031.84亿
1231.62亿,29,-2.59,65.90,37.37亿,5727.79万,26.01|2025-12-25,SH,603799,上交所主板,64.50,0.72,22.05,2.60,65.37,华友钴业,否,3.04,1,False,否,-1.74,1239.48亿
1490.10亿,30,-1.61,28.30,19.62亿,6990.59万,25.59|2025-12-25,SZ,000792,深交所主板,27.78,0.69,24.82,3.63,28.16,盐湖股份,否,1.32,0,False,否,-0.46,1490.11亿
3307.30亿,31,0.44,95.23,17.26亿,1822.02万,25.22|2025-12-25,SZ,002594,深交所主板,94.12,0.79,27.79,3.93,94.84,比亚迪,否,0.52,0,False,否,0.42,8646.75亿
1180.67亿,32,-0.24,4.14,1.97亿,4755.02万,25.04|2025-12-25,SH,600905,上交所主板,4.12,0.73,20.53,1.32,4.13,三峡能源,否,0.17,1,False,否,-0.01,1180.67亿
1751.66亿,33,-0.62,20.86,6.73亿,3253.81万,24.33|2025-12-25,SH,600031,上交所主板,20.62,0.70,19.98,2.59,20.67,三一重工,否,0.38,1,False,否,-0.13,1900.61亿
1837.83亿,34,1.11,29.30,9.66亿,3318.42万,24.29|2025-12-25,SH,600887,上交所主板,28.83,0.94,13.29,3.47,29.20,伊利股份,否,0.53,1,False,否,0.32,1847.01亿
1835.16亿,35,-0.43,23.09,5.18亿,2257.60万,23.96|2025-12-25,SH,600406,上交所主板,22.89,0.81,28.47,3.75,22.95,国电南瑞,否,0.28,1,False,否,-0.10,1843.36亿
1657.95亿,36,0.46,8.81,6.69亿,7620.21万,23.57|2025-12-25,SH,601985,上交所主板,8.71,1.44,16.92,1.56,8.78,中国核电,否,0.40,1,False,否,0.04,1805.87亿
899.85亿,37,-0.73,16.65,6.25亿,3800.19万,21.99|2025-12-25,SH,600415,上交所主板,16.37,0.76,19.52,4.06,16.41,小商品城,否,0.69,1,False,否,-0.12,899.85亿
1124.58亿,38,-3.13,23.58,16.23亿,6998.28万,21.93|2025-12-25,SH,600489,上交所主板,22.99,1.04,22.93,3.85,23.20,中金黄金,否,1.44,1,False,否,-0.75,1124.58亿
1581.41亿,39,0.19,5.15,4.18亿,8141.91万,21.58|2025-12-25,SH,600050,上交所主板,5.12,0.78,13.74,0.95,5.14,中国联通,否,0.26,1,False,否,0.01,1606.99亿
2680.46亿,40,1.02,29.67,10.67亿,3611.35万,21.49|2025-12-25,SZ,002415,深交所主板,29.30,1.27,21.85,3.46,29.63,海康威视,否,0.40,0,False,否,0.30,2715.55亿
2273.93亿,41,1.23,92.00,20.26亿,2218.20万,21.38|2025-12-25,SH,603259,上交所主板,90.28,0.69,17.04,3.87,91.94,药明康德,否,0.90,1,False,否,1.12,2743.27亿
1514.40亿,42,0.26,3.90,5.22亿,1.35亿,21.25|2025-12-25,SZ,003816,深交所主板,3.84,1.65,17.00,1.58,3.85,中国广核,否,0.34,0,False,否,0.01,1944.20亿
1006.24亿,43,0.46,56.78,2.59亿,456.01万,21.06|2025-12-25,SZ,000538,深交所主板,56.50,0.73,15.90,2.55,56.76,云南白药,否,0.26,0,False,否,0.26,1012.75亿
1826.73亿,44,0.24,38.49,5.20亿,1357.92万,21.01|2025-12-25,SZ,002352,深交所主板,38.21,0.66,17.41,1.96,38.28,顺丰控股,否,0.28,0,False,否,0.09,1929.09亿
3265.18亿,45,0.11,18.75,25.61亿,1.38亿,20.94|2025-12-25,SH,603993,上交所主板,18.21,0.74,21.01,5.15,18.70,洛阳钼业,否,0.79,1,False,否,0.02,4000.74亿
1749.93亿,46,0.71,27.04,3.38亿,1257.52万,20.85|2025-12-25,SH,601066,上交所主板,26.69,0.50,22.11,2.55,26.94,中信建投,否,0.19,1,False,否,0.19,2089.65亿
2401.38亿,47,-0.47,78.50,18.95亿,2451.53万,20.82|2025-12-25,SH,600309,上交所主板,76.67,0.76,19.67,2.28,76.71,万华化学,否,0.78,1,False,否,-0.36,2401.38亿
1027.20亿,48,-1.13,29.77,7.69亿,2616.29万,20.73|2025-12-25,SZ,000807,深交所主板,28.98,0.59,17.52,3.18,29.62,云铝股份,否,0.75,0,False,否,-0.34,1027.21亿
6635.61亿,49,0.00,27.68,8.31亿,3008.06万,20.66|2025-12-25,SH,600900,上交所主板,27.57,0.37,17.99,3.06,27.64,长江电力,否,0.13,1,False,否,0.00,6763.02亿
5543.02亿,50,-1.02,5.94,4.91亿,8328.07万,20.45|2025-12-25,SH,600028,上交所主板,5.83,0.66,17.72,0.85,5.85,中国石化,否,0.09,1,False,否,-0.06,7083.66亿
1042.73亿,51,1.12,7.23,7.00亿,9734.50万,20.32|2025-12-25,SZ,002027,深交所主板,7.13,0.82,18.44,6.33,7.22,分众传媒,否,0.67,0,False,否,0.08,1042.73亿
6598.47亿,52,-0.87,32.14,40.75亿,1.27亿,20.24|2025-12-25,SH,601899,上交所主板,31.83,0.63,16.87,5.08,32.03,紫金矿业,否,0.62,1,False,否,-0.28,8516.69亿
1661.40亿,53,0.00,9.27,1.22亿,1317.68万,19.91|2025-12-25,SH,600025,上交所主板,9.21,0.74,17.11,2.50,9.23,华能水电,否,0.07,1,False,否,0.00,1719.65亿
1.77万亿,54,0.95,1419.48,33.00亿,233.86万,19.65|2025-12-25,SH,600519,上交所主板,1401.38,1.02,20.55,7.80,1414.17,贵州茅台,否,0.19,1,False,否,13.27,1.77万亿
2539.24亿,55,0.19,5.21,2.94亿,5666.05万,19.45|2025-12-25,SH,601816,上交所主板,5.18,0.64,18.49,1.24,5.19,京沪高铁,否,0.12,1,False,否,0.01,2539.24亿
5022.64亿,56,-0.31,6.53,8.04亿,1.24亿,19.25|2025-12-25,SH,601728,上交所主板,6.45,0.73,14.43,1.29,6.47,中国电信,否,0.16,1,False,否,-0.02,5920.51亿
1272.30亿,57,0.70,63.99,3.97亿,625.63万,18.80|2025-12-25,SH,600660,上交所主板,62.78,0.58,17.60,4.67,63.52,福耀玻璃,否,0.31,1,False,否,0.44,1657.71亿
929.10亿,58,0.37,26.99,1.61亿,599.28万,18.77|2025-12-25,SZ,000895,深交所主板,26.60,0.83,17.60,4.59,26.82,双汇发展,否,0.17,0,False,否,0.10,929.22亿
2798.65亿,59,-0.58,20.90,12.13亿,5831.28万,18.55|2025-12-25,SH,601211,上交所主板,20.71,0.83,12.42,1.16,20.74,国泰海通,否,0.43,1,False,否,-0.12,3656.24亿
1042.54亿,60,0.14,35.74,6.76亿,1897.53万,18.50|2025-12-25,SH,601995,上交所主板,35.57,0.37,19.66,1.77,35.66,中金公司,否,0.65,1,False,否,0.05,1721.40亿
993.01亿,61,-1.38,10.86,4.91亿,4585.34万,18.27|2025-12-25,SZ,000425,深交所主板,10.65,0.69,15.76,2.10,10.69,徐工机械,否,0.49,0,False,否,-0.15,1256.39亿
808.94亿,62,0.74,10.87,5.52亿,5098.83万,18.12|2025-12-25,SH,600958,上交所主板,10.70,0.96,13.50,1.17,10.83,东方证券,否,0.68,1,False,否,0.08,920.19亿
2179.71亿,63,1.75,179.00,7.68亿,432.07万,17.71|2025-12-25,SH,600809,上交所主板,175.95,1.38,14.33,5.62,178.67,山西汾酒,否,0.35,1,False,否,3.07,2179.71亿
911.45亿,64,1.90,44.55,25.79亿,5964.94万,17.58|2025-12-25,SH,600362,上交所主板,41.61,1.44,18.94,1.88,43.92,江西铜业,否,2.87,1,False,否,0.82,1520.83亿
908.57亿,65,4.13,55.10,6.36亿,1178.69万,17.49|2025-12-25,SZ,002311,深交所主板,52.22,2.03,16.46,3.60,54.65,海大集团,否,0.71,0,False,否,2.17,909.24亿
907.37亿,66,-0.99,101.47,17.75亿,1763.42万,16.82|2025-12-25,SH,600941,上交所主板,100.35,1.29,14.14,1.59,100.51,中国移动,否,1.95,1,False,否,-1.01,2.18万亿
1563.95亿,67,-0.14,7.24,3.24亿,4508.24万,16.66|2025-12-25,SH,600019,上交所主板,7.14,0.77,14.74,0.77,7.18,宝钢股份,否,0.21,1,False,否,-0.01,1563.95亿
1055.87亿,68,-0.17,6.04,7.64亿,1.28亿,16.41|2025-12-25,SH,600795,上交所主板,5.90,0.89,11.69,1.72,5.92,国电电力,否,0.72,1,False,否,-0.01,1055.87亿
999.61亿,69,-0.59,13.55,2.65亿,1968.74万,16.17|2025-12-25,SH,600886,上交所主板,13.37,1.02,12.35,1.62,13.41,国投电力,否,0.26,1,False,否,-0.08,1073.40亿
1071.83亿,70,0.57,5.33,4.48亿,8434.93万,16.11|2025-12-25,SH,601006,上交所主板,5.29,0.80,12.92,0.64,5.32,大秦铁路,否,0.42,1,False,否,0.03,1071.83亿
3526.33亿,71,0.77,29.02,30.20亿,1.04亿,15.42|2025-12-25,SH,600030,上交所主板,28.70,1.14,13.90,1.53,28.96,中信证券,否,0.86,1,False,否,0.22,4292.03亿
4292.88亿,72,1.21,110.70,13.85亿,1257.08万,15.11|2025-12-25,SZ,000858,深交所主板,109.20,1.04,14.97,3.01,110.60,五 粮 液,否,0.32,0,False,否,1.32,4293.06亿
6617.85亿,73,-0.30,40.35,5.31亿,1320.88万,15.10|2025-12-25,SH,601088,上交所主板,40.01,0.53,15.31,2.01,40.13,中国神华,否,0.08,1,False,否,-0.12,7973.24亿
1683.48亿,74,-0.14,6.93,3.11亿,4493.85万,15.00|2025-12-25,SH,601766,上交所主板,6.90,0.59,14.95,1.17,6.92,中国中车,否,0.18,1,False,否,-0.01,1985.96亿
803.00亿,75,0.57,16.00,1.09亿,686.92万,14.53|2025-12-25,SZ,000708,深交所主板,15.75,0.61,13.91,1.93,15.91,中信特钢,否,0.14,0,False,否,0.09,803.00亿
1194.38亿,76,0.57,5.33,3.79亿,7152.48万,14.30|2025-12-25,SZ,000166,深交所主板,5.26,1.04,12.42,1.20,5.30,申万宏源,否,0.32,0,False,否,0.03,1327.12亿
1773.70亿,77,0.65,122.12,9.89亿,819.21万,14.13|2025-12-25,SZ,000568,深交所主板,119.49,1.27,12.38,3.58,120.72,泸州老窖,否,0.56,0,False,否,0.78,1776.93亿
896.33亿,78,0.36,22.43,3.11亿,1390.75万,14.10|2025-12-25,SH,600585,上交所主板,22.26,0.74,14.13,0.62,22.41,海螺水泥,否,0.35,1,False,否,0.08,1187.57亿
5379.79亿,79,-0.27,78.88,17.80亿,2267.58万,14.05|2025-12-25,SZ,000333,深交所主板,78.18,0.94,11.82,2.71,78.59,美的集团,否,0.33,0,False,否,-0.21,5971.19亿
862.93亿,80,-1.37,17.54,8.03亿,4629.19万,13.98|2025-12-25,SZ,000338,深交所主板,17.27,0.89,12.74,1.60,17.31,潍柴动力,否,0.93,0,False,否,-0.24,1508.32亿
1730.24亿,81,0.25,23.83,18.88亿,7968.47万,13.92|2025-12-25,SH,601688,上交所主板,23.47,0.85,12.59,1.25,23.68,华泰证券,否,1.09,1,False,否,0.06,2137.56亿
1443.80亿,82,-0.99,10.98,17.65亿,1.62亿,13.44|2025-12-25,SH,601600,上交所主板,10.82,0.79,12.97,2.56,10.96,中国铝业,否,1.23,1,False,否,-0.11,1880.26亿
2097.03亿,83,-0.46,21.90,4.52亿,2081.71万,13.30|2025-12-25,SH,601225,上交所主板,21.57,0.64,12.37,2.22,21.63,陕西煤业,否,0.21,1,False,否,-0.10,2097.03亿
1298.89亿,84,-0.45,22.20,7.72亿,3496.71万,12.73|2025-12-25,SZ,000776,深交所主板,21.98,0.73,11.48,1.32,22.00,广发证券,否,0.59,0,False,否,-0.10,1673.29亿
1368.40亿,85,-0.05,18.79,3.95亿,2111.18万,12.62|2025-12-25,SH,600989,上交所主板,18.58,0.78,11.47,2.98,18.66,宝丰能源,否,0.29,1,False,否,-0.01,1368.40亿
1680.81亿,86,0.15,26.95,5.40亿,2011.93万,12.60|2025-12-25,SH,600690,上交所主板,26.75,0.80,10.88,2.14,26.88,海尔智家,否,0.32,1,False,否,0.04,2520.71亿
862.37亿,87,1.12,10.15,2.22亿,2237.61万,12.57|2025-12-25,SH,600039,上交所主板,9.81,1.05,12.21,1.73,9.92,四川路桥,否,0.26,1,False,否,0.11,862.60亿
1155.33亿,88,0.95,15.99,5.28亿,3318.38万,12.43|2025-12-25,SH,601881,上交所主板,15.77,1.07,11.93,1.50,15.95,中国银河,否,0.46,1,False,否,0.15,1744.04亿
1243.93亿,89,0.42,16.84,5.27亿,3140.00万,12.05|2025-12-25,SH,600999,上交所主板,16.68,1.16,12.32,1.24,16.76,招商证券,否,0.42,1,False,否,0.07,1457.54亿
1827.18亿,90,-0.35,48.11,11.51亿,2405.32万,11.39|2025-12-25,SZ,002714,深交所主板,47.72,0.77,13.29,3.45,47.95,牧原股份,否,0.63,0,False,否,-0.17,2619.40亿
841.09亿,91,0.07,28.31,6.79亿,2405.56万,11.29|2025-12-25,SH,600938,上交所主板,28.03,0.59,9.83,1.70,28.13,中国海油,否,0.80,1,False,否,0.02,1.34万亿
1.59万亿,92,-0.20,9.94,6.97亿,7067.53万,10.93|2025-12-25,SH,601857,上交所主板,9.79,0.73,10.69,1.15,9.83,中国石油,否,0.04,1,False,否,-0.02,1.80万亿
1265.96亿,93,-0.15,13.29,3.68亿,2783.38万,10.83|2025-12-25,SZ,002736,深交所主板,13.15,1.04,11.07,1.39,13.17,国信证券,否,0.29,0,False,否,-0.02,1348.84亿
1162.30亿,94,-1.40,12.88,2.05亿,1604.73万,9.87|2025-12-25,SH,601898,上交所主板,12.66,0.74,10.12,1.07,12.70,中煤能源,否,0.18,1,False,否,-0.18,1683.85亿
1290.19亿,95,0.18,5.57,1.20亿,2164.10万,9.78|2025-12-25,SH,600018,上交所主板,5.54,0.75,8.60,0.92,5.55,上港集团,否,0.09,1,False,否,0.01,1292.04亿
2.42万亿,96,-0.79,7.67,13.52亿,1.78亿,9.19|2025-12-25,SH,601288,上交所主板,7.56,0.79,9.01,0.98,7.58,农业银行,否,0.06,1,False,否,-0.06,2.65万亿
7547.33亿,97,2.56,71.98,55.13亿,7778.98万,8.69|2025-12-25,SH,601318,上交所主板,68.98,1.28,7.24,1.30,70.80,中国平安,否,0.73,1,False,否,1.77,1.28万亿
878.72亿,98,0.13,8.06,3.20亿,4003.26万,8.64|2025-12-25,SH,600011,上交所主板,7.92,0.90,6.34,1.88,7.99,华能国际,否,0.36,1,False,否,0.01,1254.28亿
2918.73亿,99,2.75,43.00,14.47亿,3395.49万,8.09|2025-12-25,SH,601601,上交所主板,41.41,1.18,6.73,1.44,42.64,中国太保,否,0.50,1,False,否,1.14,4102.11亿
3920.10亿,100,-0.34,11.86,3.57亿,3032.63万,7.98|2025-12-25,SH,600000,上交所主板,11.74,0.51,7.57,0.54,11.77,浦发银行,否,0.09,1,False,否,-0.04,3920.10亿
9774.56亿,101,1.43,47.65,7.11亿,1510.64万,7.79|2025-12-25,SH,601628,上交所主板,46.13,1.05,5.93,2.12,46.94,中国人寿,否,0.07,1,False,否,0.66,1.33万亿
2256.25亿,102,0.37,41.04,10.80亿,2640.79万,7.76|2025-12-25,SZ,000651,深交所主板,40.66,0.87,8.01,1.59,40.91,格力电器,否,0.48,0,False,否,0.15,2291.54亿
3294.19亿,103,2.09,9.39,6.62亿,7141.28万,7.68|2025-12-25,SH,601319,上交所主板,9.06,0.89,6.57,1.32,9.28,中国人保,否,0.20,1,False,否,0.19,4103.99亿
2.12万亿,104,-0.63,7.91,13.02亿,1.66亿,7.65|2025-12-25,SH,601398,上交所主板,7.83,0.81,7.78,0.74,7.86,工商银行,否,0.06,1,False,否,-0.05,2.80万亿
1.19万亿,105,-0.35,5.71,12.86亿,2.27亿,7.62|2025-12-25,SH,601988,上交所主板,5.63,1.00,7.69,0.69,5.65,中国银行,否,0.11,1,False,否,-0.02,1.82万亿
985.86亿,106,0.00,8.40,1.25亿,1491.93万,7.57|2025-12-25,SH,601800,上交所主板,8.35,0.92,7.49,0.46,8.37,中国交建,否,0.13,1,False,否,0.00,1362.19亿
3631.32亿,107,0.19,5.44,5.18亿,9552.10万,7.49|2025-12-25,SH,601658,上交所主板,5.39,0.74,6.36,0.64,5.41,邮储银行,否,0.14,1,False,否,0.01,6497.14亿
855.89亿,108,-0.33,9.20,8197.94万,897.36万,7.15|2025-12-25,SH,601825,上交所主板,9.10,0.53,6.25,0.70,9.13,沪农商行,否,0.10,1,False,否,-0.03,880.54亿
882.62亿,109,0.33,9.23,4.62亿,5025.61万,7.15|2025-12-25,SH,601939,上交所主板,9.14,0.60,7.01,0.71,9.20,建设银行,否,0.52,1,False,否,0.03,2.41万亿
8618.77亿,110,-0.12,42.08,20.90亿,4992.14万,7.09|2025-12-25,SH,600036,上交所主板,41.70,0.83,6.95,0.97,41.78,招商银行,否,0.24,1,False,否,-0.05,1.05万亿
1877.22亿,111,0.00,7.27,7.94亿,1.10亿,6.76|2025-12-25,SH,601328,上交所主板,7.19,0.88,6.82,0.57,7.20,XD交通银,否,0.42,1,False,否,0.00,6362.19亿
1399.56亿,112,0.09,11.44,2.67亿,2345.20万,6.56|2025-12-25,SH,601009,上交所主板,11.30,0.67,5.83,0.77,11.32,南京银行,否,0.19,1,False,否,0.01,1399.56亿
1107.69亿,113,-0.18,5.43,2.65亿,4910.99万,6.51|2025-12-25,SH,601390,上交所主板,5.39,0.86,5.73,0.42,5.41,中国中铁,否,0.24,1,False,否,-0.01,1335.53亿
1868.43亿,114,-0.21,28.65,5.34亿,1881.94万,6.44|2025-12-25,SZ,002142,深交所主板,28.21,0.91,6.25,0.87,28.31,宁波银行,否,0.29,0,False,否,-0.06,1869.48亿
1912.93亿,115,-1.11,15.30,6.55亿,4301.08万,6.20|2025-12-25,SH,601919,上交所主板,15.15,0.77,6.51,1.01,15.17,中远海控,否,0.34,1,False,否,-0.17,2349.80亿
1498.39亿,116,0.88,73.16,12.83亿,1777.24万,6.00|2025-12-25,SH,601336,上交所主板,70.91,0.86,5.12,2.28,71.85,新华保险,否,0.85,1,False,否,0.63,2241.39亿
3049.07亿,117,0.81,7.53,3.00亿,4007.27万,5.99|2025-12-25,SH,601998,上交所主板,7.39,1.01,5.85,0.59,7.48,中信银行,否,0.10,1,False,否,0.06,4162.26亿
1113.45亿,118,0.26,15.50,5.29亿,3437.68万,5.92|2025-12-25,SH,600926,上交所主板,15.25,0.78,5.26,0.84,15.36,杭州银行,否,0.47,1,False,否,0.04,1113.45亿
1415.22亿,119,0.61,10.01,2.90亿,2912.62万,5.82|2025-12-25,SH,601229,上交所主板,9.87,0.54,5.87,0.59,9.96,上海银行,否,0.20,1,False,否,0.06,1415.22亿
4452.66亿,120,0.05,21.24,11.54亿,5459.40万,5.78|2025-12-25,SH,601166,上交所主板,21.02,0.92,5.29,0.57,21.04,兴业银行,否,0.26,1,False,否,0.01,4452.66亿
1893.86亿,121,0.00,10.43,9.88亿,9538.63万,5.57|2025-12-25,SH,600919,上交所主板,10.29,0.81,4.64,0.74,10.32,江苏银行,否,0.52,1,False,否,0.00,1893.86亿
1368.84亿,122,1.05,3.87,8.73亿,2.27亿,5.52|2025-12-25,SH,600016,上交所主板,3.81,0.68,4.44,0.30,3.86,民生银行,否,0.64,1,False,否,0.04,1690.00亿
2152.79亿,123,0.19,5.23,5.15亿,9869.55万,5.41|2025-12-25,SH,601668,上交所主板,5.19,0.79,4.23,0.45,5.21,中国建筑,否,0.24,1,False,否,0.01,2152.79亿
898.40亿,124,-0.13,7.83,1.81亿,2323.42万,5.19|2025-12-25,SH,601186,上交所主板,7.78,1.16,5.37,0.39,7.81,中国铁建,否,0.20,1,False,否,-0.01,1060.56亿
2243.29亿,125,0.17,11.62,6.34亿,5474.55万,5.17|2025-12-25,SZ,000001,深交所主板,11.52,0.82,4.39,0.50,11.56,平安银行,否,0.28,0,False,否,0.02,2243.32亿
1633.52亿,126,0.57,3.53,4.56亿,1.29亿,5.10|2025-12-25,SH,601818,上交所主板,3.49,0.69,4.21,0.42,3.52,光大银行,否,0.28,1,False,否,0.02,2079.81亿
1164.98亿,127,0.18,5.54,4.98亿,9013.62万,4.50|2025-12-25,SH,601169,上交所主板,5.50,0.70,4.15,0.42,5.51,北京银行,否,0.43,1,False,否,0.01,1164.98亿
1054.02亿,128,0.15,6.88,2.14亿,3125.68万,4.04|2025-12-25,SH,600015,上交所主板,6.83,0.80,4.55,0.35,6.85,华夏银行,否,0.20,1,False,否,0.01,1090.17亿
