CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,PETTMDEDUCTED{2025-12-30},BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,IFSTSTOCK{2025-12-30},TOAL_MARKET_VALUE<140>
1397.08亿,25,-0.49,22.67,2.81亿,1246.43万,SH,601633,上交所主板,28.04|2025-12-30,22.44,0.78,16.72,2.24,22.50,长城汽车,否,0.20,1,False,-0.11,否,1925.52亿
1281.74亿,26,4.47,68.64,55.03亿,8204.19万,SH,603799,上交所主板,27.07|2025-12-30,63.86,1.23,22.95,2.70,68.03,华友钴业,否,4.35,1,False,2.91,否,1290.34亿
3478.52亿,27,-0.46,100.15,31.75亿,3187.56万,SZ,002594,深交所主板,26.53|2025-12-30,98.74,0.74,29.23,4.14,99.75,比亚迪,否,0.91,0,False,-0.46,否,9094.40亿
1037.78亿,28,2.53,38.75,8.78亿,2302.53万,SH,600160,上交所主板,26.49|2025-12-30,37.10,1.18,23.96,5.08,38.44,巨化股份,否,0.85,1,False,0.95,否,1037.78亿
1467.87亿,29,0.18,28.04,17.21亿,6213.42万,SZ,000792,深交所主板,25.20|2025-12-30,27.30,0.68,24.45,3.58,27.74,盐湖股份,否,1.17,0,False,0.05,否,1467.88亿
1172.09亿,30,-0.24,4.12,2.51亿,6123.39万,SH,600905,上交所主板,24.86|2025-12-30,4.09,0.98,20.38,1.31,4.10,三峡能源,否,0.21,1,False,-0.01,否,1172.09亿
1783.01亿,31,1.54,21.35,15.79亿,7503.55万,SH,600031,上交所主板,24.76|2025-12-30,20.67,1.48,20.33,2.64,21.04,三一重工,否,0.89,1,False,0.32,否,1934.63亿
1805.73亿,32,-0.62,28.90,11.22亿,3904.98万,SH,600887,上交所主板,23.86|2025-12-30,28.61,1.13,13.05,3.41,28.69,伊利股份,否,0.62,1,False,-0.18,否,1814.75亿
1805.57亿,33,-0.70,22.82,6.95亿,3070.60万,SH,600406,上交所主板,23.57|2025-12-30,22.54,1.00,28.01,3.68,22.58,国电南瑞,否,0.38,1,False,-0.16,否,1813.57亿
1637.18亿,34,-0.46,8.69,4.65亿,5364.84万,SH,601985,上交所主板,23.28|2025-12-30,8.65,0.91,16.71,1.54,8.67,中国核电,否,0.28,1,False,-0.04,否,1783.25亿
1097.60亿,35,6.82,31.73,18.81亿,6117.93万,SZ,000807,深交所主板,22.15|2025-12-30,28.90,1.41,18.72,3.40,31.65,云铝股份,否,1.76,0,False,2.02,否,1097.61亿
1132.82亿,36,2.14,23.57,20.14亿,8739.33万,SH,600489,上交所主板,22.09|2025-12-30,22.10,1.21,23.09,3.88,23.37,中金黄金,否,1.80,1,False,0.49,否,1132.82亿
3408.36亿,37,3.39,19.55,44.49亿,2.32亿,SH,603993,上交所主板,21.86|2025-12-30,18.21,1.04,21.93,5.38,19.52,洛阳钼业,否,1.33,1,False,0.64,否,4176.17亿
2700.36亿,38,0.84,29.94,8.04亿,2701.71万,SZ,002415,深交所主板,21.65|2025-12-30,29.46,0.80,22.02,3.49,29.85,海康威视,否,0.30,0,False,0.25,否,2735.71亿
5836.75亿,39,2.67,6.24,16.45亿,2.69亿,SH,600028,上交所主板,21.50|2025-12-30,5.96,1.93,18.63,0.90,6.16,中国石化,否,0.28,1,False,0.16,否,7449.01亿
2272.94亿,40,-0.65,92.58,28.15亿,3073.48万,SH,603259,上交所主板,21.37|2025-12-30,90.52,1.21,17.03,3.86,91.90,药明康德,否,1.24,1,False,-0.60,否,2742.07亿
1566.03亿,41,-0.39,5.12,7.14亿,1.40亿,SH,600050,上交所主板,21.37|2025-12-30,5.07,1.39,13.61,0.94,5.09,中国联通,否,0.46,1,False,-0.02,否,1591.36亿
870.24亿,42,-2.58,16.30,10.45亿,6557.06万,SH,600415,上交所主板,21.27|2025-12-30,15.78,1.03,18.88,3.92,15.87,小商品城,否,1.20,1,False,-0.42,否,870.24亿
1009.43亿,43,0.44,56.98,3.28亿,577.31万,SZ,000538,深交所主板,21.13|2025-12-30,56.59,1.02,15.95,2.56,56.94,云南白药,否,0.33,0,False,0.25,否,1015.96亿
6884.82亿,44,2.36,33.48,79.87亿,2.44亿,SH,601899,上交所主板,21.12|2025-12-30,31.53,0.99,17.60,5.30,33.42,紫金矿业,否,1.18,1,False,0.77,否,8886.29亿
1831.50亿,45,-0.65,38.66,5.50亿,1431.39万,SZ,002352,深交所主板,21.07|2025-12-30,38.29,0.86,17.46,1.97,38.38,顺丰控股,否,0.30,0,False,-0.25,否,1934.13亿
2410.46亿,46,1.12,77.99,20.41亿,2662.84万,SH,600309,上交所主板,20.90|2025-12-30,75.02,1.00,19.74,2.29,77.00,万华化学,否,0.85,1,False,0.85,否,2410.46亿
1479.00亿,47,-1.57,3.82,6.61亿,1.75亿,SZ,003816,深交所主板,20.75|2025-12-30,3.75,1.71,16.61,1.54,3.76,中国广核,否,0.45,0,False,-0.06,否,1898.75亿
1734.99亿,48,-0.11,26.80,3.85亿,1444.34万,SH,601066,上交所主板,20.67|2025-12-30,26.58,0.92,21.92,2.57,26.71,中信建投,否,0.22,1,False,-0.03,否,2071.81亿
1052.84亿,49,1.39,7.38,11.13亿,1.54亿,SZ,002027,深交所主板,20.51|2025-12-30,7.09,1.41,18.62,6.39,7.29,分众传媒,否,1.06,0,False,0.10,否,1052.84亿
6558.78亿,50,-0.73,27.50,19.82亿,7242.47万,SH,600900,上交所主板,20.42|2025-12-30,27.32,1.35,17.78,3.02,27.32,长江电力,否,0.30,1,False,-0.20,否,6684.72亿
1042.81亿,51,2.57,51.30,45.92亿,9305.08万,SH,600362,上交所主板,20.11|2025-12-30,46.42,1.20,21.67,2.15,50.25,江西铜业,否,4.48,1,False,1.26,否,1740.02亿
1629.00亿,52,-0.55,9.10,1.74亿,1925.55万,SH,600025,上交所主板,19.52|2025-12-30,9.02,1.00,16.77,2.45,9.05,华能水电,否,0.11,1,False,-0.05,否,1686.11亿
1052.46亿,53,0.62,11.59,9.08亿,7964.05万,SZ,000425,深交所主板,19.37|2025-12-30,11.15,1.15,16.71,2.22,11.33,徐工机械,否,0.86,0,False,0.07,否,1331.61亿
1.74万亿,54,-0.88,1401.90,47.02亿,337.92万,SH,600519,上交所主板,19.31|2025-12-30,1386.00,1.44,20.20,7.66,1389.72,贵州茅台,否,0.27,1,False,-12.28,否,1.74万亿
2519.67亿,55,-1.15,5.23,4.60亿,8871.14万,SH,601816,上交所主板,19.30|2025-12-30,5.15,1.11,18.34,1.23,5.15,京沪高铁,否,0.18,1,False,-0.06,否,2519.67亿
1291.93亿,56,2.09,64.75,7.24亿,1128.02万,SH,600660,上交所主板,19.09|2025-12-30,63.00,1.30,17.87,4.75,64.50,福耀玻璃,否,0.56,1,False,1.32,否,1683.28亿
925.98亿,57,0.56,26.78,2.03亿,762.87万,SZ,000895,深交所主板,18.70|2025-12-30,26.45,1.07,17.55,4.58,26.73,双汇发展,否,0.22,0,False,0.15,否,926.10亿
4844.09亿,58,-0.64,6.29,6.57亿,1.05亿,SH,601728,上交所主板,18.57|2025-12-30,6.22,0.63,13.92,1.25,6.24,中国电信,否,0.14,1,False,-0.04,否,5710.05亿
2767.62亿,59,-1.01,20.73,14.61亿,7099.84万,SH,601211,上交所主板,18.35|2025-12-30,20.48,1.11,12.28,1.15,20.51,国泰海通,否,0.53,1,False,-0.21,否,3615.69亿
1028.79亿,60,-0.28,35.36,6.13亿,1740.87万,SH,601995,上交所主板,18.26|2025-12-30,35.07,0.77,19.40,1.75,35.19,中金公司,否,0.60,1,False,-0.10,否,1698.71亿
811.19亿,61,-0.73,10.96,5.39亿,4961.75万,SH,600958,上交所主板,18.17|2025-12-30,10.81,0.79,13.54,1.17,10.86,东方证券,否,0.66,1,False,-0.08,否,922.74亿
936.00亿,62,2.38,56.65,5.32亿,950.20万,SZ,002311,深交所主板,18.02|2025-12-30,54.57,1.15,16.96,3.71,56.30,海大集团,否,0.57,0,False,1.31,否,936.69亿
1614.05亿,63,-0.40,7.50,4.19亿,5629.59万,SH,600019,上交所主板,17.19|2025-12-30,7.37,0.78,15.21,0.79,7.41,宝钢股份,否,0.26,1,False,-0.03,否,1614.05亿
2111.15亿,64,-1.11,175.56,7.32亿,422.07万,SH,600809,上交所主板,17.16|2025-12-30,172.69,1.13,13.88,5.44,173.05,山西汾酒,否,0.35,1,False,-1.95,否,2111.15亿
905.93亿,65,-0.23,100.90,8.82亿,878.88万,SH,600941,上交所主板,16.79|2025-12-30,100.22,0.55,14.12,1.59,100.35,中国移动,否,0.97,1,False,-0.23,否,2.17万亿
976.50亿,66,-0.76,13.22,2.81亿,2140.56万,SH,600886,上交所主板,15.79|2025-12-30,13.09,1.01,12.07,1.58,13.10,国投电力,否,0.29,1,False,-0.10,否,1048.59亿
1043.62亿,67,-1.33,5.25,6.96亿,1.34亿,SH,601006,上交所主板,15.69|2025-12-30,5.18,1.35,12.58,0.63,5.18,大秦铁路,否,0.66,1,False,-0.07,否,1043.62亿
3510.50亿,68,-0.38,29.02,24.64亿,8543.48万,SH,600030,上交所主板,15.35|2025-12-30,28.75,0.84,13.84,1.52,28.83,中信证券,否,0.70,1,False,-0.11,否,4272.76亿
6670.62亿,69,0.62,40.49,9.55亿,2374.68万,SH,601088,上交所主板,15.22|2025-12-30,40.00,1.16,15.43,2.03,40.45,中国神华,否,0.14,1,False,0.25,否,8036.82亿
1666.45亿,70,-0.87,6.91,4.37亿,6367.45万,SH,601766,上交所主板,14.85|2025-12-30,6.81,0.98,14.80,1.16,6.85,中国中车,否,0.26,1,False,-0.06,否,1965.87亿
815.62亿,71,0.56,16.24,1.55亿,962.37万,SZ,000708,深交所主板,14.76|2025-12-30,15.89,0.87,14.13,1.96,16.16,中信特钢,否,0.19,0,False,0.09,否,815.62亿
1579.49亿,72,4.72,12.12,48.20亿,4.10亿,SH,601600,上交所主板,14.71|2025-12-30,11.12,1.36,14.19,2.80,11.99,中国铝业,否,3.11,1,False,0.54,否,2056.96亿
4167.12亿,73,-0.65,107.99,17.01亿,1584.70万,SZ,000858,深交所主板,14.67|2025-12-30,107.02,1.19,14.53,2.92,107.36,五 粮 液,否,0.41,0,False,-0.70,否,4167.29亿
920.32亿,74,-3.01,5.30,13.73亿,2.65亿,SH,600795,上交所主板,14.30|2025-12-30,5.14,1.66,10.19,1.50,5.16,国电电力,否,1.48,1,False,-0.16,否,920.32亿
1189.87亿,75,-0.38,5.32,3.34亿,6306.47万,SZ,000166,深交所主板,14.25|2025-12-30,5.27,0.89,12.37,1.20,5.28,申万宏源,否,0.28,0,False,-0.02,否,1322.11亿
5397.59亿,76,0.56,79.38,16.81亿,2136.22万,SZ,000333,深交所主板,14.09|2025-12-30,78.12,0.91,11.86,2.72,78.85,美的集团,否,0.31,0,False,0.44,否,5990.94亿
869.24亿,77,0.17,17.58,9.69亿,5574.23万,SZ,000338,深交所主板,14.02|2025-12-30,17.15,1.23,12.78,1.61,17.36,潍柴动力,否,1.11,0,False,0.03,否,1512.68亿
1722.20亿,78,-0.17,23.84,12.24亿,5180.11万,SH,601688,上交所主板,13.86|2025-12-30,23.45,0.61,12.53,1.25,23.57,华泰证券,否,0.71,1,False,-0.04,否,2127.63亿
1731.53亿,79,0.55,118.10,6.21亿,528.32万,SZ,000568,深交所主板,13.79|2025-12-30,116.70,0.70,12.09,3.49,117.85,泸州老窖,否,0.36,0,False,0.64,否,1734.68亿
873.54亿,80,-1.67,22.21,6.29亿,2864.58万,SH,600585,上交所主板,13.74|2025-12-30,21.83,1.34,13.77,0.61,21.84,海螺水泥,否,0.72,1,False,-0.37,否,1157.37亿
2090.24亿,81,-0.55,21.74,5.40亿,2509.28万,SH,601225,上交所主板,13.26|2025-12-30,21.37,1.00,12.33,2.21,21.56,陕西煤业,否,0.26,1,False,-0.12,否,2090.24亿
1428.54亿,82,2.47,19.66,8.41亿,4341.42万,SH,600989,上交所主板,13.17|2025-12-30,18.90,1.50,11.97,3.11,19.48,宝丰能源,否,0.59,1,False,0.47,否,1428.54亿
1296.53亿,83,0.09,22.20,8.70亿,3958.12万,SZ,000776,深交所主板,12.71|2025-12-30,21.85,0.79,11.46,1.32,21.96,广发证券,否,0.67,0,False,0.02,否,1670.24亿
867.59亿,84,1.84,10.03,1.87亿,1889.09万,SH,600039,上交所主板,12.65|2025-12-30,9.67,1.02,12.28,1.74,9.98,四川路桥,否,0.22,1,False,0.18,否,867.82亿
1659.55亿,85,-0.15,26.68,8.45亿,3191.43万,SH,600690,上交所主板,12.44|2025-12-30,26.30,1.24,10.74,2.11,26.54,海尔智家,否,0.51,1,False,-0.04,否,2488.82亿
1145.91亿,86,-0.63,15.96,5.17亿,3261.19万,SH,601881,上交所主板,12.33|2025-12-30,15.78,1.09,11.83,1.49,15.82,中国银河,否,0.45,1,False,-0.10,否,1729.82亿
1939.21亿,87,1.98,51.35,23.40亿,4603.09万,SZ,002714,深交所主板,12.09|2025-12-30,49.93,1.31,14.11,3.66,50.89,牧原股份,否,1.21,0,False,0.99,否,2780.00亿
1239.47亿,88,-0.24,16.79,4.34亿,2596.67万,SH,600999,上交所主板,12.01|2025-12-30,16.65,0.77,12.28,1.23,16.70,招商证券,否,0.35,1,False,-0.04,否,1452.32亿
892.81亿,89,3.18,30.08,17.32亿,5850.26万,SH,600938,上交所主板,11.98|2025-12-30,28.88,1.75,10.44,1.81,29.86,中国海油,否,1.96,1,False,0.92,否,1.42万亿
1.66万亿,90,1.89,10.40,17.63亿,1.73亿,SH,601857,上交所主板,11.39|2025-12-30,10.02,1.73,11.14,1.20,10.25,中国石油,否,0.11,1,False,0.19,否,1.88万亿
1256.34亿,91,-0.46,13.16,2.59亿,1983.77万,SZ,002736,深交所主板,10.74|2025-12-30,13.02,0.81,10.99,1.38,13.07,国信证券,否,0.21,0,False,-0.06,否,1338.60亿
1153.15亿,92,-0.16,12.68,1.66亿,1317.70万,SH,601898,上交所主板,9.79|2025-12-30,12.50,0.63,10.04,1.06,12.60,中煤能源,否,0.14,1,False,-0.02,否,1670.59亿
1255.32亿,93,-1.46,5.49,3.80亿,7007.55万,SH,600018,上交所主板,9.52|2025-12-30,5.39,2.65,8.36,0.90,5.40,上港集团,否,0.30,1,False,-0.08,否,1257.12亿
2.43万亿,94,-0.39,7.65,17.15亿,2.26亿,SH,601288,上交所主板,9.23|2025-12-30,7.53,1.04,9.04,0.99,7.61,农业银行,否,0.07,1,False,-0.03,否,2.66万亿
7334.13亿,95,-1.55,70.23,72.27亿,1.05亿,SH,601318,上交所主板,8.45|2025-12-30,68.39,1.55,7.03,1.26,68.80,中国平安,否,0.98,1,False,-1.08,否,1.25万亿
4126.59亿,96,1.81,12.41,9.10亿,7405.11万,SH,600000,上交所主板,8.40|2025-12-30,12.10,1.45,7.97,0.57,12.39,浦发银行,否,0.22,1,False,0.22,否,4126.59亿
812.73亿,97,-3.78,7.67,9.81亿,1.31亿,SH,600011,上交所主板,7.99|2025-12-30,7.36,1.83,5.86,1.74,7.39,华能国际,否,1.19,1,False,-0.29,否,1160.09亿
2868.76亿,98,-0.88,42.64,13.03亿,3113.93万,SH,601601,上交所主板,7.95|2025-12-30,41.36,1.10,6.62,1.42,41.91,中国太保,否,0.45,1,False,-0.37,否,4031.89亿
2235.29亿,99,-0.47,40.76,15.55亿,3838.99万,SZ,000651,深交所主板,7.69|2025-12-30,40.37,1.25,7.93,1.57,40.53,格力电器,否,0.70,0,False,-0.19,否,2270.25亿
1.20万亿,100,-0.18,5.70,13.40亿,2.37亿,SH,601988,上交所主板,7.65|2025-12-30,5.61,1.10,7.71,0.69,5.67,中国银行,否,0.11,1,False,-0.01,否,1.83万亿
2.12万亿,101,-0.25,7.87,16.34亿,2.09亿,SH,601398,上交所主板,7.64|2025-12-30,7.79,1.09,7.77,0.74,7.85,工商银行,否,0.08,1,False,-0.02,否,2.80万亿
3664.88亿,102,0.37,5.49,7.85亿,1.44亿,SH,601658,上交所主板,7.56|2025-12-30,5.41,1.20,6.42,0.65,5.46,邮储银行,否,0.21,1,False,0.02,否,6557.19亿
9489.28亿,103,-1.24,46.00,7.40亿,1625.99万,SH,601628,上交所主板,7.56|2025-12-30,45.00,1.15,5.76,2.06,45.57,中国人寿,否,0.08,1,False,-0.57,否,1.29万亿
975.25亿,104,-0.36,8.32,1.14亿,1379.83万,SH,601800,上交所主板,7.49|2025-12-30,8.26,0.82,7.41,0.46,8.28,中国交建,否,0.12,1,False,-0.03,否,1347.54亿
3205.45亿,105,-1.31,9.15,3.99亿,4408.37万,SH,601319,上交所主板,7.47|2025-12-30,9.00,0.66,6.40,1.29,9.03,中国人保,否,0.12,1,False,-0.12,否,3993.43亿
859.64亿,106,0.33,9.22,1.23亿,1340.13万,SH,601825,上交所主板,7.18|2025-12-30,9.06,0.79,6.28,0.70,9.17,沪农商行,否,0.14,1,False,0.03,否,884.40亿
8721.92亿,107,0.98,42.48,35.22亿,8347.83万,SH,600036,上交所主板,7.17|2025-12-30,41.78,1.47,7.03,0.98,42.28,招商银行,否,0.40,1,False,0.41,否,1.07万亿
884.54亿,108,-0.54,9.29,5.89亿,6377.50万,SH,601939,上交所主板,7.17|2025-12-30,9.18,0.89,7.03,0.71,9.22,建设银行,否,0.66,1,False,-0.05,否,2.41万亿
1887.64亿,109,-1.76,7.36,7.93亿,1.09亿,SH,601328,上交所主板,6.80|2025-12-30,7.24,0.86,6.86,0.57,7.24,交通银行,否,0.42,1,False,-0.13,否,6397.54亿
1424.28亿,110,-0.60,11.60,3.41亿,2957.38万,SH,601009,上交所主板,6.68|2025-12-30,11.46,0.73,5.93,0.78,11.52,南京银行,否,0.24,1,False,-0.07,否,1424.28亿
1105.64亿,111,-1.46,5.46,5.15亿,9523.46万,SH,601390,上交所主板,6.50|2025-12-30,5.39,1.37,5.72,0.42,5.40,中国中铁,否,0.47,1,False,-0.08,否,1333.06亿
1859.85亿,112,0.43,28.25,5.11亿,1822.47万,SZ,002142,深交所主板,6.41|2025-12-30,27.85,0.85,6.22,0.86,28.18,宁波银行,否,0.28,0,False,0.12,否,1860.89亿
1925.54亿,113,0.39,15.45,8.35亿,5474.75万,SH,601919,上交所主板,6.24|2025-12-30,15.07,1.14,6.55,1.02,15.27,中远海控,否,0.43,1,False,0.06,否,2365.29亿
3106.14亿,114,0.66,7.67,4.72亿,6210.55万,SH,601998,上交所主板,6.11|2025-12-30,7.50,1.38,5.96,0.60,7.62,中信银行,否,0.15,1,False,0.05,否,4240.16亿
1445.06亿,115,0.39,10.20,5.39亿,5309.00万,SH,601229,上交所主板,5.95|2025-12-30,10.06,1.24,6.00,0.60,10.17,上海银行,否,0.37,1,False,0.04,否,1445.06亿
1113.45亿,116,0.52,15.39,5.59亿,3651.30万,SH,600926,上交所主板,5.92|2025-12-30,15.17,1.05,5.26,0.84,15.36,杭州银行,否,0.50,1,False,0.08,否,1113.45亿
1461.48亿,117,-1.31,71.00,9.75亿,1387.06万,SH,601336,上交所主板,5.85|2025-12-30,69.92,0.77,4.99,2.22,70.08,新华保险,否,0.67,1,False,-0.93,否,2186.18亿
4463.25亿,118,-1.54,21.42,14.30亿,6753.44万,SH,601166,上交所主板,5.79|2025-12-30,21.07,1.23,5.31,0.57,21.09,兴业银行,否,0.32,1,False,-0.33,否,4463.25亿
1915.88亿,119,1.16,10.46,12.85亿,1.24亿,SH,600919,上交所主板,5.63|2025-12-30,10.25,1.20,4.70,0.75,10.44,江苏银行,否,0.67,1,False,0.12,否,1915.88亿
1358.20亿,120,-0.78,3.87,8.56亿,2.23亿,SH,600016,上交所主板,5.48|2025-12-30,3.82,0.83,4.41,0.30,3.83,民生银行,否,0.63,1,False,-0.03,否,1676.87亿
2132.13亿,121,-1.15,5.22,10.03亿,1.94亿,SH,601668,上交所主板,5.36|2025-12-30,5.15,1.63,4.19,0.44,5.16,中国建筑,否,0.47,1,False,-0.06,否,2132.13亿
2227.76亿,122,-0.69,11.56,6.69亿,5825.84万,SZ,000001,深交所主板,5.14|2025-12-30,11.45,1.04,4.36,0.50,11.48,平安银行,否,0.30,0,False,-0.08,否,2227.80亿
885.75亿,123,-0.90,7.76,2.82亿,3663.91万,SH,601186,上交所主板,5.12|2025-12-30,7.69,1.50,5.29,0.38,7.70,中国铁建,否,0.32,1,False,-0.07,否,1045.62亿
1619.60亿,124,-1.13,3.53,7.01亿,2.00亿,SH,601818,上交所主板,5.05|2025-12-30,3.49,1.29,4.18,0.41,3.49,光大银行,否,0.43,1,False,-0.04,否,2062.09亿
1158.64亿,125,-0.72,5.51,6.70亿,1.22亿,SH,601169,上交所主板,4.47|2025-12-30,5.48,1.35,4.13,0.42,5.48,北京银行,否,0.58,1,False,-0.04,否,1158.64亿
1054.02亿,126,-0.58,6.89,2.49亿,3636.03万,SH,600015,上交所主板,4.04|2025-12-30,6.83,1.00,4.55,0.35,6.85,华夏银行,否,0.24,1,False,-0.04,否,1090.17亿
