SERIAL,PER_NAV,CHG,TRADING_VOLUMES,PREMIUM,QJFE_DAY{2025-12-26},SECURITY_CODE,ETF_TYPE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,NEW_SCALE{2025-12-27},T0,NEW_SCALE
34,1.2158,0.66,4088.62万,0.000,-250.00万,512900,行业主题,1.216,证券ETF南方,1,False,0.008,61.98亿,0.67|2025-12-26,75.36亿|2025-12-26,T+1,75.36亿|2025-12-26
35,1.2287,0.66,25.44亿,0.000,-2.84亿,512880,行业主题,1.229,证券ETF,1,False,0.008,469.34亿,0.66|2025-12-26,576.68亿|2025-12-26,T+1,576.68亿|2025-12-26
36,0.8161,-0.37,5.58亿,0.000,-7980.00万,512800,行业主题,0.816,银行ETF,1,False,-0.003,158.04亿,-0.34|2025-12-26,128.98亿|2025-12-26,T+1,128.98亿|2025-12-26
37,1.6169,-0.37,2.15亿,0.001,-480.00万,512760,行业主题,1.618,芯片ETF,1,False,-0.006,61.22亿,-0.54|2025-12-26,98.98亿|2025-12-26,T+1,98.98亿|2025-12-26
38,0.7497,0.67,8.54亿,0.000,-6.60亿,512710,行业主题,0.750,军工龙头ETF,1,False,0.005,138.26亿,0.71|2025-12-26,103.65亿|2025-12-26,T+1,103.65亿|2025-12-26
39,0.5502,-0.72,8.22亿,0.000,-2.18亿,512690,行业主题,0.550,酒ETF,1,False,-0.004,348.58亿,-0.72|2025-12-26,191.79亿|2025-12-26,T+1,191.79亿|2025-12-26
40,1.3651,1.26,3.06亿,-0.001,-1.70亿,512680,行业主题,1.364,军工ETF龙头,1,False,0.017,45.99亿,1.20|2025-12-26,62.77亿|2025-12-26,T+1,62.77亿|2025-12-26
41,1.3333,1.14,6.98亿,-0.001,-2.68亿,512660,行业主题,1.332,军工ETF,1,False,0.015,86.03亿,1.20|2025-12-26,114.70亿|2025-12-26,T+1,114.70亿|2025-12-26
42,1.4640,-0.41,9.99亿,0.001,-5400.00万,512480,行业主题,1.465,半导体ETF,1,False,-0.006,143.79亿,-0.54|2025-12-26,210.51亿|2025-12-26,T+1,210.51亿|2025-12-26
43,1.9200,3.95,14.91亿,0.000,1050.00万,512400,行业主题,1.920,有色金属ETF,1,False,0.073,101.37亿,3.87|2025-12-26,194.62亿|2025-12-26,T+1,194.62亿|2025-12-26
44,0.3469,-0.57,4.55亿,0.000,1.22亿,512170,行业主题,0.347,医疗ETF,1,False,-0.002,744.97亿,-0.40|2025-12-26,258.43亿|2025-12-26,T+1,258.43亿|2025-12-26
45,0.9431,0.43,5.66亿,0.000,-1.48亿,512070,行业主题,0.943,证券保险ETF,1,False,0.004,191.32亿,0.45|2025-12-26,180.44亿|2025-12-26,T+1,180.44亿|2025-12-26
46,0.3866,-0.26,3.11亿,0.000,2100.00万,512010,行业主题,0.387,医药ETF,1,False,-0.001,443.80亿,-0.08|2025-12-26,171.57亿|2025-12-26,T+1,171.57亿|2025-12-26
47,0.5873,0.86,18.30亿,0.001,1.07亿,512000,行业主题,0.588,券商ETF,1,False,0.005,687.74亿,0.65|2025-12-26,403.91亿|2025-12-26,T+1,403.91亿|2025-12-26
48,0.9325,0.11,7232.35万,0.004,-7020.00万,510810,行业主题,0.936,上海国企ETF,1,False,0.001,72.43亿,-0.22|2025-12-26,67.54亿|2025-12-26,T+1,67.54亿|2025-12-26
49,1.7331,-0.57,6.26亿,0.000,-,159995,行业主题,1.733,芯片ETF,0,False,-0.010,149.45亿,-0.55|2025-12-26,260.44亿|2025-12-25,T+1,260.44亿|2025-12-25
50,0.8540,-0.23,3.30亿,0.000,-,159992,行业主题,0.854,创新药ETF,0,False,-0.002,150.40亿,-0.05|2025-12-26,128.50亿|2025-12-25,T+1,128.50亿|2025-12-25
51,0.6638,-0.15,3017.76万,-0.001,-,159938,行业主题,0.663,医药卫生ETF,0,False,-0.001,94.47亿,-0.11|2025-12-26,62.78亿|2025-12-25,T+1,62.78亿|2025-12-25
52,0.8008,-0.50,3.03亿,-0.001,-,159928,行业主题,0.800,消费ETF,0,False,-0.004,269.31亿,-0.37|2025-12-26,216.47亿|2025-12-25,T+1,216.47亿|2025-12-25
53,0.8190,2.12,7.13亿,0.001,-,159870,行业主题,0.820,化工ETF,0,False,0.017,207.34亿,2.09|2025-12-26,166.33亿|2025-12-25,T+1,166.33亿|2025-12-25
54,1.4463,0.21,6.60亿,0.000,-,159869,行业主题,1.446,游戏ETF,0,False,0.003,86.50亿,0.20|2025-12-26,124.86亿|2025-12-25,T+1,124.86亿|2025-12-25
55,0.6344,0.32,1.82亿,0.001,-,159865,行业主题,0.635,养殖ETF,0,False,0.002,101.62亿,0.09|2025-12-26,64.41亿|2025-12-25,T+1,64.41亿|2025-12-25
56,0.8504,0.35,3.59亿,0.001,-,159852,行业主题,0.851,软件ETF,0,False,0.003,71.16亿,0.40|2025-12-26,60.27亿|2025-12-25,T+1,60.27亿|2025-12-25
57,0.8318,0.24,5.83亿,0.000,-,159851,行业主题,0.832,金融科技ETF,0,False,0.002,119.79亿,0.36|2025-12-26,99.28亿|2025-12-25,T+1,99.28亿|2025-12-25
58,1.1652,0.69,5.73亿,0.001,-,159842,行业主题,1.166,券商ETF,0,False,0.008,81.35亿,0.66|2025-12-26,94.17亿|2025-12-25,T+1,94.17亿|2025-12-25
59,1.1138,0.45,4.26亿,-0.002,-,159841,行业主题,1.112,证券ETF,0,False,0.005,93.18亿,0.67|2025-12-26,103.09亿|2025-12-25,T+1,103.09亿|2025-12-25
60,1.5241,-0.26,5.86亿,-0.001,-,159819,行业主题,1.523,人工智能ETF,0,False,-0.004,144.99亿,-0.31|2025-12-26,221.68亿|2025-12-25,T+1,221.68亿|2025-12-25
61,1.1103,-0.54,2.01亿,0.000,-,159813,行业主题,1.110,半导体ETF,0,False,-0.006,55.04亿,-0.55|2025-12-26,61.45亿|2025-12-25,T+1,61.45亿|2025-12-25
62,0.9963,2.16,4.39亿,-0.001,-,159796,行业主题,0.995,电池50ETF,0,False,0.021,93.88亿,2.16|2025-12-26,91.56亿|2025-12-25,T+1,91.56亿|2025-12-25
63,1.0182,0.10,5.86亿,0.001,-,159770,行业主题,1.019,机器人ETF,0,False,0.001,99.93亿,0.11|2025-12-26,101.63亿|2025-12-25,T+1,101.63亿|2025-12-25
64,1.0843,2.36,8.19亿,0.000,-,159755,行业主题,1.084,电池ETF,0,False,0.025,138.99亿,2.32|2025-12-26,147.28亿|2025-12-25,T+1,147.28亿|2025-12-25
65,0.6994,-0.43,1047.45万,0.001,-,159736,行业主题,0.700,食品饮料ETF天弘,0,False,-0.003,78.90亿,-0.58|2025-12-26,55.51亿|2025-12-25,T+1,55.51亿|2025-12-25
66,1.5059,-0.13,9.29亿,0.001,-,159530,行业主题,1.507,机器人ETF易方达,0,False,-0.002,90.18亿,-0.04|2025-12-26,135.85亿|2025-12-25,T+1,135.85亿|2025-12-25
67,1.5621,-1.45,7.10亿,0.001,-,159516,行业主题,1.563,半导体设备ETF,0,False,-0.023,53.29亿,-1.43|2025-12-26,84.45亿|2025-12-25,T+1,84.45亿|2025-12-25
68,1.2101,0.75,4.23亿,-0.001,-,159201,行业主题,1.209,自由现金流ETF,0,False,0.009,69.34亿,0.90|2025-12-26,83.16亿|2025-12-25,T+1,83.16亿|2025-12-25
69,1.3708,0.22,4.21亿,0.001,1.26亿,588220,宽基指数,1.372,科创100ETF基金,1,False,0.003,60.46亿,0.07|2025-12-26,82.88亿|2025-12-26,T+1,82.88亿|2025-12-26
70,1.3864,-0.22,1.81亿,0.002,-1800.00万,588090,宽基指数,1.388,科创板ETF,1,False,-0.003,36.24亿,-0.24|2025-12-26,50.24亿|2025-12-26,T+1,50.24亿|2025-12-26
71,1.3720,-0.15,8.92亿,0.002,4200.00万,588080,宽基指数,1.374,科创板50ETF,1,False,-0.002,515.99亿,-0.23|2025-12-26,707.93亿|2025-12-26,T+1,707.93亿|2025-12-26
72,0.8571,0.00,1.73亿,0.001,5400.00万,588060,宽基指数,0.858,科创50ETF龙头,1,False,0.000,98.77亿,-0.23|2025-12-26,84.66亿|2025-12-26,T+1,84.66亿|2025-12-26
73,1.3841,-0.22,5.00亿,0.000,-2.10亿,588050,宽基指数,1.384,科创ETF,1,False,-0.003,82.17亿,-0.24|2025-12-26,113.73亿|2025-12-26,T+1,113.73亿|2025-12-26
74,1.3761,-0.07,3.57亿,0.000,1200.00万,588030,宽基指数,1.376,科创100指数ETF,1,False,-0.001,44.91亿,0.08|2025-12-26,61.80亿|2025-12-26,T+1,61.80亿|2025-12-26
75,1.4171,-0.21,29.51亿,0.002,5.00亿,588000,宽基指数,1.419,科创50ETF,1,False,-0.003,543.49亿,-0.24|2025-12-26,770.18亿|2025-12-26,T+1,770.18亿|2025-12-26
76,1.1951,0.50,18.86亿,0.000,9900.00万,563800,宽基指数,1.195,A500ETF龙头,1,False,0.006,174.62亿,0.56|2025-12-26,208.69亿|2025-12-26,T+1,208.69亿|2025-12-26
77,1.2661,0.64,141.53亿,0.001,-1.02亿,563360,宽基指数,1.267,A500ETF华泰柏瑞,1,False,0.008,383.51亿,0.55|2025-12-26,485.56亿|2025-12-26,T+1,485.56亿|2025-12-26
78,1.2450,0.57,10.96亿,0.000,-1.62亿,563220,宽基指数,1.245,中证A500ETF富国,1,False,0.007,118.16亿,0.55|2025-12-26,147.11亿|2025-12-26,T+1,147.11亿|2025-12-26
79,1.1773,0.51,2.65亿,0.000,-1200.00万,560610,宽基指数,1.177,A500指数ETF,1,False,0.006,48.71亿,0.55|2025-12-26,57.35亿|2025-12-26,T+1,57.35亿|2025-12-26
80,3.1275,0.39,1.79亿,-0.002,1.38亿,560010,宽基指数,3.126,中证1000ETF指数,1,False,0.012,113.80亿,0.35|2025-12-26,355.90亿|2025-12-26,T+1,355.90亿|2025-12-26
81,1.2568,0.40,1.49亿,0.000,-7200.00万,515800,宽基指数,1.257,800ETF,1,False,0.005,43.71亿,0.40|2025-12-26,54.94亿|2025-12-26,T+1,54.94亿|2025-12-26
82,1.3368,0.38,1045.22万,-0.001,0.00,515330,宽基指数,1.336,沪深300ETF天弘,1,False,0.005,62.16亿,0.32|2025-12-26,83.09亿|2025-12-26,T+1,83.09亿|2025-12-26
83,4.1634,0.60,2.45亿,-0.002,3120.00万,512500,宽基指数,4.161,中证500ETF华夏,1,False,0.025,43.85亿,0.65|2025-12-26,182.56亿|2025-12-26,T+1,182.56亿|2025-12-26
84,3.0838,0.36,23.59亿,-0.002,5.48亿,512100,宽基指数,3.082,中证1000ETF,1,False,0.011,259.07亿,0.35|2025-12-26,798.93亿|2025-12-26,T+1,798.93亿|2025-12-26
85,1.1920,0.59,150.65亿,0.001,3.90亿,512050,宽基指数,1.193,A500ETF基金,1,False,0.007,333.77亿,0.55|2025-12-26,397.85亿|2025-12-26,T+1,397.85亿|2025-12-26
86,7.5837,0.61,39.01亿,-0.004,3.11亿,510500,宽基指数,7.580,中证500ETF,1,False,0.046,191.74亿,0.65|2025-12-26,1454.11亿|2025-12-26,T+1,1454.11亿|2025-12-26
87,4.8500,0.35,4.32亿,0.000,4590.00万,510330,宽基指数,4.850,沪深300ETF华夏,1,False,0.017,474.82亿,0.32|2025-12-26,2302.90亿|2025-12-26,T+1,2302.90亿|2025-12-26
88,4.5802,0.42,11.30亿,0.002,3690.00万,510310,宽基指数,4.582,沪深300ETF易方达,1,False,0.019,661.53亿,0.32|2025-12-26,3029.96亿|2025-12-26,T+1,3029.96亿|2025-12-26
89,4.7817,0.38,39.03亿,0.002,1.61亿,510300,宽基指数,4.784,沪深300ETF,1,False,0.018,893.13亿,0.32|2025-12-26,4270.67亿|2025-12-26,T+1,4270.67亿|2025-12-26
90,0.9920,0.10,2.56亿,0.000,-5100.00万,510210,宽基指数,0.992,上证指数ETF,1,False,0.001,59.78亿,0.10|2025-12-26,59.30亿|2025-12-26,T+1,59.30亿|2025-12-26
91,4.1053,0.44,5555.98万,0.001,250.00万,510180,宽基指数,4.106,上证180ETF,1,False,0.018,57.09亿,0.38|2025-12-26,234.37亿|2025-12-26,T+1,234.37亿|2025-12-26
92,3.0409,0.43,7.22亿,0.001,1.39亿,510100,宽基指数,3.042,上证50ETF易方达,1,False,0.013,17.02亿,0.41|2025-12-26,51.74亿|2025-12-26,T+1,51.74亿|2025-12-26
93,3.1196,0.42,22.37亿,0.000,4.32亿,510050,宽基指数,3.120,上证50ETF,1,False,0.013,576.51亿,0.42|2025-12-26,1798.48亿|2025-12-26,T+1,1798.48亿|2025-12-26
94,1.6854,0.30,2.16亿,0.002,-,159977,宽基指数,1.687,创业板ETF天弘,0,False,0.005,50.54亿,0.14|2025-12-26,85.06亿|2025-12-25,T+1,85.06亿|2025-12-25
95,1.9657,0.10,2.49亿,-0.002,-,159952,宽基指数,1.964,创业板ETF广发,0,False,0.002,72.92亿,0.14|2025-12-26,143.14亿|2025-12-25,T+1,143.14亿|2025-12-25
96,1.5452,0.13,26.51亿,-0.001,-,159949,宽基指数,1.544,创业板50ETF,0,False,0.002,180.09亿,0.13|2025-12-26,277.91亿|2025-12-25,T+1,277.91亿|2025-12-25
97,3.5792,0.20,6774.39万,-0.003,-,159948,宽基指数,3.576,创业板ETF南方,0,False,0.007,14.44亿,0.14|2025-12-26,51.60亿|2025-12-25,T+1,51.60亿|2025-12-25
98,2.9923,0.57,6.15亿,-0.001,-,159922,宽基指数,2.991,中证500ETF,0,False,0.017,51.92亿,0.65|2025-12-26,154.35亿|2025-12-25,T+1,154.35亿|2025-12-25
99,4.8579,0.41,8.20亿,0.002,-,159919,宽基指数,4.860,沪深300ETF,0,False,0.020,406.18亿,0.32|2025-12-26,1966.97亿|2025-12-25,T+1,1966.97亿|2025-12-25
100,3.2280,0.12,30.76亿,-0.002,-,159915,宽基指数,3.226,创业板ETF,0,False,0.004,317.82亿,0.14|2025-12-26,1024.48亿|2025-12-25,T+1,1024.48亿|2025-12-25
101,3.4883,0.29,2.31亿,-0.003,-,159901,宽基指数,3.485,深证100ETF,0,False,0.010,20.67亿,0.25|2025-12-26,71.93亿|2025-12-25,T+1,71.93亿|2025-12-25
102,3.1367,0.35,19.32亿,0.000,-,159845,宽基指数,3.137,中证1000ETF,0,False,0.011,156.76亿,0.35|2025-12-26,490.01亿|2025-12-25,T+1,490.01亿|2025-12-25
103,0.9351,-0.11,1.52亿,-0.001,-,159783,宽基指数,0.934,科创创业50ETF,0,False,-0.001,54.41亿,-0.14|2025-12-26,50.95亿|2025-12-25,T+1,50.95亿|2025-12-25
104,0.9296,-0.43,2.19亿,-0.003,-,159781,宽基指数,0.927,科创创业ETF,0,False,-0.004,130.37亿,-0.14|2025-12-26,121.36亿|2025-12-25,T+1,121.36亿|2025-12-25
105,1.4986,0.07,2.84亿,-0.001,-,159682,宽基指数,1.498,创业50ETF,0,False,0.001,35.54亿,0.13|2025-12-26,53.19亿|2025-12-25,T+1,53.19亿|2025-12-25
106,3.1227,0.45,1.53亿,0.000,-,159629,宽基指数,3.123,1000ETF,0,False,0.014,42.57亿,0.35|2025-12-26,132.48亿|2025-12-25,T+1,132.48亿|2025-12-25
107,1.3548,0.44,1.97亿,0.000,-,159593,宽基指数,1.355,中证A50指数ETF,0,False,0.006,42.49亿,0.33|2025-12-26,57.37亿|2025-12-25,T+1,57.37亿|2025-12-25
108,1.2202,0.82,73.00亿,0.003,-,159361,宽基指数,1.223,A500ETF易方达,0,False,0.010,283.64亿,0.55|2025-12-26,344.20亿|2025-12-25,T+1,344.20亿|2025-12-25
109,1.2110,0.67,3.81亿,0.000,-,159353,宽基指数,1.211,中证A500ETF景顺,0,False,0.008,45.11亿,0.54|2025-12-26,54.34亿|2025-12-25,T+1,54.34亿|2025-12-25
110,1.2466,0.65,106.70亿,0.000,-,159352,宽基指数,1.247,A500ETF南方,0,False,0.008,369.30亿,0.55|2025-12-26,457.86亿|2025-12-25,T+1,457.86亿|2025-12-25
111,1.2089,0.67,15.82亿,0.001,-,159351,宽基指数,1.210,A500ETF嘉实,0,False,0.008,86.39亿,0.55|2025-12-26,103.87亿|2025-12-25,T+1,103.87亿|2025-12-25
112,1.1998,0.59,96.36亿,0.000,-,159338,宽基指数,1.200,中证A500ETF,0,False,0.007,321.47亿,0.54|2025-12-26,383.61亿|2025-12-25,T+1,383.61亿|2025-12-25
113,1.0019,0.40,1.39亿,0.002,0.00,520990,外盘ETF,1.004,港股央企红利50ETF,1,False,0.004,56.11亿,-0.05|2025-12-26,56.22亿|2025-12-26,T+0,56.22亿|2025-12-26
114,0.8534,0.23,2305.56万,0.011,0.00,520920,外盘ETF,0.864,恒生科技ETF天弘,1,False,0.002,120.19亿,-0.05|2025-12-26,102.57亿|2025-12-26,T+0,102.57亿|2025-12-26
115,0.7213,0.70,3.37亿,0.001,0.00,513980,外盘ETF,0.722,港股科技50ETF,1,False,0.005,316.42亿,-0.04|2025-12-26,228.24亿|2025-12-26,T+0,228.24亿|2025-12-26
116,1.6193,0.68,1.93亿,0.015,0.00,513920,外盘ETF,1.634,港股通央企红利ETF,1,False,0.011,38.59亿,-0.04|2025-12-26,62.48亿|2025-12-26,T+0,62.48亿|2025-12-26
117,1.6031,0.44,2.51亿,-0.002,0.00,513910,外盘ETF,1.601,港股央企红利ETF,1,False,0.007,31.34亿,-0.04|2025-12-26,50.25亿|2025-12-26,T+0,50.25亿|2025-12-26
118,0.5265,0.38,1.53亿,0.002,0.00,513770,外盘ETF,0.528,港股互联网ETF,1,False,0.002,234.53亿,-0.04|2025-12-26,123.48亿|2025-12-26,T+0,123.48亿|2025-12-26
119,1.7469,0.40,7.75亿,0.017,0.00,513750,外盘ETF,1.764,港股通非银ETF,1,False,0.007,153.12亿,-0.05|2025-12-26,267.49亿|2025-12-26,T+0,267.49亿|2025-12-26
120,1.0921,0.65,1.95亿,-0.005,0.00,513690,外盘ETF,1.087,港股红利ETF博时,1,False,0.007,52.27亿,-0.05|2025-12-26,57.09亿|2025-12-26,T+0,57.09亿|2025-12-26
121,1.6321,0.56,2.24亿,-0.003,0.00,513630,外盘ETF,1.629,港股红利指数ETF,1,False,0.009,103.26亿,-0.04|2025-12-26,168.54亿|2025-12-26,T+0,168.54亿|2025-12-26
122,0.7260,0.68,4314.25万,0.009,0.00,513580,外盘ETF,0.735,恒生科技ETF指数,1,False,0.005,71.18亿,-0.04|2025-12-26,51.68亿|2025-12-26,T+0,51.68亿|2025-12-26
123,2.3070,0.12,2.01亿,0.151,0.00,513500,外盘ETF,2.461,标普500ETF,1,False,0.003,98.11亿,-0.12|2025-12-25,226.33亿|2025-12-25,T+0,226.33亿|2025-12-25
124,0.6638,0.15,1.22亿,0.002,0.00,513380,外盘ETF,0.666,恒生科技ETF龙头,1,False,0.001,177.16亿,-0.05|2025-12-26,117.60亿|2025-12-26,T+0,117.60亿|2025-12-26
125,0.5176,0.58,11.59亿,0.002,0.00,513330,外盘ETF,0.520,恒生互联网ETF,1,False,0.003,668.33亿,-0.04|2025-12-26,345.93亿|2025-12-26,T+0,345.93亿|2025-12-26
126,2.2434,-0.38,1.78亿,0.096,75.00万,513300,外盘ETF,2.342,纳斯达克ETF,1,False,-0.009,51.06亿,-0.12|2025-12-25,114.53亿|2025-12-25,T+0,114.53亿|2025-12-25
127,1.4011,0.50,1.32亿,0.006,0.00,513260,外盘ETF,1.407,恒生科技ETF基金,1,False,0.007,51.15亿,-0.04|2025-12-26,71.67亿|2025-12-26,T+0,71.67亿|2025-12-26
128,0.7341,0.54,12.64亿,0.004,0.00,513180,外盘ETF,0.738,恒生科技指数ETF,1,False,0.004,664.96亿,-0.05|2025-12-26,488.15亿|2025-12-26,T+0,488.15亿|2025-12-26
129,1.1988,0.59,1.21亿,0.003,0.00,513160,外盘ETF,1.202,港股科技30ETF,1,False,0.007,48.78亿,-0.04|2025-12-26,58.48亿|2025-12-26,T+0,58.48亿|2025-12-26
130,0.7197,0.70,15.14亿,0.004,0.00,513130,外盘ETF,0.724,恒生科技ETF,1,False,0.005,594.47亿,-0.04|2025-12-26,427.84亿|2025-12-26,T+0,427.84亿|2025-12-26
131,1.2469,0.00,10.37亿,-0.001,0.00,513120,外盘ETF,1.246,港股创新药ETF,1,False,0.000,193.69亿,-0.05|2025-12-26,241.51亿|2025-12-26,T+0,241.51亿|2025-12-26
132,1.8047,-0.05,2.06亿,0.122,0.00,513100,外盘ETF,1.929,纳指ETF,1,False,-0.001,94.66亿,-0.11|2025-12-25,170.83亿|2025-12-25,T+0,170.83亿|2025-12-25
