SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,SECURITY_CODE,QJFE_DAY{2025-10-27},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
20,114.6622,0.18,2022-08-03,73.33亿,0.215,2022-08-19,511520,-5.00万,114.877,政金债券ETF,1,False,0.208,3.78亿,0.05|2025-10-27,T+0,433.29亿|2025-10-27
21,2.5485,-1.18,2022-09-23,37.65亿,-0.029,2022-09-30,588200,-1800.00万,2.519,科创芯片ETF,1,False,-0.030,166.60亿,1.83|2025-10-27,T+1,424.58亿|2025-10-27
22,0.8165,-1.22,2021-05-12,55.08亿,-0.007,2021-05-24,513130,0.00,0.809,恒生科技ETF,1,False,-0.010,513.18亿,1.83|2025-10-27,T+0,419.01亿|2025-10-27
23,1.6911,-1.53,2016-12-12,26.21亿,0.016,2017-01-04,513050,-1.25亿,1.668,中概互联网ETF,1,False,-0.026,240.56亿,2.34|2025-10-27,T+0,406.82亿|2025-10-27
24,1.5064,-1.72,2022-06-17,7.22亿,-0.016,2022-06-30,159636,1.79亿,1.490,港股通科技30ETF,0,False,-0.026,263.71亿,1.80|2025-10-27,T+0,397.26亿|2025-10-27
25,0.6076,-0.49,2016-08-01,13.46亿,-0.003,2016-08-30,512000,-4.40亿,0.605,券商ETF,1,False,-0.003,642.70亿,1.13|2025-10-27,T+1,390.50亿|2025-10-27
26,8.8866,-3.56,2014-08-04,22.58亿,-0.310,2014-08-13,159937,-2580.00万,8.577,黄金ETF基金,0,False,-0.317,43.67亿,-0.52|2025-10-27,T+0,388.07亿|2025-10-27
27,0.5865,-1.19,2021-01-18,35.68亿,-0.007,2021-01-26,513330,1000.00万,0.580,恒生互联网ETF,1,False,-0.007,607.03亿,2.25|2025-10-27,T+0,356.03亿|2025-10-27
28,3.0819,-0.13,2022-07-22,8584.44万,-0.004,2022-07-28,560010,-900.00万,3.078,中证1000ETF指数,1,False,-0.004,111.91亿,1.02|2025-10-27,T+1,344.88亿|2025-10-27
29,2.3336,-2.13,2020-02-24,182.63亿,-0.038,2020-03-13,513090,-2.23亿,2.296,香港证券ETF,1,False,-0.050,146.51亿,0.96|2025-10-27,T+0,341.90亿|2025-10-27
30,9.3007,-3.56,2013-10-28,23.87亿,-0.324,2013-11-29,159934,-1590.00万,8.977,黄金ETF,0,False,-0.331,35.62亿,-0.52|2025-10-27,T+0,331.31亿|2025-10-27
31,118.7129,0.61,2023-02-17,98.95亿,0.805,2023-05-19,511090,50.00万,119.518,30年国债ETF,1,False,0.723,2.62亿,0.21|2025-10-27,T+0,311.46亿|2025-10-27
32,1.8926,-0.90,2019-12-24,15.17亿,-0.016,2020-01-20,159995,-2.24亿,1.877,芯片ETF,0,False,-0.017,159.09亿,2.54|2025-10-27,T+1,301.10亿|2025-10-27
33,1.3501,-0.14,2015-05-20,27.54亿,0.106,2015-06-10,159941,1300.00万,1.456,纳指ETF,0,False,-0.002,221.13亿,1.03|2025-10-24,T+0,298.38亿|2025-10-24
34,8.7952,-3.61,2013-06-24,9.77亿,-0.310,2013-07-18,518800,-4710.00万,8.485,黄金基金ETF,1,False,-0.318,31.31亿,-0.52|2025-10-27,T+0,275.41亿|2025-10-27
35,1.5411,-0.19,2016-06-06,22.36亿,-0.003,2016-06-30,159949,1.51亿,1.538,创业板50ETF,0,False,-0.003,175.59亿,1.98|2025-10-27,T+1,270.60亿|2025-10-27
36,0.3749,-0.53,2019-04-22,4.24亿,-0.003,2019-05-20,512170,-1.13亿,0.372,医疗ETF,1,False,-0.002,691.38亿,0.51|2025-10-27,T+1,259.20亿|2025-10-27
37,10.1727,0.14,2014-10-17,11.03亿,0.011,2014-11-13,511220,0.00,10.184,城投债ETF,1,False,0.014,24.84亿,0.04|2025-10-27,T+0,252.71亿|2025-10-27
38,0.8308,-1.56,2021-05-31,7.42亿,-0.009,2021-06-21,513980,0.00,0.822,港股科技50ETF,1,False,-0.013,296.86亿,1.79|2025-10-27,T+0,246.63亿|2025-10-27
39,1.1985,0.00,2018-11-21,4.36亿,-0.001,2018-12-19,512890,-3.30亿,1.198,红利低波ETF,1,False,0.000,204.84亿,0.08|2025-10-27,T+1,245.50亿|2025-10-27
40,1.5728,-0.25,2020-07-20,11.42亿,-0.004,2020-07-27,159819,-1.32亿,1.569,人工智能ETF,0,False,-0.004,155.71亿,2.40|2025-10-27,T+1,244.90亿|2025-10-27
41,0.8503,-1.29,2021-05-12,10.49亿,-0.007,2021-05-18,513010,1.59亿,0.843,恒生科技ETF易方达,1,False,-0.011,282.01亿,1.81|2025-10-27,T+0,239.80亿|2025-10-27
42,4.1968,-0.67,2006-03-09,1.21亿,-0.031,2006-04-13,510180,-1150.00万,4.166,上证180ETF,1,False,-0.028,56.50亿,1.37|2025-10-27,T+1,237.12亿|2025-10-27
43,1.5641,-0.89,2019-04-22,16.89亿,-0.013,2019-05-08,512480,3.98亿,1.551,半导体ETF,1,False,-0.014,150.77亿,2.31|2025-10-27,T+1,235.82亿|2025-10-27
44,1.0364,-0.10,2021-11-11,11.35亿,-0.001,2021-12-17,562500,-1.25亿,1.035,机器人ETF,1,False,-0.001,225.30亿,1.21|2025-10-27,T+1,233.50亿|2025-10-27
45,106.3443,0.06,2018-12-10,22.09亿,0.079,2018-12-27,511030,38.00万,106.423,公司债ETF,1,False,0.068,2.18亿,0.02|2025-10-27,T+0,231.90亿|2025-10-27
46,1.3597,-1.40,2022-06-13,36.67亿,-0.019,2022-07-01,513120,-500.00万,1.341,港股创新药ETF,1,False,-0.019,168.56亿,1.23|2025-10-27,T+0,229.19亿|2025-10-27
47,2.2766,0.25,2013-11-04,5.22亿,0.144,2013-12-05,513500,0.00,2.421,标普500ETF,1,False,0.006,98.11亿,0.81|2025-10-24,T+0,223.35亿|2025-10-24
48,0.8290,-0.48,2013-07-15,5.80亿,-0.004,2013-08-23,159928,3.46亿,0.825,消费ETF,0,False,-0.004,251.27亿,0.34|2025-10-27,T+1,208.30亿|2025-10-27
49,0.8309,-0.12,2017-05-25,11.80亿,-0.002,2017-07-18,512800,-9.68亿,0.829,银行ETF,1,False,-0.001,242.43亿,0.01|2025-10-27,T+1,201.44亿|2025-10-27
50,0.5815,0.00,2019-03-11,8.93亿,0.001,2019-04-04,512690,1.15亿,0.582,酒ETF,1,False,0.000,346.13亿,-0.03|2025-10-27,T+1,201.28亿|2025-10-27
51,3.2724,-0.15,2006-10-30,4.02亿,-0.005,2006-11-17,510880,-7400.00万,3.267,红利ETF,1,False,-0.005,56.94亿,0.37|2025-10-27,T+1,186.32亿|2025-10-27
52,1.7416,-3.16,2017-06-01,11.80亿,-0.056,2017-08-03,512400,5100.00万,1.686,有色金属ETF,1,False,-0.055,104.15亿,2.46|2025-10-27,T+1,181.39亿|2025-10-27
53,0.8161,-1.23,2021-05-11,22.90亿,-0.010,2021-05-18,159740,4000.00万,0.806,恒生科技ETF,0,False,-0.010,216.84亿,1.80|2025-10-27,T+0,176.96亿|2025-10-27
54,0.7089,-0.14,2021-02-18,6.10亿,-0.002,2021-02-23,159870,-2.74亿,0.707,化工ETF,0,False,-0.001,244.92亿,1.27|2025-10-27,T+1,173.62亿|2025-10-27
55,4.1046,-0.49,2015-04-08,1.20亿,-0.024,2015-05-05,512500,-720.00万,4.081,中证500ETF华夏,1,False,-0.020,41.69亿,1.67|2025-10-27,T+1,171.11亿|2025-10-27
56,1.7980,0.26,2013-04-15,14.46亿,0.163,2013-04-25,513100,0.00,1.961,纳指ETF,1,False,0.005,94.66亿,1.07|2025-10-24,T+0,170.20亿|2025-10-24
57,0.4222,-1.65,2013-08-26,5.54亿,-0.006,2013-09-23,512010,-3.33亿,0.416,医药ETF,1,False,-0.007,399.86亿,1.08|2025-10-27,T+1,168.82亿|2025-10-27
58,1.0556,0.76,2021-06-01,11.89亿,0.008,2021-06-15,159755,1.30亿,1.064,电池ETF,0,False,0.008,155.31亿,0.90|2025-10-27,T+1,163.94亿|2025-10-27
59,1.6301,-0.67,2012-07-09,8.13亿,-0.011,2012-08-09,159920,0.00,1.619,恒生ETF,0,False,-0.011,96.08亿,1.02|2025-10-27,T+0,156.61亿|2025-10-27
60,1.2220,1.15,2016-06-20,10.00亿,0.014,2016-07-26,512660,-1.88亿,1.236,军工ETF,1,False,0.014,123.50亿,1.44|2025-10-27,T+1,150.92亿|2025-10-27
61,134.7630,0.29,2017-07-17,66.59亿,0.296,2017-08-04,511260,0.00,135.059,十年国债ETF,1,False,0.387,1.09亿,0.07|2025-10-27,T+0,146.77亿|2025-10-27
62,1.9574,-0.20,2017-03-22,5.49亿,-0.004,2017-04-25,159952,-2.50亿,1.953,创业板ETF广发,0,False,-0.004,74.79亿,1.97|2025-10-27,T+1,146.40亿|2025-10-27
63,0.7012,1.00,2019-05-24,9.99亿,0.007,2019-07-23,512710,-4200.00万,0.708,军工龙头ETF,1,False,0.007,200.66亿,1.12|2025-10-27,T+1,140.70亿|2025-10-27
64,0.8978,-0.33,2014-06-09,3.52亿,-0.003,2014-06-26,512070,3.50亿,0.895,证券保险ETF,1,False,-0.003,154.22亿,0.74|2025-10-27,T+1,138.46亿|2025-10-27
65,0.9411,-0.85,2020-12-01,3.98亿,-0.008,2020-12-07,515790,400.00万,0.933,光伏ETF,1,False,-0.008,144.21亿,0.88|2025-10-27,T+1,135.72亿|2025-10-27
66,2.9887,-0.50,2013-01-07,2.03亿,-0.019,2013-02-06,159922,-1000.00万,2.970,中证500ETF,0,False,-0.015,45.31亿,1.68|2025-10-27,T+1,135.41亿|2025-10-27
67,1.4549,-0.62,2019-12-23,2.79亿,-0.010,2020-01-17,515450,1700.00万,1.445,红利低波50ETF,1,False,-0.009,92.63亿,0.59|2025-10-27,T+1,134.76亿|2025-10-27
68,1.1951,-1.09,2020-01-02,11.07亿,-0.011,2020-01-20,515220,-2.47亿,1.184,煤炭ETF,1,False,-0.013,112.04亿,0.68|2025-10-27,T+1,133.90亿|2025-10-27
69,1.9793,-3.69,2023-10-16,4.36亿,-0.071,2023-10-24,517520,-4900.00万,1.908,黄金股ETF,1,False,-0.073,66.10亿,1.87|2025-10-27,T+1,130.83亿|2025-10-27
70,3.0745,-0.20,2022-07-22,8958.12万,-0.011,2022-07-27,159629,-3000.00万,3.064,1000ETF,0,False,-0.006,40.35亿,1.03|2025-10-27,T+1,124.06亿|2025-10-27
71,1.9008,-0.48,2023-07-10,18.26亿,0.358,2023-07-19,159509,100.00万,2.259,纳指科技ETF,0,False,-0.011,64.86亿,1.72|2025-10-24,T+0,123.26亿|2025-10-24
72,1.5225,-0.98,2020-09-22,3.38亿,-0.014,2020-09-28,588050,-3000.00万,1.508,科创ETF,1,False,-0.015,80.11亿,1.49|2025-10-27,T+1,121.97亿|2025-10-27
73,0.9507,-0.53,2021-06-21,4.11亿,-0.004,2021-06-28,159781,-3000.00万,0.947,科创创业ETF,0,False,-0.005,127.34亿,2.40|2025-10-27,T+1,121.06亿|2025-10-27
74,0.9192,-1.30,2020-03-02,5.16亿,-0.011,2020-03-20,159992,1.61亿,0.908,创新药ETF,0,False,-0.012,128.74亿,1.42|2025-10-27,T+1,118.34亿|2025-10-27
75,0.6074,-1.31,2022-01-17,4.23亿,-0.006,2022-02-09,513770,2.99亿,0.601,港股互联网ETF,1,False,-0.008,191.12亿,1.84|2025-10-27,T+0,116.09亿|2025-10-27
76,2.2547,0.21,2020-10-14,12.63亿,0.158,2020-10-22,513300,75.00万,2.413,纳斯达克ETF,1,False,0.005,50.74亿,1.03|2025-10-24,T+0,114.40亿|2025-10-24
77,0.8944,0.11,2021-02-22,6.78亿,0.002,2021-03-04,159851,-7400.00万,0.896,金融科技ETF,0,False,0.001,126.44亿,1.14|2025-10-27,T+1,113.09亿|2025-10-27
78,1.7470,-0.86,2019-04-22,4.57亿,-0.014,2019-05-16,512760,-1200.00万,1.733,芯片ETF,1,False,-0.015,64.61亿,2.33|2025-10-27,T+1,112.88亿|2025-10-27
79,1.4436,-1.04,2021-02-19,7.41亿,-0.013,2021-02-25,159869,8700.00万,1.431,游戏ETF,0,False,-0.015,77.37亿,-1.90|2025-10-27,T+1,111.69亿|2025-10-27
80,0.7525,-1.33,2022-04-18,5.00亿,-0.008,2022-04-27,513380,7800.00万,0.744,恒生科技ETF龙头,1,False,-0.010,146.72亿,1.81|2025-10-27,T+0,110.41亿|2025-10-27
81,1.8658,-1.61,2021-03-03,4.04亿,-0.028,2021-03-09,516150,-7600.00万,1.838,稀土ETF嘉实,1,False,-0.030,57.40亿,2.70|2025-10-27,T+1,107.10亿|2025-10-27
82,1.1524,-0.61,2021-01-18,3.85亿,-0.007,2021-01-28,159841,-1.40亿,1.145,证券ETF,0,False,-0.007,91.46亿,1.12|2025-10-27,T+1,105.40亿|2025-10-27
83,1.4087,-0.57,2019-10-30,1.21亿,-0.007,2019-11-26,515180,3200.00万,1.402,红利ETF易方达,1,False,-0.008,74.11亿,0.46|2025-10-27,T+1,104.39亿|2025-10-27
84,2.9072,0.10,2019-07-22,17.53亿,0.009,2019-08-16,515880,7400.00万,2.916,通信ETF,1,False,0.003,35.42亿,4.60|2025-10-27,T+1,102.99亿|2025-10-27
85,-,0.00,2016-08-15,9.98亿,-0.005,2016-09-02,511660,-8.45万,99.995,货币ETF建信添益,1,False,-0.005,1.00亿,0.01|2025-10-27,T+0,100.45亿|2025-10-27
