SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,SECURITY_CODE,QJFE_DAY{2026-02-24},NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
25,2.3452,3.85,2017-06-01,21.08亿,0.002,2017-08-03,512400,2000.00万,2.347,有色金属ETF,1,False,0.087,166.80亿,3.77|2026-02-25,T+1,376.97亿|2026-02-24
26,1.7745,-0.06,2023-10-30,17.07亿,-0.021,2023-11-10,513750,0.00,1.754,港股通非银ETF,1,False,-0.001,212.05亿,0.22|2026-02-25,T+0,375.45亿|2026-02-24
27,0.4799,-0.62,2021-01-18,22.41亿,-0.001,2021-01-26,513330,24.76亿,0.479,恒生互联网ETF,1,False,-0.003,762.89亿,-0.46|2026-02-25,T+0,367.79亿|2026-02-24
28,0.9535,1.60,2021-02-18,33.60亿,0.001,2021-02-23,159870,-6750.00万,0.954,化工ETF,0,False,0.015,391.09亿,1.72|2026-02-25,T+1,366.61亿|2026-02-24
29,107.1217,-0.09,2018-12-10,23.28亿,-0.073,2018-12-27,511030,20.00万,107.049,公司债ETF,1,False,-0.099,3.34亿,0.00|2026-02-25,T+0,358.24亿|2026-02-24
30,0.6308,-0.32,2022-06-17,4.48亿,-0.005,2022-06-30,159636,-1000.00万,0.626,港股通科技30ETF工银,0,False,-0.002,545.71亿,-0.11|2026-02-25,T+0,344.61亿|2026-02-24
31,115.7494,-0.15,2022-08-03,28.27亿,-0.074,2022-08-19,511520,-30.00万,115.675,政金债券ETF,1,False,-0.171,2.90亿,-0.09|2026-02-25,T+0,335.85亿|2026-02-24
32,3.3738,1.48,2016-08-24,45.54亿,-0.003,2016-09-29,512100,-1.32亿,3.371,中证1000ETF,1,False,0.049,100.19亿,1.52|2026-02-25,T+1,332.98亿|2026-02-24
33,10.2740,-0.08,2014-10-17,8.96亿,-0.005,2014-11-13,511220,40.00万,10.269,城投债ETF海富通,1,False,-0.008,30.52亿,0.00|2026-02-25,T+0,313.57亿|2026-02-24
34,0.7043,-0.57,2021-05-12,10.09亿,-0.004,2021-05-18,513010,10.00亿,0.700,恒生科技ETF易方达,1,False,-0.004,432.28亿,-0.37|2026-02-25,T+0,305.58亿|2026-02-24
35,1.1697,-0.26,2018-11-21,9.48亿,-0.001,2018-12-19,512890,1700.00万,1.169,红利低波ETF华泰柏瑞,1,False,-0.003,256.33亿,-0.17|2026-02-25,T+1,300.34亿|2026-02-24
36,1.3012,0.07,2015-05-20,5.06亿,0.065,2015-06-10,159941,130.00万,1.353,纳指ETF,0,False,0.001,223.77亿,1.00|2026-02-24,T+0,291.17亿|2026-02-24
37,0.3555,0.85,2019-04-22,3.74亿,0.001,2019-05-20,512170,2.20亿,0.356,医疗ETF,1,False,0.003,784.77亿,0.79|2026-02-25,T+1,276.79亿|2026-02-24
38,1.9516,0.36,2019-12-24,6.71亿,-0.002,2020-01-20,159995,-1120.00万,1.950,芯片ETF,0,False,0.007,142.39亿,0.45|2026-02-25,T+1,276.65亿|2026-02-24
39,1.0772,0.00,2021-11-11,12.43亿,0.000,2021-12-17,562500,4.13亿,1.077,机器人ETF,1,False,0.000,251.19亿,0.13|2026-02-25,T+1,270.23亿|2026-02-24
40,2.0454,-0.05,2020-02-24,55.41亿,-0.015,2020-03-13,513090,0.00,2.030,香港证券ETF易方达,1,False,-0.001,131.27亿,0.14|2026-02-25,T+0,268.13亿|2026-02-24
41,1.5933,-0.19,2020-07-20,5.17亿,-0.001,2020-07-27,159819,7200.00万,1.592,人工智能ETF易方达,0,False,-0.003,163.71亿,-0.19|2026-02-25,T+1,261.35亿|2026-02-24
42,1.2865,0.16,2022-06-13,26.50亿,-0.010,2022-07-01,513120,-450.00万,1.277,港股创新药ETF,1,False,0.002,199.47亿,-0.18|2026-02-25,T+0,257.08亿|2026-02-24
43,1.6101,0.12,2023-12-13,8.74亿,-0.006,2023-12-28,159570,0.00,1.604,港股通创新药ETF,0,False,0.002,155.54亿,-0.12|2026-02-25,T+0,250.74亿|2026-02-24
44,115.5202,-0.35,2023-02-17,49.21亿,-0.076,2023-05-19,511090,250.00万,115.444,30年国债ETF,1,False,-0.400,2.04亿,-0.26|2026-02-25,T+0,235.94亿|2026-02-24
45,4.2121,0.64,2006-03-09,4306.24万,0.004,2006-04-13,510180,100.00万,4.216,上证180ETF,1,False,0.027,56.04亿,0.52|2026-02-25,T+1,234.82亿|2026-02-24
46,1.5759,1.22,2016-06-06,7.69亿,0.000,2016-06-30,159949,-6900.00万,1.576,创业板50ETF,0,False,0.019,150.24亿,1.32|2026-02-25,T+1,233.68亿|2026-02-24
47,1.6590,0.84,2019-04-22,14.56亿,0.016,2019-05-08,512480,6800.00万,1.675,半导体ETF,1,False,0.014,135.63亿,0.30|2026-02-24,T+1,225.01亿|2026-02-24
48,0.6928,0.00,2021-05-31,3.57亿,-0.005,2021-06-21,513980,5800.00万,0.688,港股科技50ETF,1,False,0.000,321.00亿,-0.10|2026-02-25,T+0,222.61亿|2026-02-24
49,0.7762,0.52,2013-07-15,6.33亿,-0.001,2013-08-23,159928,0.00,0.775,消费ETF,0,False,0.004,287.93亿,0.57|2026-02-25,T+1,222.22亿|2026-02-24
50,2.2589,-0.13,2013-11-04,2.38亿,0.142,2013-12-05,513500,0.00,2.382,标普500ETF博时,1,False,-0.003,98.11亿,0.83|2026-02-24,T+0,221.61亿|2026-02-24
51,1.9263,4.56,2023-07-10,22.53亿,0.001,2023-07-19,159516,-2900.00万,1.927,半导体设备ETF,0,False,0.084,118.73亿,4.50|2026-02-25,T+1,218.86亿|2026-02-24
52,0.6752,-0.30,2021-05-11,14.02亿,-0.002,2021-05-18,159740,9.00亿,0.673,恒生科技ETF大成,0,False,-0.002,290.99亿,-0.34|2026-02-25,T+0,197.15亿|2026-02-24
53,0.8910,0.22,2014-06-09,8.18亿,0.000,2014-06-26,512070,-6100.00万,0.891,证券保险ETF易方达,1,False,0.002,217.03亿,0.33|2026-02-25,T+1,192.75亿|2026-02-24
54,3.1995,0.13,2006-10-30,11.68亿,-0.006,2006-11-17,510880,-1.02亿,3.194,红利ETF华泰柏瑞,1,False,0.004,59.79亿,0.25|2026-02-25,T+1,190.81亿|2026-02-24
55,11.0244,0.03,2020-03-27,5.67亿,0.021,2020-04-13,518850,90.00万,11.045,黄金ETF华夏,1,False,0.003,16.57亿,-0.18|2026-02-25,T+0,183.03亿|2026-02-24
56,0.5319,0.57,2019-03-11,5.69亿,0.000,2019-04-04,512690,5040.00万,0.532,酒ETF,1,False,0.003,344.73亿,0.59|2026-02-25,T+1,182.29亿|2026-02-24
57,1.5939,0.06,2023-12-18,6.70亿,-0.001,2024-01-10,159530,6800.00万,1.593,机器人ETF易方达,0,False,0.001,111.89亿,0.13|2026-02-25,T+1,178.11亿|2026-02-24
58,0.3827,0.26,2013-08-26,2.80亿,-0.001,2013-09-23,512010,-1.44亿,0.382,医药ETF易方达,1,False,0.001,462.76亿,0.34|2026-02-25,T+1,176.50亿|2026-02-24
59,4.7619,1.56,2015-04-08,3.62亿,0.000,2015-05-05,512500,2640.00万,4.762,中证500ETF华夏,1,False,0.073,36.54亿,1.60|2026-02-25,T+1,171.23亿|2026-02-24
60,2.2909,3.48,2021-05-24,6.07亿,0.000,2021-06-09,516650,9300.00万,2.291,有色金属ETF基金,1,False,0.077,75.80亿,3.61|2026-02-25,T+1,167.60亿|2026-02-24
61,1.7360,-0.75,2023-11-06,3.44亿,-0.011,2023-11-23,513630,600.00万,1.725,港股低波红利ETF摩根,1,False,-0.013,95.74亿,-0.61|2026-02-25,T+0,167.24亿|2026-02-24
62,1.7320,0.11,2013-04-15,2.50亿,0.110,2013-04-25,513100,0.00,1.825,纳指ETF,1,False,0.002,94.66亿,1.00|2026-02-24,T+0,163.95亿|2026-02-24
63,2.6595,1.18,2023-10-16,4.81亿,-0.005,2023-10-24,517520,-450.00万,2.655,黄金股ETF,1,False,0.031,59.30亿,1.25|2026-02-25,T+1,155.75亿|2026-02-24
64,3.4199,1.67,2013-01-07,6.60亿,-0.001,2013-02-06,159922,1300.00万,3.419,中证500ETF嘉实,0,False,0.056,45.82亿,1.60|2026-02-25,T+1,154.22亿|2026-02-24
65,1.4118,-0.42,2019-12-23,1.74亿,-0.002,2020-01-17,515450,6950.00万,1.410,红利低波50ETF,1,False,-0.006,106.80亿,-0.21|2026-02-25,T+1,151.10亿|2026-02-24
66,135.0990,-0.16,2017-07-17,37.06亿,-0.068,2017-08-04,511260,20.00万,135.031,十年国债ETF,1,False,-0.216,1.12亿,-0.10|2026-02-25,T+0,150.90亿|2026-02-24
67,0.8340,0.72,2020-03-02,4.89亿,0.000,2020-03-20,159992,-4920.00万,0.834,创新药ETF,0,False,0.006,181.17亿,0.80|2026-02-25,T+1,149.90亿|2026-02-24
68,1.0825,0.56,2019-07-22,8.69亿,0.002,2019-08-16,515880,-4.47亿,1.084,通信ETF,1,False,0.006,135.61亿,0.44|2026-02-25,T+1,146.16亿|2026-02-24
69,1.9916,4.60,2023-02-13,7.87亿,0.007,2023-02-22,560860,-400.00万,1.999,工业有色ETF万家,1,False,0.088,76.40亿,4.57|2026-02-25,T+1,145.52亿|2026-02-24
70,3.4733,1.64,2021-03-04,32.64亿,0.005,2021-03-18,159845,-1.12亿,3.478,中证1000ETF,0,False,0.056,40.34亿,1.51|2026-02-25,T+1,138.04亿|2026-02-24
71,0.6219,-0.32,2022-04-18,2.66亿,-0.002,2022-04-27,513380,5.24亿,0.620,恒生科技ETF广发,1,False,-0.002,211.17亿,-0.37|2026-02-25,T+0,131.81亿|2026-02-24
72,0.4902,-0.41,2022-01-17,6.87亿,-0.004,2022-02-09,513770,1.23亿,0.486,港股互联网ETF,1,False,-0.002,266.88亿,-0.41|2026-02-25,T+0,131.36亿|2026-02-24
73,0.9018,0.33,2021-01-25,4.55亿,0.000,2021-01-29,159852,-3200.00万,0.902,软件ETF,0,False,0.003,144.31亿,0.26|2026-02-25,T+1,129.80亿|2026-02-24
74,1.5360,-0.58,2021-02-19,5.63亿,0.001,2021-02-25,159869,-2500.00万,1.537,游戏ETF,0,False,-0.009,82.91亿,-0.63|2026-02-25,T+1,128.16亿|2026-02-24
75,1.1170,2.10,2021-06-01,6.87亿,0.001,2021-06-15,159755,-6900.00万,1.118,电池ETF,0,False,0.023,117.02亿,2.02|2026-02-25,T+1,128.12亿|2026-02-24
76,1.6056,0.25,2012-07-09,5.65亿,-0.021,2012-08-09,159920,0.00,1.585,恒生ETF,0,False,0.004,80.02亿,0.49|2026-02-25,T+0,127.85亿|2026-02-24
77,2.0321,1.45,2017-03-22,2.43亿,0.001,2017-04-25,159952,-4930.00万,2.033,创业板ETF广发,0,False,0.029,63.10亿,1.40|2026-02-25,T+1,126.45亿|2026-02-24
78,13.4731,-0.13,2020-05-08,24.48亿,-0.008,2020-07-13,511180,780.00万,13.465,可转债ETF海富通,1,False,-0.018,8.96亿,-0.04|2026-02-25,T+0,120.75亿|2026-02-24
79,1.8126,0.53,2023-07-10,2.26亿,0.301,2023-07-19,159509,100.00万,2.093,纳指科技ETF景顺,0,False,0.011,65.61亿,1.15|2026-02-24,T+0,118.92亿|2026-02-24
80,0.7735,-0.39,2017-05-25,6.27亿,0.001,2017-07-18,512800,-1.14亿,0.774,银行ETF,1,False,-0.003,152.44亿,-0.49|2026-02-25,T+1,118.49亿|2026-02-24
81,0.9502,1.06,2021-06-21,1.76亿,0.000,2021-06-28,159781,-5100.00万,0.950,科创创业ETF易方达,0,False,0.010,123.71亿,1.06|2026-02-25,T+1,116.31亿|2026-02-24
82,1.4427,0.63,2019-10-30,2.38亿,0.000,2019-11-26,515180,-4500.00万,1.443,红利ETF易方达,1,False,0.009,79.91亿,0.54|2026-02-25,T+1,114.67亿|2026-02-24
83,1.1200,1.17,2020-12-01,5.50亿,0.003,2020-12-07,515790,-7600.00万,1.123,光伏ETF,1,False,0.013,102.99亿,0.96|2026-02-25,T+1,114.26亿|2026-02-24
84,1.1688,-0.43,2017-11-27,7.04亿,0.000,2017-12-27,512980,-3.80亿,1.169,传媒ETF,1,False,-0.005,94.87亿,-0.67|2026-02-25,T+1,111.64亿|2026-02-24
85,2.0210,-0.25,2019-11-21,1.70亿,0.002,2019-12-09,515070,3300.00万,2.023,人工智能AIETF,1,False,-0.005,54.87亿,-0.18|2026-02-25,T+1,111.10亿|2026-02-24
86,2.1453,-0.13,2020-10-14,2.36亿,0.092,2020-10-22,513300,75.00万,2.223,纳斯达克ETF,1,False,-0.003,51.31亿,0.69|2026-02-24,T+0,110.07亿|2026-02-24
87,107.9647,-0.18,2023-12-04,152.54亿,-0.001,2023-12-13,511100,53.00万,107.964,国债ETF华夏,1,False,-0.194,1.02亿,-0.14|2026-02-25,T+0,109.74亿|2026-02-24
88,1.1174,0.45,2021-02-22,3.41亿,0.001,2021-03-03,159842,2700.00万,1.118,券商ETF,0,False,0.005,97.90亿,0.58|2026-02-25,T+1,108.77亿|2026-02-24
89,1.0669,0.47,2021-01-18,3.06亿,0.001,2021-01-28,159841,7440.00万,1.068,证券ETF,0,False,0.005,101.54亿,0.58|2026-02-25,T+1,107.71亿|2026-02-24
90,1.5253,1.67,2016-06-20,7.29亿,0.001,2016-07-26,512660,1.34亿,1.526,军工ETF,1,False,0.025,70.54亿,1.80|2026-02-25,T+1,105.69亿|2026-02-24
91,1.1149,0.09,2021-10-11,3.13亿,-0.001,2021-10-26,159770,2.12亿,1.114,机器人ETF,0,False,0.001,94.77亿,0.13|2026-02-25,T+1,105.52亿|2026-02-24
92,0.9218,-0.22,2019-12-09,3.44亿,-0.001,2019-12-24,515980,1.92亿,0.921,人工智能ETF,1,False,-0.002,113.39亿,-0.08|2026-02-25,T+1,104.60亿|2026-02-24
93,0.8760,1.15,2019-05-24,5.82亿,0.001,2019-07-23,512710,3700.00万,0.877,军工龙头ETF,1,False,0.010,119.56亿,1.11|2026-02-25,T+1,103.58亿|2026-02-24
94,0.8450,1.69,2021-02-22,3.90亿,-0.001,2021-03-04,159851,3100.00万,0.844,金融科技ETF,0,False,0.014,124.87亿,1.95|2026-02-25,T+1,103.49亿|2026-02-24
95,1.5551,1.70,2023-08-28,5.34亿,0.001,2023-09-06,588220,-4550.00万,1.556,科创100ETF鹏华,1,False,0.026,66.69亿,1.65|2026-02-25,T+1,102.03亿|2026-02-24
96,1.8319,0.60,2019-04-22,3.01亿,0.001,2019-05-16,512760,1680.00万,1.833,芯片ETF,1,False,0.011,55.86亿,0.54|2026-02-25,T+1,101.78亿|2026-02-24
97,10.9506,0.03,2020-03-23,3.52亿,0.019,2020-04-24,518660,210.00万,10.970,黄金ETF工银,1,False,0.003,9.26亿,-0.18|2026-02-25,T+0,101.58亿|2026-02-24
98,1.5143,0.60,2020-09-22,2.84亿,0.001,2020-09-28,588050,1800.00万,1.515,科创50ETF工银,1,False,0.009,67.33亿,0.54|2026-02-25,T+1,101.42亿|2026-02-24
99,1.6249,-0.18,2023-05-22,8617.37万,0.085,2023-05-31,159501,500.00万,1.694,纳指ETF嘉实,0,False,-0.003,62.04亿,1.00|2026-02-24,T+0,100.81亿|2026-02-24
100,1.3051,0.08,2023-05-15,4.08亿,-0.003,2023-05-31,513040,1.39亿,1.302,港股通互联网ETF易方达,1,False,0.001,76.60亿,-0.41|2026-02-25,T+0,100.39亿|2026-02-24
101,2.2312,6.07,2021-03-03,9.17亿,0.004,2021-03-09,516150,5050.00万,2.235,稀土ETF嘉实,1,False,0.128,47.69亿,6.06|2026-02-25,T+1,100.32亿|2026-02-24
