SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,QJFE_DAY{2025-12-17},SECURITY_CODE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
1,4.6977,-0.43,2012-04-05,28.11亿,-0.019,2012-05-04,4.38亿,510300,4.679,沪深300ETF,1,False,-0.020,901.61亿,1.84|2025-12-17,T+1,4235.48亿|2025-12-17
2,4.4991,-0.42,2013-02-18,5.84亿,-0.019,2013-03-06,7470.00万,510310,4.480,沪深300ETF易方达,1,False,-0.019,664.26亿,1.85|2025-12-17,T+1,2988.57亿|2025-12-17
3,4.7645,-0.42,2012-12-17,2.08亿,-0.020,2012-12-25,3240.00万,510330,4.745,沪深300ETF华夏,1,False,-0.020,475.69亿,1.85|2025-12-17,T+1,2266.42亿|2025-12-17
4,4.7724,-0.52,2012-04-05,4.47亿,-0.021,2012-05-07,1.21亿,159919,4.751,沪深300ETF,0,False,-0.025,408.13亿,1.85|2025-12-17,T+1,1947.74亿|2025-12-17
5,3.0582,0.29,2004-11-29,9.97亿,0.009,2004-12-30,-540.00万,510050,3.067,上证50ETF,1,False,0.009,571.62亿,1.26|2025-12-17,T+1,1748.14亿|2025-12-17
6,7.2531,-0.25,2013-01-10,15.41亿,-0.012,2013-02-06,9440.00万,510500,7.241,中证500ETF,1,False,-0.018,186.18亿,1.97|2025-12-17,T+1,1350.39亿|2025-12-17
7,3.1597,-1.86,2011-08-15,37.91亿,-0.055,2011-09-20,-1.49亿,159915,3.105,创业板ETF,0,False,-0.059,315.15亿,3.39|2025-12-17,T+1,995.79亿|2025-12-17
8,9.2968,0.11,2013-06-24,26.17亿,0.023,2013-07-18,2400.00万,518880,9.320,黄金ETF,1,False,0.010,98.72亿,0.81|2025-12-17,T+0,917.79亿|2025-12-17
9,-,0.00,2012-12-19,82.83亿,-0.001,2012-12-27,851.26万,511990,99.999,华宝添益ETF,1,False,0.005,8.56亿,0.00|2025-12-17,T+0,856.17亿|2025-12-17
10,101.1612,0.01,2013-03-18,101.91亿,0.002,2013-04-01,426.95万,511880,101.163,银华日利ETF,1,False,0.006,8.35亿,0.00|2025-12-17,T+0,845.16亿|2025-12-17
11,0.8658,-1.28,2021-08-23,10.79亿,-0.015,2021-09-15,11.25亿,159792,0.851,港股通互联网ETF,0,False,-0.011,930.81亿,1.16|2025-12-17,T+0,805.89亿|2025-12-17
12,1.3953,-1.22,2020-09-22,22.52亿,-0.016,2020-09-28,-4.95亿,588000,1.379,科创50ETF,1,False,-0.017,536.70亿,2.50|2025-12-17,T+1,748.85亿|2025-12-17
13,2.9547,0.10,2016-08-24,7.76亿,0.003,2016-09-29,1.10亿,512100,2.958,中证1000ETF,1,False,0.003,252.45亿,1.49|2025-12-17,T+1,745.92亿|2025-12-17
14,112.7444,0.01,2020-04-30,136.86亿,-0.010,2020-08-03,-218.40万,511360,112.734,短融ETF,1,False,0.012,6.26亿,0.00|2025-12-17,T+0,705.77亿|2025-12-17
15,1.3507,-1.18,2020-09-22,6.79亿,-0.016,2020-09-28,-1.41亿,588080,1.335,科创板50ETF,1,False,-0.016,516.08亿,2.47|2025-12-17,T+1,697.06亿|2025-12-17
