CIRCULATION_MARKET_VALUE<140>,SERIAL,CHG,PEAK_PRICE<140>,PETTMDEDUCTED{2025-12-29},TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,TRADEMARKET,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,IFSTSTOCK{2025-12-29},NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,MARKET_NUM,IN_OPTIONAL,PCHG,TOAL_MARKET_VALUE<140>
1250.37亿,1,0.93,73.50,49.59|2025-12-29,22.57亿,3124.33万,SH,601689,上交所主板,70.81,1.14,47.69,5.37,否,71.95,拓普集团,否,1.80,1,False,0.66,1250.37亿
948.46亿,2,-3.34,161.35,48.45|2025-12-29,9.58亿,608.83万,SZ,002028,深交所主板,155.00,0.96,41.60,8.41,否,155.62,思源电气,否,1.00,0,False,-5.38,1215.53亿
991.87亿,3,0.93,68.78,48.14|2025-12-29,35.66亿,5232.92万,SZ,000977,深交所主板,66.60,0.89,50.25,4.71,否,67.62,浪潮信息,否,3.57,0,False,0.62,992.98亿
868.70亿,4,-2.52,46.42,47.39|2025-12-29,12.93亿,2865.02万,SZ,002558,深交所主板,44.56,1.00,45.99,5.73,否,44.90,巨人网络,否,1.48,0,False,-1.16,868.70亿
812.54亿,5,1.13,4.57,46.73|2025-12-29,19.05亿,4.24亿,SZ,000100,深交所主板,4.43,1.53,22.99,1.53,否,4.49,TCL科技,否,2.34,0,False,0.05,933.96亿
1027.51亿,6,0.06,170.60,46.35|2025-12-29,3.12亿,184.17万,SH,600436,上交所主板,169.00,1.18,36.19,7.10,否,170.31,片仔癀,否,0.31,1,False,0.11,1027.51亿
2524.09亿,7,-0.42,33.88,46.04|2025-12-29,11.75亿,3491.35万,SH,600150,上交所主板,33.47,0.84,32.35,1.79,否,33.54,中国船舶,否,0.46,1,False,-0.14,2524.09亿
1475.56亿,8,6.91,77.74,43.23|2025-12-29,76.94亿,1.03亿,SZ,002463,深交所主板,71.20,1.76,40.76,10.59,否,76.74,沪电股份,否,5.33,0,False,4.96,1476.76亿
1.30万亿,9,2.19,66.39,42.70|2025-12-29,123.59亿,1.88亿,SH,601138,上交所主板,63.73,0.94,43.21,8.02,否,65.24,工业富联,否,0.95,1,False,1.40,1.30万亿
925.99亿,10,-1.06,62.18,42.19|2025-12-29,2.87亿,464.78万,SZ,002304,深交所主板,61.35,1.41,17.47,1.91,否,61.47,洋河股份,否,0.31,0,False,-0.66,926.01亿
886.93亿,11,0.07,28.63,41.51|2025-12-29,23.25亿,8197.08万,SZ,002241,深交所主板,28.09,0.94,29.04,2.75,否,28.26,歌尔股份,否,2.61,0,False,0.02,1002.00亿
982.95亿,12,-0.75,12.02,40.34|2025-12-29,7.03亿,5890.86万,SZ,000625,深交所主板,11.89,0.59,28.96,1.54,否,11.90,长安汽车,否,0.71,0,False,-0.09,1179.78亿
